Currency,Date,Closing Price (USD),24h Open (USD),24h High (USD),24h Low (USD)
DOGE,12/09/2019,0.002371136,0.002359605,0.00244086,0.002310912
DOGE,13/09/2019,0.002421911,0.002371197,0.002463093,0.00232933
DOGE,14/09/2019,0.002423526,0.002421837,0.002460314,0.00235324
DOGE,15/09/2019,0.002402611,0.002422901,0.002453924,0.002373046
DOGE,16/09/2019,0.002447133,0.002402611,0.00255289,0.002386338
DOGE,17/09/2019,0.002421485,0.002447133,0.002484638,0.002362147
DOGE,18/09/2019,0.002630235,0.002421485,0.002653735,0.002375569
DOGE,19/09/2019,0.002698582,0.002630243,0.002839671,0.002557881
DOGE,20/09/2019,0.002687775,0.002698189,0.002754475,0.002520314
DOGE,21/09/2019,0.002709497,0.002687808,0.002733752,0.00262019
DOGE,22/09/2019,0.002527542,0.002709497,0.002716013,0.002517419
DOGE,23/09/2019,0.002549384,0.002528054,0.002602794,0.002496913
DOGE,24/09/2019,0.002468429,0.002549385,0.002591901,0.002428991
DOGE,25/09/2019,0.002190487,0.002468406,0.002506271,0.001978681
DOGE,26/09/2019,0.002200142,0.00219039,0.002251124,0.002072363
DOGE,27/09/2019,0.002139793,0.002200089,0.002248447,0.002004945
DOGE,28/09/2019,0.002169022,0.002138737,0.002217196,0.002089385
DOGE,29/09/2019,0.002166853,0.002169021,0.002241537,0.002126871
DOGE,30/09/2019,0.002199677,0.002167022,0.002243356,0.002091293
DOGE,01/10/2019,0.002380616,0.002200613,0.002451838,0.002110736
DOGE,02/10/2019,0.002387934,0.002380636,0.002515673,0.002335405
DOGE,03/10/2019,0.002311442,0.002387934,0.002398831,0.002250413
DOGE,04/10/2019,0.002294282,0.002311463,0.002347864,0.002207645
DOGE,05/10/2019,0.002340476,0.002294382,0.00236815,0.002210274
DOGE,06/10/2019,0.002337327,0.002340476,0.002349606,0.002255403
DOGE,07/10/2019,0.002272298,0.002291826,0.002339837,0.002219653
DOGE,08/10/2019,0.002358579,0.002272291,0.002393624,0.002210094
DOGE,09/10/2019,0.002307762,0.00235859,0.002391917,0.002277457
DOGE,10/10/2019,0.002340083,0.002320114,0.002407872,0.002277812
DOGE,11/10/2019,0.002315667,0.002340083,0.002389218,0.00224401
DOGE,12/10/2019,0.002288586,0.002315667,0.002353619,0.002183789
DOGE,13/10/2019,0.002324588,0.002288496,0.00233018,0.002254331
DOGE,14/10/2019,0.002460432,0.002324657,0.002656127,0.002282784
DOGE,15/10/2019,0.002526997,0.00246043,0.002738313,0.002408286
DOGE,16/10/2019,0.002530663,0.00250605,0.002600234,0.002430827
DOGE,17/10/2019,0.002609158,0.002516013,0.00262833,0.002469033
DOGE,18/10/2019,0.002752838,0.002609203,0.002976839,0.002564027
DOGE,19/10/2019,0.002658273,0.00275377,0.002893197,0.002615622
DOGE,20/10/2019,0.002702293,0.002659093,0.002799797,0.002624207
DOGE,21/10/2019,0.002711812,0.002702293,0.002774907,0.002630386
DOGE,22/10/2019,0.00269692,0.002704716,0.002766585,0.002558673
DOGE,23/10/2019,0.002569001,0.00269691,0.002765982,0.002540381
DOGE,24/10/2019,0.002484039,0.002514091,0.002569524,0.002340207
DOGE,25/10/2019,0.002498987,0.002484039,0.002553262,0.002405616
DOGE,26/10/2019,0.002647554,0.002522676,0.002769693,0.002468005
DOGE,27/10/2019,0.002650433,0.002647827,0.002969604,0.002524045
DOGE,28/10/2019,0.002661273,0.002650317,0.002755346,0.00259733
DOGE,29/10/2019,0.002627285,0.002661268,0.002725996,0.002580385
DOGE,30/10/2019,0.002628928,0.002627434,0.002820797,0.002552976
DOGE,31/10/2019,0.002579059,0.002628972,0.002676003,0.002531557
DOGE,01/11/2019,0.002633168,0.002570593,0.002663432,0.002546469
DOGE,02/11/2019,0.002594492,0.002637247,0.002659997,0.002520928
DOGE,03/11/2019,0.002570254,0.002594533,0.002639556,0.002503559
DOGE,04/11/2019,0.002564281,0.002570313,0.00264053,0.002487565
DOGE,05/11/2019,0.002574997,0.002573547,0.002625341,0.002517513
DOGE,06/11/2019,0.002548095,0.002574898,0.002626966,0.002527382
DOGE,07/11/2019,0.002677858,0.00254859,0.002761876,0.002531809
DOGE,08/11/2019,0.002651377,0.002736256,0.002747682,0.002536492
DOGE,09/11/2019,0.002696442,0.002651522,0.002755198,0.002600876
DOGE,10/11/2019,0.002786577,0.002696392,0.00279513,0.002668465
DOGE,11/11/2019,0.002709923,0.00275707,0.002793553,0.002620718
DOGE,12/11/2019,0.002695945,0.002710038,0.002770595,0.002613245
DOGE,13/11/2019,0.002700115,0.002695796,0.002720555,0.002611456
DOGE,14/11/2019,0.002598276,0.002710432,0.002745436,0.002568306
DOGE,15/11/2019,0.002698387,0.002598621,0.002703473,0.002514944
DOGE,16/11/2019,0.002705552,0.002697156,0.002720241,0.002544931
DOGE,17/11/2019,0.002594293,0.002705553,0.002716852,0.002552098
DOGE,18/11/2019,0.002538751,0.002624845,0.002627802,0.00245653
DOGE,19/11/2019,0.002498707,0.002538746,0.002586414,0.002436345
DOGE,20/11/2019,0.002543138,0.002557221,0.002617771,0.002451685
DOGE,21/11/2019,0.002418621,0.002543054,0.002560023,0.002294112
DOGE,22/11/2019,0.002370274,0.002373053,0.002444949,0.002137897
DOGE,23/11/2019,0.002354919,0.002370931,0.002404666,0.002235214
DOGE,24/11/2019,0.002272718,0.002356196,0.002407737,0.002232117
DOGE,25/11/2019,0.002255238,0.002248788,0.002342764,0.002093019
DOGE,26/11/2019,0.002229334,0.002255492,0.002323222,0.002194355
DOGE,27/11/2019,0.002334097,0.002229573,0.002385479,0.002150208
DOGE,28/11/2019,0.002257521,0.002334826,0.002358483,0.002253059
DOGE,29/11/2019,0.002347768,0.002257483,0.002384568,0.002252427
DOGE,30/11/2019,0.002326976,0.002347883,0.002388326,0.002252805
DOGE,01/12/2019,0.00225759,0.002327003,0.002334865,0.002225977
DOGE,02/12/2019,0.002217483,0.002257241,0.002299024,0.002127738
DOGE,03/12/2019,0.002153586,0.002217714,0.00227756,0.002131407
DOGE,04/12/2019,0.002183848,0.002153617,0.002270269,0.002108618
DOGE,05/12/2019,0.002152954,0.002183886,0.002219911,0.002115246
DOGE,06/12/2019,0.002180507,0.002207462,0.002238236,0.002068047
DOGE,07/12/2019,0.002187296,0.002180491,0.002254759,0.002136411
DOGE,08/12/2019,0.00219138,0.002187296,0.0022448,0.002154765
DOGE,09/12/2019,0.00218377,0.002203365,0.002258183,0.002128889
DOGE,10/12/2019,0.002157881,0.002183873,0.002197968,0.002094795
DOGE,11/12/2019,0.002117234,0.00215796,0.002171705,0.002093612
DOGE,12/12/2019,0.002125031,0.00211667,0.002155223,0.002083306
DOGE,13/12/2019,0.002141724,0.002125045,0.002190059,0.00210547
DOGE,14/12/2019,0.002122969,0.002141801,0.002219518,0.002060493
DOGE,15/12/2019,0.002135429,0.002122972,0.002188097,0.002066716
DOGE,16/12/2019,0.002076962,0.002135341,0.002185769,0.002057471
DOGE,17/12/2019,0.00197127,0.002076982,0.002114704,0.001927195
DOGE,18/12/2019,0.002079148,0.001971273,0.0020852,0.001888957
DOGE,19/12/2019,0.002026299,0.002061387,0.002125998,0.001987015
DOGE,20/12/2019,0.002053168,0.002026299,0.002059936,0.001990188
DOGE,21/12/2019,0.002058581,0.002053221,0.002089274,0.002008815
DOGE,22/12/2019,0.001998881,0.002058656,0.002104525,0.001980238
DOGE,23/12/2019,0.002023717,0.001998872,0.002086278,0.00196698
DOGE,24/12/2019,0.002026126,0.002023879,0.002037284,0.001941406
DOGE,25/12/2019,0.002028636,0.002026037,0.002087262,0.001975598
DOGE,26/12/2019,0.002021302,0.002029268,0.00208097,0.001967883
DOGE,27/12/2019,0.001993184,0.002054424,0.002059089,0.001965094
DOGE,28/12/2019,0.001998618,0.001993238,0.002096386,0.00198372
DOGE,29/12/2019,0.002034085,0.001998614,0.002082269,0.001993936
DOGE,30/12/2019,0.002024657,0.002024662,0.002055477,0.001982402
DOGE,31/12/2019,0.002028956,0.00202472,0.002033996,0.001965275
DOGE,01/01/2020,0.002051001,0.002029054,0.002075524,0.001967049
DOGE,02/01/2020,0.001982176,0.00205085,0.002055195,0.001948695
DOGE,03/01/2020,0.002035353,0.001982176,0.002050693,0.001953808
DOGE,04/01/2020,0.002059966,0.002035349,0.002102834,0.00199761
DOGE,05/01/2020,0.002086557,0.002059914,0.00212043,0.002016178
DOGE,06/01/2020,0.00211363,0.002086581,0.002170761,0.002050909
DOGE,07/01/2020,0.002129926,0.002113825,0.002196554,0.002100727
DOGE,08/01/2020,0.002135763,0.002130012,0.002251421,0.002046236
DOGE,09/01/2020,0.002114771,0.002135971,0.002201651,0.002026751
DOGE,10/01/2020,0.002188044,0.002115028,0.002243967,0.002092373
DOGE,11/01/2020,0.002176286,0.002188044,0.002259001,0.002123296
DOGE,12/01/2020,0.002208545,0.002176091,0.002256124,0.002129299
DOGE,13/01/2020,0.002144194,0.002208616,0.002251591,0.002128738
DOGE,14/01/2020,0.002295103,0.002144574,0.002388851,0.00211067
DOGE,15/01/2020,0.00238331,0.002295686,0.002505745,0.002294284
DOGE,16/01/2020,0.002337326,0.002382331,0.002386394,0.002256182
DOGE,17/01/2020,0.002492531,0.002336839,0.002537553,0.002300017
DOGE,18/01/2020,0.002510179,0.002492803,0.002560745,0.002411905
DOGE,19/01/2020,0.002382867,0.002519212,0.002626745,0.002336972
DOGE,20/01/2020,0.002402522,0.002383478,0.002417037,0.002339815
DOGE,21/01/2020,0.002353708,0.002404664,0.00240787,0.002320464
DOGE,22/01/2020,0.002335821,0.002353567,0.002403049,0.002311409
DOGE,23/01/2020,0.002244758,0.002335994,0.002393037,0.002193002
DOGE,24/01/2020,0.002272798,0.002244692,0.002284494,0.00217723
DOGE,25/01/2020,0.00224551,0.002272829,0.002273503,0.002188915
DOGE,26/01/2020,0.002274633,0.002245677,0.002302219,0.00219687
DOGE,27/01/2020,0.002348566,0.002272013,0.002426212,0.00224902
DOGE,28/01/2020,0.002401151,0.002348612,0.002427377,0.002347612
DOGE,29/01/2020,0.002397343,0.002401163,0.002490458,0.002341825
DOGE,30/01/2020,0.002434547,0.002397384,0.002445575,0.002332104
DOGE,31/01/2020,0.00239898,0.002435328,0.002454403,0.002344161
DOGE,01/02/2020,0.002416483,0.002398934,0.002429446,0.002356008
DOGE,02/02/2020,0.002509881,0.002387107,0.002532953,0.002354101
DOGE,03/02/2020,0.002415639,0.002450752,0.002555709,0.002409303
DOGE,04/02/2020,0.002493255,0.002412984,0.002535363,0.00238679
DOGE,05/02/2020,0.002533263,0.002493296,0.002684847,0.002476617
DOGE,06/02/2020,0.002631071,0.002535855,0.002713738,0.002517132
DOGE,07/02/2020,0.002796468,0.002631061,0.002814583,0.002627344
DOGE,08/02/2020,0.003165431,0.002796454,0.003303928,0.002717997
DOGE,09/02/2020,0.003226009,0.003165431,0.003650363,0.003048779
DOGE,10/02/2020,0.00295337,0.003225999,0.003316426,0.002852475
DOGE,11/02/2020,0.003056873,0.002958718,0.003131715,0.002836213
DOGE,12/02/2020,0.003089923,0.003055908,0.00319915,0.003000458
DOGE,13/02/2020,0.003027548,0.003092478,0.003229567,0.002949717
DOGE,14/02/2020,0.00312077,0.003027548,0.003175492,0.002971891
DOGE,15/02/2020,0.002964358,0.003120779,0.003195991,0.002811547
DOGE,16/02/2020,0.002678377,0.002964348,0.002984065,0.002575383
DOGE,17/02/2020,0.00264324,0.002678148,0.002781056,0.002505386
DOGE,18/02/2020,0.002798958,0.002643255,0.002870653,0.002632408
DOGE,19/02/2020,0.002675721,0.002799399,0.002914482,0.002551887
DOGE,20/02/2020,0.002636639,0.002675579,0.002687703,0.002521526
DOGE,21/02/2020,0.002683462,0.002636632,0.002726355,0.002596867
DOGE,22/02/2020,0.002613613,0.00268348,0.002690233,0.002529048
DOGE,23/02/2020,0.002669254,0.002613625,0.002691479,0.002536515
DOGE,24/02/2020,0.002590971,0.002669264,0.002691688,0.002526785
DOGE,25/02/2020,0.002453725,0.002590949,0.002599641,0.002375244
DOGE,26/02/2020,0.002346635,0.002452988,0.0025147,0.002180574
DOGE,27/02/2020,0.002338914,0.002346808,0.00241816,0.002252936
DOGE,28/02/2020,0.002337759,0.002339017,0.002375192,0.002221055
DOGE,29/02/2020,0.002247177,0.002344266,0.002344865,0.002235093
DOGE,01/03/2020,0.002288642,0.002247216,0.002331782,0.002164891
DOGE,02/03/2020,0.002372666,0.002288464,0.002387726,0.002233883
DOGE,03/03/2020,0.002523511,0.002372522,0.002541504,0.002299768
DOGE,04/03/2020,0.002412032,0.00252352,0.002538391,0.002367519
DOGE,05/03/2020,0.002514142,0.002411131,0.002542667,0.002399465
DOGE,06/03/2020,0.002477819,0.002514197,0.002528564,0.002446182
DOGE,07/03/2020,0.002412075,0.002477731,0.002519765,0.002393566
DOGE,08/03/2020,0.002200328,0.002412254,0.002462131,0.002174974
DOGE,09/03/2020,0.002202871,0.002200363,0.002236343,0.002080659
DOGE,10/03/2020,0.002219393,0.002202871,0.002272643,0.002150653
DOGE,11/03/2020,0.002195068,0.002219509,0.002257148,0.002088307
DOGE,12/03/2020,0.001697035,0.002195417,0.002206664,0.00151817
DOGE,13/03/2020,0.001805664,0.00169659,0.001818108,0.001176327
DOGE,14/03/2020,0.001689293,0.001798888,0.001839971,0.001652539
DOGE,15/03/2020,0.001637907,0.001691712,0.001959296,0.001624344
DOGE,16/03/2020,0.001582295,0.001666469,0.001706553,0.001404638
DOGE,17/03/2020,0.001674535,0.001581906,0.001695423,0.001551545
DOGE,18/03/2020,0.001604027,0.001674252,0.001680259,0.001541441
DOGE,19/03/2020,0.001803612,0.001604058,0.00186222,0.001557603
