Currency,Date,Closing Price (USD),24h Open (USD),24h High (USD),24h Low (USD)
DOGE,27/02/2019,0.001944134,0.001962147,0.001962604,0.001907906
DOGE,28/02/2019,0.00191243,0.001944133,0.001955094,0.001896216
DOGE,01/03/2019,0.001955793,0.00191243,0.001976978,0.00191101
DOGE,02/03/2019,0.001969627,0.001957419,0.001979876,0.001940041
DOGE,03/03/2019,0.001948369,0.001969627,0.001989304,0.001939811
DOGE,04/03/2019,0.001899702,0.001948369,0.001960252,0.001892901
DOGE,05/03/2019,0.001938599,0.001901824,0.001963826,0.001891495
DOGE,06/03/2019,0.001931165,0.001938599,0.00196124,0.001919091
DOGE,07/03/2019,0.001943902,0.001931165,0.001989732,0.001926672
DOGE,08/03/2019,0.001925753,0.001943902,0.001966499,0.001909302
DOGE,09/03/2019,0.00195179,0.001939706,0.001977531,0.001927407
DOGE,10/03/2019,0.001951273,0.001963542,0.001968238,0.001931818
DOGE,11/03/2019,0.001929102,0.001949574,0.001953853,0.001906245
DOGE,12/03/2019,0.00199423,0.001929102,0.002024637,0.001886894
DOGE,13/03/2019,0.001979404,0.00199423,0.0020752,0.001965703
DOGE,14/03/2019,0.002013483,0.001979404,0.002024044,0.001969762
DOGE,15/03/2019,0.002021353,0.002013483,0.002035185,0.001998144
DOGE,16/03/2019,0.002046058,0.002021353,0.002076148,0.00201021
DOGE,17/03/2019,0.002052304,0.002047228,0.002061736,0.002011521
DOGE,18/03/2019,0.002044511,0.002052304,0.002070806,0.002016614
DOGE,19/03/2019,0.002041415,0.00205116,0.002060769,0.002021956
DOGE,20/03/2019,0.002025117,0.002041415,0.002057839,0.002004677
DOGE,21/03/2019,0.002022616,0.002035905,0.002044722,0.001991362
DOGE,22/03/2019,0.002007371,0.002022616,0.002036841,0.002001707
DOGE,23/03/2019,0.002009193,0.002015086,0.002026758,0.001997882
DOGE,24/03/2019,0.002005285,0.002009193,0.002017167,0.001979839
DOGE,25/03/2019,0.002011537,0.002005285,0.00205302,0.001977461
DOGE,26/03/2019,0.002031465,0.002011537,0.002039259,0.001993116
DOGE,27/03/2019,0.002054615,0.00201845,0.002071599,0.001990004
DOGE,28/03/2019,0.002044447,0.002054615,0.002075426,0.002027232
DOGE,29/03/2019,0.002081265,0.002044447,0.002094284,0.002039032
DOGE,30/03/2019,0.002075958,0.002083494,0.002097617,0.00204499
DOGE,01/04/2019,0.002066674,0.002075958,0.002084301,0.002057843
DOGE,02/04/2019,0.002410339,0.002066674,0.002600358,0.002059541
DOGE,03/04/2019,0.002927212,0.002410339,0.002962225,0.002352159
DOGE,04/04/2019,0.003173004,0.002927241,0.003754032,0.002781396
DOGE,05/04/2019,0.003640386,0.003145932,0.00422129,0.003101825
DOGE,06/04/2019,0.003529476,0.003640359,0.003778318,0.003328184
DOGE,07/04/2019,0.003367889,0.003585003,0.003612083,0.003315096
DOGE,08/04/2019,0.003398816,0.003367889,0.003555003,0.003234558
DOGE,09/04/2019,0.002948255,0.003397709,0.003423103,0.002923339
DOGE,10/04/2019,0.002875842,0.002948214,0.003035085,0.002727779
DOGE,11/04/2019,0.002963853,0.002875838,0.003105126,0.00285747
DOGE,12/04/2019,0.002743435,0.002963853,0.00299209,0.002660801
DOGE,13/04/2019,0.002813662,0.002755688,0.002847233,0.00266575
DOGE,14/04/2019,0.0028431,0.002813662,0.002918675,0.002782472
DOGE,15/04/2019,0.002868455,0.002853828,0.002877396,0.002782413
DOGE,16/04/2019,0.002747863,0.002863147,0.002899722,0.002727466
DOGE,17/04/2019,0.002776091,0.002747863,0.002803008,0.002701654
DOGE,18/04/2019,0.002776303,0.002776091,0.00280655,0.002753059
DOGE,19/04/2019,0.002958944,0.002775475,0.003010924,0.002768385
DOGE,20/04/2019,0.002891238,0.002953257,0.002957975,0.002838675
DOGE,21/04/2019,0.002858281,0.002891238,0.002921234,0.002792348
DOGE,22/04/2019,0.002759978,0.002858281,0.002882728,0.002639371
DOGE,23/04/2019,0.00276394,0.002744264,0.002814807,0.002678736
DOGE,24/04/2019,0.002767673,0.00276394,0.002918992,0.002720048
DOGE,25/04/2019,0.002560349,0.002767571,0.002770481,0.002448817
DOGE,26/04/2019,0.002415391,0.002560349,0.002633227,0.00236359
DOGE,27/04/2019,0.002522439,0.002455052,0.002525852,0.002341873
DOGE,28/04/2019,0.002538327,0.002522437,0.0025466,0.002419256
DOGE,29/04/2019,0.002433694,0.002538327,0.002539845,0.002411394
DOGE,30/04/2019,0.00241323,0.002434266,0.002486846,0.002355161
DOGE,01/05/2019,0.00248825,0.002413234,0.002490039,0.002366831
DOGE,02/05/2019,0.002450547,0.00248825,0.002547152,0.002434316
DOGE,03/05/2019,0.002540293,0.002503922,0.002593218,0.002461545
DOGE,04/05/2019,0.002676979,0.002540293,0.002712471,0.00253657
DOGE,05/05/2019,0.002671546,0.002622519,0.002723808,0.002494431
DOGE,06/05/2019,0.002576901,0.002604637,0.002654412,0.002547867
DOGE,07/05/2019,0.002562473,0.002576901,0.002636235,0.002465856
DOGE,08/05/2019,0.002527791,0.002562187,0.002653613,0.002439511
DOGE,09/05/2019,0.002537451,0.002430741,0.002550228,0.002401607
DOGE,10/05/2019,0.002462494,0.002537451,0.002559355,0.002366385
DOGE,11/05/2019,0.002543028,0.0024616,0.002558514,0.002393673
DOGE,12/05/2019,0.002756217,0.002539112,0.00283002,0.002474393
DOGE,13/05/2019,0.002638068,0.002756217,0.002884474,0.002533941
DOGE,14/05/2019,0.002720073,0.002638068,0.002859988,0.002561379
DOGE,15/05/2019,0.003012851,0.002725349,0.003273426,0.002615275
DOGE,16/05/2019,0.003281746,0.003005185,0.003378074,0.002926433
DOGE,17/05/2019,0.003197219,0.003281662,0.003659671,0.002981215
DOGE,18/05/2019,0.002896532,0.003197219,0.003226111,0.00256306
DOGE,19/05/2019,0.002996982,0.00284035,0.003054778,0.002834462
DOGE,20/05/2019,0.003127976,0.002915472,0.003199886,0.002913908
DOGE,21/05/2019,0.002975478,0.003127976,0.003232347,0.002880088
DOGE,22/05/2019,0.003041946,0.002975478,0.003089174,0.002936465
DOGE,23/05/2019,0.002915793,0.003041946,0.003066206,0.00285898
DOGE,24/05/2019,0.002954978,0.002915793,0.002963377,0.002798911
DOGE,25/05/2019,0.003012225,0.002953997,0.003059553,0.002894575
DOGE,26/05/2019,0.003058605,0.003009538,0.00308062,0.002895374
DOGE,27/05/2019,0.003045162,0.003058605,0.003193906,0.002882459
DOGE,28/05/2019,0.003129699,0.00304513,0.003254208,0.003041155
DOGE,29/05/2019,0.003155261,0.003134816,0.003162762,0.003080279
DOGE,30/05/2019,0.00321008,0.003155356,0.003214459,0.003020468
DOGE,31/05/2019,0.00321412,0.003164591,0.003707161,0.003039829
DOGE,01/06/2019,0.003404771,0.00321412,0.003493623,0.003096752
DOGE,02/06/2019,0.003360208,0.003404771,0.003516781,0.003260133
DOGE,03/06/2019,0.003323955,0.003360208,0.003521854,0.003263951
DOGE,04/06/2019,0.003224684,0.003323939,0.003412988,0.003177074
DOGE,05/06/2019,0.00297652,0.003153177,0.003153251,0.002846945
DOGE,06/06/2019,0.003027716,0.00297652,0.003109628,0.00289909
DOGE,07/06/2019,0.003014594,0.00296313,0.00310855,0.002910799
DOGE,08/06/2019,0.003129354,0.003014594,0.003199301,0.00301415
DOGE,09/06/2019,0.003020666,0.003129354,0.003177058,0.002969632
DOGE,10/06/2019,0.002958655,0.003018023,0.003101433,0.002869458
DOGE,11/06/2019,0.003029695,0.002958655,0.003130978,0.002878216
DOGE,12/06/2019,0.003077685,0.003123685,0.003132084,0.002947407
DOGE,13/06/2019,0.003093833,0.003077685,0.00312554,0.002931544
DOGE,14/06/2019,0.0029903,0.003035555,0.003136752,0.002976722
DOGE,15/06/2019,0.003121344,0.002990313,0.003127277,0.00294425
DOGE,16/06/2019,0.003177758,0.003128588,0.003191291,0.003027615
DOGE,17/06/2019,0.00315604,0.003177758,0.003353849,0.003074541
DOGE,18/06/2019,0.00324655,0.00315604,0.003285149,0.003041215
DOGE,19/06/2019,0.003049708,0.003176536,0.003226418,0.002973734
DOGE,20/06/2019,0.003134739,0.003049708,0.003149195,0.002968627
DOGE,21/06/2019,0.003143498,0.003134739,0.003197978,0.002955609
DOGE,22/06/2019,0.003186863,0.003143498,0.003273504,0.003006405
DOGE,23/06/2019,0.003234036,0.003266985,0.003426414,0.003119475
DOGE,24/06/2019,0.003354481,0.003233709,0.003444779,0.003167363
DOGE,25/06/2019,0.003302823,0.003354485,0.003436501,0.003132229
DOGE,26/06/2019,0.003266447,0.003302823,0.003488259,0.003155722
DOGE,27/06/2019,0.003214131,0.003266447,0.003447344,0.003046232
DOGE,28/06/2019,0.003427958,0.003214131,0.003645674,0.002829953
DOGE,29/06/2019,0.003442683,0.00336822,0.003588807,0.003216103
DOGE,30/06/2019,0.00348057,0.003358564,0.003514356,0.003123429
DOGE,01/07/2019,0.003275438,0.00348057,0.003512884,0.00315954
DOGE,02/07/2019,0.00316868,0.003275438,0.003355931,0.00293792
DOGE,03/07/2019,0.003143809,0.003236695,0.003300543,0.002951221
DOGE,04/07/2019,0.003224103,0.003129964,0.003341037,0.003006581
DOGE,05/07/2019,0.003272617,0.003224103,0.003450079,0.003034529
DOGE,06/07/2019,0.003724457,0.003227263,0.004610097,0.003047197
DOGE,07/07/2019,0.003478837,0.003724457,0.003991688,0.003328277
DOGE,08/07/2019,0.003648587,0.003471453,0.003701866,0.00334448
DOGE,09/07/2019,0.00354029,0.003647709,0.003672371,0.00338974
DOGE,10/07/2019,0.003442866,0.003540147,0.003604253,0.003350672
DOGE,11/07/2019,0.003368452,0.003500647,0.003605083,0.003188607
DOGE,12/07/2019,0.003203111,0.003368783,0.003390558,0.003054161
DOGE,13/07/2019,0.003265816,0.003203562,0.003386563,0.003147442
DOGE,14/07/2019,0.003245017,0.003266785,0.003298354,0.003077483
DOGE,15/07/2019,0.002968153,0.003278862,0.003290411,0.002918885
DOGE,16/07/2019,0.003083565,0.002968097,0.003112874,0.002798319
DOGE,17/07/2019,0.002795817,0.003083396,0.003173506,0.002717778
DOGE,18/07/2019,0.00290232,0.002804469,0.003053234,0.002708048
DOGE,19/07/2019,0.003081518,0.002903473,0.003154317,0.002745066
DOGE,20/07/2019,0.003005734,0.003081514,0.003166782,0.002872558
DOGE,21/07/2019,0.003171911,0.003005774,0.003177307,0.002939474
DOGE,22/07/2019,0.002990118,0.003171487,0.003194961,0.002939377
DOGE,23/07/2019,0.002936616,0.00299008,0.003077533,0.002881542
DOGE,24/07/2019,0.002869427,0.002939139,0.002971293,0.002796698
DOGE,25/07/2019,0.002909395,0.002839101,0.00291563,0.002717649
DOGE,26/07/2019,0.002878912,0.002909395,0.00301988,0.002833139
DOGE,27/07/2019,0.002866094,0.002878913,0.002936793,0.002819989
DOGE,28/07/2019,0.002760642,0.002912473,0.003028089,0.002728236
DOGE,29/07/2019,0.002824506,0.002759003,0.002845068,0.002683467
DOGE,30/07/2019,0.002799045,0.002824505,0.002872906,0.002749165
DOGE,31/07/2019,0.00278414,0.002799087,0.002858322,0.002735449
DOGE,01/08/2019,0.002831155,0.002784188,0.002913469,0.00272717
DOGE,02/08/2019,0.002846654,0.002831042,0.003004209,0.002791256
DOGE,03/08/2019,0.002923978,0.00284657,0.00296773,0.002818056
DOGE,04/08/2019,0.002881618,0.002924005,0.002994596,0.002842498
DOGE,05/08/2019,0.002925401,0.002881619,0.003042158,0.002797141
DOGE,06/08/2019,0.003063506,0.002925407,0.003206082,0.002884201
DOGE,07/08/2019,0.002899359,0.003063548,0.003174531,0.002866732
DOGE,08/08/2019,0.002976974,0.002899258,0.003095203,0.002833541
DOGE,09/08/2019,0.002925795,0.002979194,0.003045091,0.002806304
DOGE,10/08/2019,0.002900092,0.002926332,0.003019101,0.002825681
DOGE,11/08/2019,0.002826752,0.002900092,0.002961859,0.002743426
DOGE,12/08/2019,0.002953963,0.002862997,0.002960075,0.002808558
DOGE,13/08/2019,0.002891734,0.002953922,0.002959447,0.002832585
DOGE,14/08/2019,0.002818,0.00289161,0.002927482,0.002734728
DOGE,15/08/2019,0.002833119,0.002818973,0.002881324,0.002641413
DOGE,16/08/2019,0.002612661,0.0028333,0.002833817,0.002528585
DOGE,17/08/2019,0.002666183,0.002581822,0.002717641,0.00247458
DOGE,18/08/2019,0.002644701,0.002666296,0.002692739,0.002547383
DOGE,19/08/2019,0.00270014,0.002643161,0.002778201,0.00256179
DOGE,20/08/2019,0.00272586,0.002700168,0.00286521,0.002686475
DOGE,21/08/2019,0.002737441,0.002726135,0.002816901,0.002667125
DOGE,22/08/2019,0.002684628,0.002737766,0.002778783,0.002511834
DOGE,23/08/2019,0.002713119,0.002684628,0.002733952,0.002542433
DOGE,24/08/2019,0.002663431,0.002713221,0.002713486,0.002564647
DOGE,25/08/2019,0.002581086,0.002663644,0.002695771,0.002523977
DOGE,26/08/2019,0.002610487,0.002580864,0.002711687,0.002512633
DOGE,27/08/2019,0.002604892,0.002609941,0.002732643,0.00254966
DOGE,28/08/2019,0.002568059,0.002604564,0.002660834,0.002540828
DOGE,29/08/2019,0.002473946,0.002627624,0.002632021,0.002439463
DOGE,30/08/2019,0.002411834,0.002473654,0.002523581,0.002342981
DOGE,31/08/2019,0.002475945,0.002411834,0.002488408,0.002373003
DOGE,01/09/2019,0.00248413,0.002475784,0.002499203,0.002396877
DOGE,02/09/2019,0.002513243,0.002483865,0.002520468,0.002407486
DOGE,03/09/2019,0.002596396,0.002513444,0.002686554,0.002439932
DOGE,04/09/2019,0.002642804,0.002574071,0.002664342,0.002493905
DOGE,05/09/2019,0.002530008,0.002642933,0.002643144,0.002459925
DOGE,06/09/2019,0.002473066,0.002529953,0.002541838,0.002422545
DOGE,07/09/2019,0.00245615,0.002473066,0.002597606,0.002373445
DOGE,08/09/2019,0.002436709,0.002456078,0.002523275,0.002346364
DOGE,09/09/2019,0.002471955,0.002436103,0.002537161,0.002405377
DOGE,10/09/2019,0.002472235,0.002471796,0.002486072,0.002365893
DOGE,11/09/2019,0.002359384,0.002472235,0.00247727,0.002331548
