Date,Value,Detail
1963-03-31,13770,"Quarterly amounts outstanding of M4 (£m, seasonally adjusted)"
1963-06-30,14104,
1963-09-30,14351,
1963-12-31,14774,
1964-03-31,15001,
1964-06-30,15326,
1964-09-30,15665,
1964-12-31,15900,
1965-03-31,16138,
1965-06-30,16502,
1965-09-30,16894,
1965-12-31,17397,
1966-03-31,17935,
1966-06-30,18091,
1966-09-30,18380,
1966-12-31,18523,
1967-03-31,18994,
1967-06-30,19565,
1967-09-30,20286,
1967-12-31,20894,
1968-03-31,21345,
1968-06-30,21911,
1968-09-30,22210,
1968-12-31,22666,
1969-03-31,23011,
1969-06-30,23007,
1969-09-30,23374,
1969-12-31,23803,
1970-03-31,24150,
1970-06-30,25024,
1970-09-30,25858,
1970-12-31,26644,
1971-03-31,27651,
1971-06-30,28484,
1971-09-30,29521,
1971-12-31,30983,
1972-03-31,33006,
1972-06-30,34991,
1972-09-30,36400,
1972-12-31,38183,
1973-03-31,40081,
1973-06-30,42139,
1973-09-30,44637,
1973-12-31,46566,
1974-03-31,47867,
1974-06-30,48717,
1974-09-30,49573,
1974-12-31,51654,
1975-03-31,53328,
1975-06-30,54975,
1975-09-30,56896,
1975-12-31,57846,
1976-03-31,59604,
1976-06-30,61471,
1976-09-30,63703,
1976-12-31,64444,
1977-03-31,65652,
1977-06-30,68147,
1977-09-30,70633,
1977-12-31,74031,
1978-03-31,77971,
1978-06-30,79911,
1978-09-30,82283,
1978-12-31,85174,
1979-03-31,87922,
1979-06-30,91073,
1979-09-30,94300,
1979-12-31,97506,
1980-03-31,100201,
1980-06-30,104853,
1980-09-30,109076,
1980-12-31,114324,
1981-03-31,117566,
1981-06-30,122606,
1981-09-30,127122,
1981-12-31,137846,
1982-03-31,141382,
1982-06-30,145345,
1982-09-30,149702,
1982-12-31,153888,
1983-03-31,161316,
1983-06-30,165963,
1983-09-30,169490,
1983-12-31,174297,
1984-03-31,179915,
1984-06-30,186635,
1984-09-30,191698,
1984-12-31,198087,
1985-03-31,205114,
1985-06-30,211074,
1985-09-30,217669,
1985-12-31,224168,
1986-03-31,235352,
1986-06-30,244481,
1986-09-30,249525,
1986-12-31,257860,
1987-03-31,271128,
1987-06-30,281368,
1987-09-30,292191,
1987-12-31,304422,
1988-03-31,317219,
1988-06-30,328842,
1988-09-30,345966,
1988-12-31,357545,
1989-03-31,372047,
1989-06-30,389649,
1989-09-30,407327,
1989-12-31,425778,
1990-03-31,441429,
1990-06-30,457318,
1990-09-30,466729,
1990-12-31,477181,
1991-03-31,484127,
1991-06-30,492849,
1991-09-30,498392,
1991-12-31,504718,
1992-03-31,508859,
1992-06-30,514667,
1992-09-30,519993,
1992-12-31,518019,
1993-03-31,521831,
1993-06-30,526404,
1993-09-30,532814,
1993-12-31,543381,
1994-03-31,551702,
1994-06-30,554828,
1994-09-30,560012,
1994-12-31,566571,
1995-03-31,578952,
1995-06-30,591008,
1995-09-30,606045,
1995-12-31,622465,
1996-03-31,634994,
1996-06-30,649565,
1996-09-30,667868,
1996-12-31,681523,
1997-03-31,708703,
1997-06-30,724597,
1997-09-30,707472,
1997-12-31,719833,
1998-03-31,739622,
1998-06-30,752469,
1998-09-30,771994,
1998-12-31,781056,
1999-03-31,789372,
1999-06-30,796170,
1999-09-30,795987,
1999-12-31,813147,
2000-03-31,831072,
2000-06-30,850122,
2000-09-30,867503,
2000-12-31,881482,
2001-03-31,900195,
2001-06-30,915216,
2001-09-30,937939,
2001-12-31,940116,
2002-03-31,949220,
2002-06-30,969483,
2002-09-30,991420,
2002-12-31,1005968,
2003-03-31,1017456,
2003-06-30,1043339,
2003-09-30,1053129,
2003-12-31,1077630,
2004-03-31,1099074,
2004-06-30,1127928,
2004-09-30,1149382,
2004-12-31,1173537,
2005-03-31,1212721,
2005-06-30,1243562,
2005-09-30,1277317,
2005-12-31,1322237,
2006-03-31,1361049,
2006-06-30,1411655,
2006-09-30,1460799,
2006-12-31,1492635,
2007-03-31,1537600,
2007-06-30,1591085,
2007-09-30,1647610,
2007-12-31,1669789,
2008-03-31,1712670,
2008-06-30,1759932,
2008-09-30,1826057,
2008-12-31,1934084,
2009-03-31,2005021,
2009-06-30,1979478,
2009-09-30,2010899,
2009-12-31,2043231,
2010-03-31,2225363,
2010-06-30,2207357,
2010-09-30,2183140,
2010-12-31,2155018,
2011-03-31,2168231,
2011-06-30,2161556,
2011-09-30,2132325,
2011-12-31,2086730,
2012-03-31,2072454,
2012-06-30,2069755,
2012-09-30,2079886,
2012-12-31,2090169,
2013-03-31,2096186,
2013-06-30,2097738,
2013-09-30,2144123,
2013-12-31,2105122,
2014-03-31,2115673,
2014-06-30,2111455,
2014-09-30,2111650,
2014-12-31,2103580,
2015-03-31,2111186,
2015-06-30,2110796,
2015-09-30,2099295,
2015-12-31,2115329,
2016-03-31,2135523,
2016-06-30,2187653,
2016-09-30,2228563,
2016-12-31,2246999,
2017-03-31,2293274,
2017-06-30,2311205,
2017-09-30,2355607,
2017-12-31,2356065,
2018-03-31,2360947,
2018-06-30,2371644,
2018-09-30,2383058,
2018-12-31,2413774,
2019-03-31,2419918,
2019-06-30,2426252,
2019-09-30,2475443,
2019-12-31,2506018,
2020-03-31,2622438,
2020-06-30,2746894,
2020-09-30,2783950,
2020-12-31,2817018,
