area_code,areaname,areatype,pop_atrisk,pop_all,risk_share,areacode,lastweek,_merge,cases_pop
E09000001,City of London,E09,686,8706,.07879623,,,master only (1),
,Pembrokeshire,ltla,,,,W06000009,222,using only (2),
E11000001,Greater Manchester (Met County),E11,197327,2812569,.070158988,,,master only (1),
,Hackney and City of London,ltla,,,,E09000012,1473,using only (2),
,Highland,ltla,,,,S12000017,54,using only (2),
E12000002,North West,E12,607763,7292093,.08334548,,,master only (1),
E11000002,Merseyside (Met County),E11,123556,1423065,.086823866,,,master only (1),
,Newport,ltla,,,,W06000022,908,using only (2),
E06000052,Cornwall,E06,60815,565968,.10745307,,,master only (1),
,"Bournemouth, Christchurch and Poole",ltla,,,,E06000058,509,using only (2),
,East Ayrshire,ltla,,,,S12000008,175,using only (2),
,Glasgow City,ltla,,,,S12000049,786,using only (2),
,East Suffolk,ltla,,,,E07000244,290,using only (2),
E12000009,South West,E12,564523,5599735,.10081245,,,master only (1),
E10000006,Cumbria,E10,54283,498888,.10880799,,,master only (1),
,Cornwall and Isles of Scilly,ltla,,,,E06000052,329,using only (2),
E11000007,Tyne and Wear (Met County),E11,93471,1136371,.082253948,,,master only (1),
E10000012,Essex,E10,138098,1477764,.093450643,,,master only (1),
,Fermanagh and Omagh,ltla,,,,N09000006,341,using only (2),
E07000053,Weymouth and Portland,E07,7320,65865,.11113641,,,master only (1),
,Gwynedd,ltla,,,,W06000002,74,using only (2),
E10000014,Hampshire,E10,137525,1376316,.099922545,,,master only (1),
E06000028,Bournemouth,E06,17098,194355,.087973036,,,master only (1),
E07000206,Waveney,E07,14809,118311,.1251701,,,master only (1),
,Stirling,ltla,,,,S12000030,81,using only (2),
,Wrexham,ltla,,,,W06000006,438,using only (2),
E10000002,Buckinghamshire,E10,47723,540059,.08836627,,,master only (1),
,Fife,ltla,,,,S12000047,361,using only (2),
E10000013,Gloucestershire,E10,61597,633558,.09722393,,,master only (1),
E07000191,West Somerset,E07,5542,34887,.15885574,,,master only (1),
E10000008,Devon,E10,91548,795286,.1151133,,,master only (1),
,Cardiff,ltla,,,,W06000015,1707,using only (2),
E06000029,Poole,E06,16357,151397,.10804045,,,master only (1),
,Ards and North Down,ltla,,,,N09000011,172,using only (2),
,"Armagh City, Banbridge and Craigavon",ltla,,,,N09000002,561,using only (2),
,Isle of Anglesey,ltla,,,,W06000001,30,using only (2),
,Belfast,ltla,,,,N09000003,539,using only (2),
,"Newry, Mourne and Down",ltla,,,,N09000010,417,using only (2),
,East Dunbartonshire,ltla,,,,S12000045,88,using only (2),
E10000024,Nottinghamshire,E10,75717,823126,.091987133,,,master only (1),
,Derry City and Strabane,ltla,,,,N09000005,310,using only (2),
E10000016,Kent,E10,142296,1568623,.090713955,,,master only (1),
E07000050,North Dorset,E07,8361,70841,.11802487,,,master only (1),
,Carmarthenshire,ltla,,,,W06000010,921,using only (2),
,Monmouthshire,ltla,,,,W06000021,327,using only (2),
,Torfaen,ltla,,,,W06000020,500,using only (2),
E10000032,West Sussex,E10,93375,858852,.10872071,,,master only (1),
E10000021,Northamptonshire,E10,56435,747622,.075486004,,,master only (1),
,Vale of Glamorgan,ltla,,,,W06000014,588,using only (2),
E11000005,West Midlands (Met County),E11,215189,2916458,.073784366,,,master only (1),
,North Ayrshire,ltla,,,,S12000021,232,using only (2),
,Clackmannanshire,ltla,,,,S12000005,69,using only (2),
E12000003,Yorkshire and The Humber,E12,456331,5479615,.083277933,,,master only (1),
E07000049,East Dorset,E07,13768,89889,.15316668,,,master only (1),
,Lisburn and Castlereagh,ltla,,,,N09000007,233,using only (2),
E07000205,Suffolk Coastal,E07,16447,129938,.12657575,,,master only (1),
,Scottish Borders,ltla,,,,S12000026,106,using only (2),
,Midlothian,ltla,,,,S12000019,107,using only (2),
,Conwy,ltla,,,,W06000003,70,using only (2),
E12000004,East Midlands,E12,408925,4804149,.085119136,,,master only (1),
,Argyll and Bute,ltla,,,,S12000035,33,using only (2),
,Shetland Islands,ltla,,,,S12000027,1,using only (2),
,Caerphilly,ltla,,,,W06000018,1051,using only (2),
E10000015,Hertfordshire,E10,95914,1184365,.080983482,,,master only (1),
,North Lanarkshire,ltla,,,,S12000050,399,using only (2),
E10000011,East Sussex,E10,67011,554590,.12082981,,,master only (1),
,Dumfries and Galloway,ltla,,,,S12000006,58,using only (2),
E10000018,Leicestershire,E10,62753,698268,.089869507,,,master only (1),
,Comhairle nan Eilean Siar,ltla,,,,S12000013,4,using only (2),
,Perth and Kinross,ltla,,,,S12000048,198,using only (2),
E12000001,North East,E12,231641,2657909,.087151594,,,master only (1),
,Renfrewshire,ltla,,,,S12000038,205,using only (2),
