number,restbay,croyde,minehead,llangennith,kimmeridge,sennen,brighton,freshwatereast,freshwaterwest,marloes,westdale,restbay_low,restbay_high,croyde_low,croyde_high,minehead_low,minehead_high,llangennith_low,llangennith_high,kimmeridge_low,kimmeridge_high,sennen_low,sennen_high,brighton_low,brighton_high,freshwatereast_low,freshwatereast_high,freshwaterwest_low,freshwaterwest_high,marloes_low,marloes_high,westdale_low,westdale_high,days,date
18,2-3,2-4,1,1-2,2-3,4-6,1,,2-4,2-3,2-4,2,3,2,4,1,,1,2,2,3,4,6,1,,,,2,4,2,3,2,4,2.25, 5 Mar 2021
19,2-3,2-4,1,2,2-3,4-6,1,,2-4,2-3,2-4,2,3,2,4,1,,2,,2,3,4,6,1,,,,2,4,2,3,2,4,2.375, 5 Mar 2021
20,2-3,2-4,1,1-2,2-3,4-6,1,,3-5,3-4,3-5,2,3,2,4,1,,1,2,2,3,4,6,1,,,,3,5,3,4,3,5,2.5, 5 Mar 2021
21,2-3,2-4,1,1-2,2-3,4-6,1,,3-4,2-4,3-4,2,3,2,4,1,,1,2,2,3,4,6,1,,,,3,4,2,4,3,4,2.625, 5 Mar 2021
22,2-4,3-4,1,2-3,2-3,4-6,1,,3-4,3-4,3-4,2,4,3,4,1,,2,3,2,3,4,6,1,,,,3,4,3,4,3,4,2.75, 5 Mar 2021
23,2-4,2-3,1,2-3,2-3,4-7,1,,3-5,3-4,3-5,2,4,2,3,1,,2,3,2,3,4,7,1,,,,3,5,3,4,3,5,2.875, 5 Mar 2021
24,3-4,3-5,1,2-3,2-3,4-7,1,,3-4,3-4,3-4,3,4,3,5,1,,2,3,2,3,4,7,1,,,,3,4,3,4,3,4,3, 5 Mar 2021
25,3-4,3-5,1,2-3,2-3,4-7,1,,3-4,3-4,3-4,3,4,3,5,1,,2,3,2,3,4,7,1,,,,3,4,3,4,3,4,3.125, 5 Mar 2021
26,3-4,3-5,1,2-3,2-3,4-6,1,,3-5,3-4,3-4,3,4,3,5,1,,2,3,2,3,4,6,1,,,,3,5,3,4,3,4,3.25, 5 Mar 2021
27,3-4,3-5,1,2-3,2-3,4-6,1,,3-4,2-4,3-4,3,4,3,5,1,,2,3,2,3,4,6,1,,,,3,4,2,4,3,4,3.375, 5 Mar 2021
28,3-4,3-4,1,2-3,2-3,4-6,1,,3-4,2-4,3-4,3,4,3,4,1,,2,3,2,3,4,6,1,,,,3,4,2,4,3,4,3.5, 5 Mar 2021
29,3-4,3-4,1,2-3,2-3,4-6,1,,3-4,2-4,3-4,3,4,3,4,1,,2,3,2,3,4,6,1,,,,3,4,2,4,3,4,3.625, 5 Mar 2021
30,3-4,3-4,1,2-3,2-3,4-6,1,,3-4,2-4,3-4,3,4,3,4,1,,2,3,2,3,4,6,1,,,,3,4,2,4,3,4,3.75, 5 Mar 2021
31,3-4,3-4,1,2-3,2-3,4-6,1,,3-4,2-3,2-4,3,4,3,4,1,,2,3,2,3,4,6,1,,,,3,4,2,3,2,4,3.875, 5 Mar 2021
32,3-4,3-4,1,2-3,2,4-7,1,,3-4,3-4,3-4,3,4,3,4,1,,2,3,2,,4,7,1,,,,3,4,3,4,3,4,4, 5 Mar 2021
33,3-4,3-4,1,2-3,1-2,4-6,1,,3-4,3-4,3-4,3,4,3,4,1,,2,3,1,2,4,6,1,,,,3,4,3,4,3,4,4.125, 5 Mar 2021
34,3-5,3-4,1-2,2-3,2,3-5,1,,3-4,3-4,3-4,3,5,3,4,1,2,2,3,2,,3,5,1,,,,3,4,3,4,3,4,4.25, 5 Mar 2021
35,3-5,3-4,1-2,2-3,3-4,3-4,1,,3-4,2-3,3-4,3,5,3,4,1,2,2,3,3,4,3,4,1,,,,3,4,2,3,3,4,4.375, 5 Mar 2021
36,3-4,2-4,1-2,2-3,2-4,4-6,1,,2-3,2-3,2-3,3,4,2,4,1,2,2,3,2,4,4,6,1,,,,2,3,2,3,2,3,4.5, 5 Mar 2021
37,2-4,2-3,1-2,2-3,3-4,4-6,1-2,,2-3,2-3,2-3,2,4,2,3,1,2,2,3,3,4,4,6,1,2,,,2,3,2,3,2,3,4.625, 5 Mar 2021
38,2-3,2-3,1,2-3,2-4,4-5,2-3,,2-3,2-3,2-3,2,3,2,3,1,,2,3,2,4,4,5,2,3,,,2,3,2,3,2,3,4.75, 5 Mar 2021
39,2-3,3-4,1,2-3,2-3,4-6,2-3,,3-5,3-5,3-5,2,3,3,4,1,,2,3,2,3,4,6,2,3,,,3,5,3,5,3,5,4.875, 5 Mar 2021
40,3-5,3-5,1,2,2-3,4-6,2-3,,2-4,3-4,3-4,3,5,3,5,1,,2,,2,3,4,6,2,3,,,2,4,3,4,3,4,5, 5 Mar 2021
41,3-4,3-4,1,3-4,3-4,4-5,2-3,,4-6,4-7,4-6,3,4,3,4,1,,3,4,3,4,4,5,2,3,,,4,6,4,7,4,6,5.125, 5 Mar 2021
42,4-7,4-6,1-2,4-6,3-5,5-7,2-3,,5-7,5-8,5-8,4,7,4,6,1,2,4,6,3,5,5,7,2,3,,,5,7,5,8,5,8,5.25, 5 Mar 2021
43,5-9,5-8,2-3,4-7,4-7,6-10,3-5,,5-8,5-8,5-8,5,9,5,8,2,3,4,7,4,7,6,10,3,5,,,5,8,5,8,5,8,5.375, 5 Mar 2021
44,6-9,5-8,2-3,4-6,5-8,6-9,4-6,,5-8,5-8,5-8,6,9,5,8,2,3,4,6,5,8,6,9,4,6,,,5,8,5,8,5,8,5.5, 5 Mar 2021
45,5-8,5-8,1-2,4-6,6-9,6-10,4-7,,5-8,5-8,5-8,5,8,5,8,1,2,4,6,6,9,6,10,4,7,,,5,8,5,8,5,8,5.625, 5 Mar 2021
46,5-8,6-9,1-2,3-5,6-10,8-12,4-7,,5-8,5-8,5-8,5,8,6,9,1,2,3,5,6,10,8,12,4,7,,,5,8,5,8,5,8,5.75, 5 Mar 2021
47,5-8,5-8,2-3,4-6,7-10,8-13,5-7,,5-7,5-7,5-7,5,8,5,8,2,3,4,6,7,10,8,13,5,7,,,5,7,5,7,5,7,5.875, 5 Mar 2021
48,6-10,6-9,2-3,5-8,7-11,8-13,5-8,,6-9,6-9,6-9,6,10,6,9,2,3,5,8,7,11,8,13,5,8,,,6,9,6,9,6,9,6, 5 Mar 2021
49,7-11,7-10,2-4,5-8,8-12,9-14,6-9,,6-9,6-9,6-9,7,11,7,10,2,4,5,8,8,12,9,14,6,9,,,6,9,6,9,6,9,6.125, 5 Mar 2021
50,7-10,6-10,3-4,5-8,9-14,8-12,6-9,,6-9,6-9,6-9,7,10,6,10,3,4,5,8,9,14,8,12,6,9,,,6,9,6,9,6,9,6.25, 5 Mar 2021
51,6-9,6-9,2-4,5-7,8-12,7-11,5-8,,6-9,5-8,6-9,6,9,6,9,2,4,5,7,8,12,7,11,5,8,,,6,9,5,8,6,9,6.375, 5 Mar 2021
52,6-9,6-9,2-3,5-7,6-10,8-12,4-6,,6-9,5-8,6-9,6,9,6,9,2,3,5,7,6,10,8,12,4,6,,,6,9,5,8,6,9,6.5, 5 Mar 2021
53,5-8,6-9,2-4,5-8,6-9,8-12,3-5,,6-9,5-8,6-9,5,8,6,9,2,4,5,8,6,9,8,12,3,5,,,6,9,5,8,6,9,6.625, 5 Mar 2021
54,6-9,6-9,2-4,5-8,5-8,8-12,3-5,,7-10,6-10,7-10,6,9,6,9,2,4,5,8,5,8,8,12,3,5,,,7,10,6,10,7,10,6.75, 5 Mar 2021
55,7-11,7-11,3-4,6-9,6-9,8-13,4-6,,7-12,7-11,8-12,7,11,7,11,3,4,6,9,6,9,8,13,4,6,,,7,12,7,11,8,12,6.875, 5 Mar 2021
56,8-12,7-11,3-4,6-9,7-10,9-14,4-6,,8-12,7-11,8-12,8,12,7,11,3,4,6,9,7,10,9,14,4,6,,,8,12,7,11,8,12,7, 5 Mar 2021
