number,restbay,croyde,minehead,llangennith,kimmeridge,sennen,brighton,freshwatereast,freshwaterwest,marloes,westdale,restbay_low,restbay_high,croyde_low,croyde_high,minehead_low,minehead_high,llangennith_low,llangennith_high,kimmeridge_low,kimmeridge_high,sennen_low,sennen_high,brighton_low,brighton_high,freshwatereast_low,freshwatereast_high,freshwaterwest_low,freshwaterwest_high,marloes_low,marloes_high,westdale_low,westdale_high,days,date
21,2-3,2-3,1,1-2,1-2,3-5,0-1,1,2-3,2-3,2-3,2,3,2,3,1,,1,2,1,2,3,5,0,1,1,,2,3,2,3,2,3,2.625,28 Feb 2021
22,2-3,2-3,1,1-2,1-2,3-4,0-1,1,2-4,2-3,2-3,2,3,2,3,1,,1,2,1,2,3,4,0,1,1,,2,4,2,3,2,3,2.75,28 Feb 2021
23,2-3,2-3,1,2-3,2-3,4-6,0-1,0-1,3-5,3-4,3-5,2,3,2,3,1,,2,3,2,3,4,6,0,1,0,1,3,5,3,4,3,5,2.875,28 Feb 2021
24,3-4,3-4,1,2-3,2-3,3-5,0-1,0-1,3-5,3-4,3-5,3,4,3,4,1,,2,3,2,3,3,5,0,1,0,1,3,5,3,4,3,5,3,28 Feb 2021
25,2-4,3-4,1,2-3,2-3,3-5,0-1,0-1,3-5,3-4,3-5,2,4,3,4,1,,2,3,2,3,3,5,0,1,0,1,3,5,3,4,3,5,3.125,28 Feb 2021
26,2-4,3-4,1,2-3,2-3,3-5,1,1,3-5,3-4,3-4,2,4,3,4,1,,2,3,2,3,3,5,1,,1,,3,5,3,4,3,4,3.25,28 Feb 2021
27,2-4,2-4,1,2-3,2-3,3-5,1,1-2,3-4,2-4,3-4,2,4,2,4,1,,2,3,2,3,3,5,1,,1,2,3,4,2,4,3,4,3.375,28 Feb 2021
28,2-4,2-4,1,2-3,2-3,3-4,1,1-2,3-4,2-4,3-4,2,4,2,4,1,,2,3,2,3,3,4,1,,1,2,3,4,2,4,3,4,3.5,28 Feb 2021
29,2-3,2-3,1,2-3,2-3,3-4,1,1-2,2-4,2-3,2-4,2,3,2,3,1,,2,3,2,3,3,4,1,,1,2,2,4,2,3,2,4,3.625,28 Feb 2021
30,2-3,2-3,1,2-3,2-3,3-4,1,1-2,2-4,2-3,2-4,2,3,2,3,1,,2,3,2,3,3,4,1,,1,2,2,4,2,3,2,4,3.75,28 Feb 2021
31,2-3,2-3,1,2,2,3-4,1,1-2,2-3,2-3,2-3,2,3,2,3,1,,2,,2,,3,4,1,,1,2,2,3,2,3,2,3,3.875,28 Feb 2021
32,2-3,2-3,1,2,1-2,3-4,1,1-2,2-3,2-3,2-3,2,3,2,3,1,,2,,1,2,3,4,1,,1,2,2,3,2,3,2,3,4,28 Feb 2021
33,2-3,2-3,1,1-2,1-2,3-4,1,1-2,2-3,2-3,2-3,2,3,2,3,1,,1,2,1,2,3,4,1,,1,2,2,3,2,3,2,3,4.125,28 Feb 2021
34,2-3,2-3,1,1-2,1-2,3-4,1,1-2,2-3,2-3,2-3,2,3,2,3,1,,1,2,1,2,3,4,1,,1,2,2,3,2,3,2,3,4.25,28 Feb 2021
35,2-3,2-3,1,1-2,1-2,3-4,1,2-3,2-3,2,2-3,2,3,2,3,1,,1,2,1,2,3,4,1,,2,3,2,3,2,,2,3,4.375,28 Feb 2021
36,2-3,2-3,1,1-2,1-2,2-4,1,2-3,2-3,1-2,2-3,2,3,2,3,1,,1,2,1,2,2,4,1,,2,3,2,3,1,2,2,3,4.5,28 Feb 2021
37,2-3,2-3,1,1-2,1-2,2-4,1,2-3,2,1-2,1-2,2,3,2,3,1,,1,2,1,2,2,4,1,,2,3,2,,1,2,1,2,4.625,28 Feb 2021
38,2-3,2-3,1,1-2,1-2,2-3,1,2-3,1-2,1-2,1-2,2,3,2,3,1,,1,2,1,2,2,3,1,,2,3,1,2,1,2,1,2,4.75,28 Feb 2021
39,2,2,0-1,1-2,1,2-3,1,1-2,1-2,1-2,1-2,2,,2,,0,1,1,2,1,,2,3,1,,1,2,1,2,1,2,1,2,4.875,28 Feb 2021
40,1-2,2,0-1,1-2,1,2-3,0-1,2-3,1-2,1-2,1-2,1,2,2,,0,1,1,2,1,,2,3,0,1,2,3,1,2,1,2,1,2,5,28 Feb 2021
41,1-2,1-2,0-1,1-2,1,2-3,0-1,,2,1-2,1-2,1,2,1,2,0,1,1,2,1,,2,3,0,1,,,2,,1,2,1,2,5.125,28 Feb 2021
42,1-2,1-2,0-1,1-2,1-2,2-3,0-1,,2,2,2,1,2,1,2,0,1,1,2,1,2,2,3,0,1,,,2,,2,,2,,5.25,28 Feb 2021
43,1-2,1-2,0-1,1-2,1-2,2-3,1,,2-3,2-3,2-3,1,2,1,2,0,1,1,2,1,2,2,3,1,,,,2,3,2,3,2,3,5.375,28 Feb 2021
44,1-2,1-2,0-1,1-2,1-2,2-3,1,,1-2,2-3,2-3,1,2,1,2,0,1,1,2,1,2,2,3,1,,,,1,2,2,3,2,3,5.5,28 Feb 2021
45,2,2,0-1,2-3,1-2,2-3,1,,2-3,2-3,2-3,2,,2,,0,1,2,3,1,2,2,3,1,,,,2,3,2,3,2,3,5.625,28 Feb 2021
46,1-2,1-2,1,2-3,1-2,2-3,1,,2-3,2-3,2-3,1,2,1,2,1,,2,3,1,2,2,3,1,,,,2,3,2,3,2,3,5.75,28 Feb 2021
47,1-2,1-2,1,2-3,2-3,2-3,1,,2-3,2-3,2-3,1,2,1,2,1,,2,3,2,3,2,3,1,,,,2,3,2,3,2,3,5.875,28 Feb 2021
48,2-3,2-3,1,2-3,2-3,2-3,1,,2-3,2-3,2-3,2,3,2,3,1,,2,3,2,3,2,3,1,,,,2,3,2,3,2,3,6,28 Feb 2021
49,2-3,2-3,1,2-3,2-3,2-3,1,,2-3,2-3,2-3,2,3,2,3,1,,2,3,2,3,2,3,1,,,,2,3,2,3,2,3,6.125,28 Feb 2021
50,2-3,2-3,1,1-2,2-3,2-3,1,,2-3,2-3,2-3,2,3,2,3,1,,1,2,2,3,2,3,1,,,,2,3,2,3,2,3,6.25,28 Feb 2021
51,2-3,2-3,1,2-3,2-3,3-5,1,,2-3,2,2-3,2,3,2,3,1,,2,3,2,3,3,5,1,,,,2,3,2,,2,3,6.375,28 Feb 2021
52,2,2-3,1,1-2,2-3,3-5,1,,2-3,2-3,2-3,2,,2,3,1,,1,2,2,3,3,5,1,,,,2,3,2,3,2,3,6.5,28 Feb 2021
53,2-3,2-3,1,2,2-3,4-6,1,,2-4,2-4,3-4,2,3,2,3,1,,2,,2,3,4,6,1,,,,2,4,2,4,3,4,6.625,28 Feb 2021
54,2-3,2-4,1,2-3,2-3,4-7,1,,3-4,2-4,3-4,2,3,2,4,1,,2,3,2,3,4,7,1,,,,3,4,2,4,3,4,6.75,28 Feb 2021
55,2-3,3-4,1,2-3,2-4,5-7,1,,3-5,3-4,3-5,2,3,3,4,1,,2,3,2,4,5,7,1,,,,3,5,3,4,3,5,6.875,28 Feb 2021
56,2-4,3-4,1,2-3,3-4,5-7,1,,3-5,3-4,3-5,2,4,3,4,1,,2,3,3,4,5,7,1,,,,3,5,3,4,3,5,7,28 Feb 2021
