number,restbay,croyde,minehead,llangennith,kimmeridge,sennen,brighton,freshwatereast,freshwaterwest,marloes,westdale,restbay_low,restbay_high,croyde_low,croyde_high,minehead_low,minehead_high,llangennith_low,llangennith_high,kimmeridge_low,kimmeridge_high,sennen_low,sennen_high,brighton_low,brighton_high,freshwatereast_low,freshwatereast_high,freshwaterwest_low,freshwaterwest_high,marloes_low,marloes_high,westdale_low,westdale_high,days,date
1,2-3,2-3,1,1-2,1-2,3-5,0-1,0-1,2-4,2-3,2-4,2,3,2,3,1,,1,2,1,2,3,5,0,1,0,1,2,4,2,3,2,4,.125,19 Mar 2021
2,2-3,2-4,1,1-2,1-2,4-6,0-1,1,3-4,2-4,3-4,2,3,2,4,1,,1,2,1,2,4,6,0,1,1,,3,4,2,4,3,4,.25,19 Mar 2021
3,2-4,3-4,1,2-3,1-2,4-6,0-1,1,3-4,2-4,3-4,2,4,3,4,1,,2,3,1,2,4,6,0,1,1,,3,4,2,4,3,4,.375,19 Mar 2021
4,3-4,3-4,1,2-3,2,4-6,0-1,1,3-5,3-4,3-5,3,4,3,4,1,,2,3,2,,4,6,0,1,1,,3,5,3,4,3,5,.5,19 Mar 2021
5,3-4,3-5,1,2-3,2-3,4-7,0-1,0-1,3-5,3-5,3-5,3,4,3,5,1,,2,3,2,3,4,7,0,1,0,1,3,5,3,5,3,5,.625,19 Mar 2021
6,3-5,3-5,1,2-3,2-3,4-6,1,0-1,4-6,3-5,4-6,3,5,3,5,1,,2,3,2,3,4,6,1,,0,1,4,6,3,5,4,6,.75,19 Mar 2021
7,3-5,3-5,1-2,2-4,3-4,4-7,1,0-1,4-6,3-5,4-6,3,5,3,5,1,2,2,4,3,4,4,7,1,,0,1,4,6,3,5,4,6,.875,19 Mar 2021
8,3-5,3-5,1-2,2-3,3-4,4-6,1,0-1,4-6,3-5,4-6,3,5,3,5,1,2,2,3,3,4,4,6,1,,0,1,4,6,3,5,4,6,1,19 Mar 2021
9,3-5,3-5,1-2,2-4,3-4,4-6,1,,4-5,3-5,4-6,3,5,3,5,1,2,2,4,3,4,4,6,1,,,,4,5,3,5,4,6,1.125,19 Mar 2021
10,3-5,3-5,1-2,2-4,3-4,4-6,1,,3-5,3-5,3-5,3,5,3,5,1,2,2,4,3,4,4,6,1,,,,3,5,3,5,3,5,1.25,19 Mar 2021
11,3-4,3-4,1,2-3,2-4,4-6,1,,3-5,3-4,3-5,3,4,3,4,1,,2,3,2,4,4,6,1,,,,3,5,3,4,3,5,1.375,19 Mar 2021
12,3-4,3-4,1,2-3,2-4,3-5,1,,3-5,3-4,3-5,3,4,3,4,1,,2,3,2,4,3,5,1,,,,3,5,3,4,3,5,1.5,19 Mar 2021
13,3-4,3-4,1,2-3,2-3,3-5,1,,3-4,3-4,3-4,3,4,3,4,1,,2,3,2,3,3,5,1,,,,3,4,3,4,3,4,1.625,19 Mar 2021
14,2-4,2-4,1,2-3,2-3,3-5,1,,3-4,2-4,3-4,2,4,2,4,1,,2,3,2,3,3,5,1,,,,3,4,2,4,3,4,1.75,19 Mar 2021
15,2-4,2-4,1,2-3,2-3,3-4,1,,2-4,2-3,2-4,2,4,2,4,1,,2,3,2,3,3,4,1,,,,2,4,2,3,2,4,1.875,19 Mar 2021
16,2-3,2-3,1,2-3,2-3,3-4,1,,2-4,2-3,2-4,2,3,2,3,1,,2,3,2,3,3,4,1,,,,2,4,2,3,2,4,2,19 Mar 2021
17,2-3,2-3,1,2,2,2-4,1,,2-3,2-3,2-3,2,3,2,3,1,,2,,2,,2,4,1,,,,2,3,2,3,2,3,2.125,19 Mar 2021
18,2-3,2-3,1,1-2,1-2,2-4,1,,2-3,2-3,2-3,2,3,2,3,1,,1,2,1,2,2,4,1,,,,2,3,2,3,2,3,2.25,19 Mar 2021
19,2-3,2-3,1,1-2,1-2,2-4,1,,2-3,2-3,2-3,2,3,2,3,1,,1,2,1,2,2,4,1,,,,2,3,2,3,2,3,2.375,19 Mar 2021
20,2-3,2-3,1,1-2,1-2,2-3,1,,2-3,2-3,2-3,2,3,2,3,1,,1,2,1,2,2,3,1,,,,2,3,2,3,2,3,2.5,19 Mar 2021
21,2-3,2-3,1,1-2,1-2,2-3,1,,2-3,2,2-3,2,3,2,3,1,,1,2,1,2,2,3,1,,,,2,3,2,,2,3,2.625,19 Mar 2021
22,2-3,2-3,1,1-2,1-2,2-3,1,,2-3,2,2-3,2,3,2,3,1,,1,2,1,2,2,3,1,,,,2,3,2,,2,3,2.75,19 Mar 2021
23,2,2,1,1-2,1-2,2-3,1,,2-3,1-2,2-3,2,,2,,1,,1,2,1,2,2,3,1,,,,2,3,1,2,2,3,2.875,19 Mar 2021
24,2,2,0-1,1-2,1-2,2-3,1,,2-3,1-2,2,2,,2,,0,1,1,2,1,2,2,3,1,,,,2,3,1,2,2,,3,19 Mar 2021
25,2,1-2,0-1,1-2,1-2,2-3,1,,2,1-2,2,2,,1,2,0,1,1,2,1,2,2,3,1,,,,2,,1,2,2,,3.125,19 Mar 2021
26,1-2,1-2,0-1,1-2,1-2,2-3,1,,2,1-2,1-2,1,2,1,2,0,1,1,2,1,2,2,3,1,,,,2,,1,2,1,2,3.25,19 Mar 2021
27,1-2,1-2,0-1,1-2,1-2,2-3,1,,1-2,1-2,1-2,1,2,1,2,0,1,1,2,1,2,2,3,1,,,,1,2,1,2,1,2,3.375,19 Mar 2021
28,1-2,1-2,0-1,1-2,1,2-3,1,,1-2,1-2,1-2,1,2,1,2,0,1,1,2,1,,2,3,1,,,,1,2,1,2,1,2,3.5,19 Mar 2021
29,1-2,1-2,0-1,1-2,1,2-3,1,,1-2,1-2,1-2,1,2,1,2,0,1,1,2,1,,2,3,1,,,,1,2,1,2,1,2,3.625,19 Mar 2021
30,1-2,1-2,0-1,1,1,2-3,1,,1-2,1-2,1-2,1,2,1,2,0,1,1,,1,,2,3,1,,,,1,2,1,2,1,2,3.75,19 Mar 2021
31,1-2,1-2,0-1,1,1,2,1,,1-2,1-2,1-2,1,2,1,2,0,1,1,,1,,2,,1,,,,1,2,1,2,1,2,3.875,19 Mar 2021
32,1-2,1-2,0-1,1,1,2-3,0-1,,1-2,1-2,1-2,1,2,1,2,0,1,1,,1,,2,3,0,1,,,1,2,1,2,1,2,4,19 Mar 2021
33,1-2,1-2,0-1,1,1,2-3,0-1,,1-2,1,1,1,2,1,2,0,1,1,,1,,2,3,0,1,,,1,2,1,,1,,4.125,19 Mar 2021
34,1-2,1-2,0-1,1,1,2-3,0-1,,1,1,1,1,2,1,2,0,1,1,,1,,2,3,0,1,,,1,,1,,1,,4.25,19 Mar 2021
35,1-2,1-2,0-1,1,1,2-4,0-1,,1-2,1,1,1,2,1,2,0,1,1,,1,,2,4,0,1,,,1,2,1,,1,,4.375,19 Mar 2021
36,1-2,1-2,0-1,1,1,3-4,0-1,,1,1,1,1,2,1,2,0,1,1,,1,,3,4,0,1,,,1,,1,,1,,4.5,19 Mar 2021
37,1-2,1-2,0-1,1,1,3-4,0-1,,1-2,1,1,1,2,1,2,0,1,1,,1,,3,4,0,1,,,1,2,1,,1,,4.625,19 Mar 2021
38,1-2,1-2,0-1,1,1,3-5,0-1,,1,1,1-2,1,2,1,2,0,1,1,,1,,3,5,0,1,,,1,,1,,1,2,4.75,19 Mar 2021
39,1-2,1-2,0-1,1,1,3-5,0-1,,1,1,1,1,2,1,2,0,1,1,,1,,3,5,0,1,,,1,,1,,1,,4.875,19 Mar 2021
40,1-2,1-2,0-1,1,1,3-5,0-1,,1-2,1,1-2,1,2,1,2,0,1,1,,1,,3,5,0,1,,,1,2,1,,1,2,5,19 Mar 2021
41,1-2,1-2,1,1,1-2,4-6,0-1,,1-2,1,1-2,1,2,1,2,1,,1,,1,2,4,6,0,1,,,1,2,1,,1,2,5.125,19 Mar 2021
42,1-2,1-2,1,1,1-2,4-6,0-1,,1-2,1,1-2,1,2,1,2,1,,1,,1,2,4,6,0,1,,,1,2,1,,1,2,5.25,19 Mar 2021
43,1-2,2,1,1,1-2,3-5,0-1,,1-2,1-2,1-2,1,2,2,,1,,1,,1,2,3,5,0,1,,,1,2,1,2,1,2,5.375,19 Mar 2021
44,1-2,2-4,1,1-2,1-2,3-5,0-1,,1-2,2-3,1-2,1,2,2,4,1,,1,2,1,2,3,5,0,1,,,1,2,2,3,1,2,5.5,19 Mar 2021
45,2,2-3,1,2-3,1-2,3-5,0-1,,2-3,3-4,2-3,2,,2,3,1,,2,3,1,2,3,5,0,1,,,2,3,3,4,2,3,5.625,19 Mar 2021
46,2-3,2-4,1,2-3,1-2,3-5,1,,2-4,3-5,2-4,2,3,2,4,1,,2,3,1,2,3,5,1,,,,2,4,3,5,2,4,5.75,19 Mar 2021
47,3-4,2-4,1,2-4,1-2,3-5,0-1,,2-4,3-5,2-4,3,4,2,4,1,,2,4,1,2,3,5,0,1,,,2,4,3,5,2,4,5.875,19 Mar 2021
48,3-4,2-4,1,2-4,2-3,3-5,0-1,,3-4,3-5,3-4,3,4,2,4,1,,2,4,2,3,3,5,0,1,,,3,4,3,5,3,4,6,19 Mar 2021
49,3-4,2-4,1,2-3,3-4,3-5,1,,3-4,3-4,3-4,3,4,2,4,1,,2,3,3,4,3,5,1,,,,3,4,3,4,3,4,6.125,19 Mar 2021
50,3-4,2-3,1,2-3,3-4,5-8,1,,3-5,3-4,3-5,3,4,2,3,1,,2,3,3,4,5,8,1,,,,3,5,3,4,3,5,6.25,19 Mar 2021
51,3-4,3-5,1,2-4,2-4,5-8,1-2,,5-7,5-7,5-8,3,4,3,5,1,,2,4,2,4,5,8,1,2,,,5,7,5,7,5,8,6.375,19 Mar 2021
52,4-7,4-7,1-2,4-6,4-7,5-8,1-2,,5-7,5-7,5-7,4,7,4,7,1,2,4,6,4,7,5,8,1,2,,,5,7,5,7,5,7,6.5,19 Mar 2021
53,5-7,4-7,1-2,4-6,4-7,5-7,1-2,,5-7,5-7,5-8,5,7,4,7,1,2,4,6,4,7,5,7,1,2,,,5,7,5,7,5,8,6.625,19 Mar 2021
54,5-8,4-7,1-2,4-6,2-4,4-7,2-3,,5-7,5-8,5-8,5,8,4,7,1,2,4,6,2,4,4,7,2,3,,,5,7,5,8,5,8,6.75,19 Mar 2021
55,5-8,5-7,1-2,3-5,4-6,5-8,2-3,,4-7,5-7,4-7,5,8,5,7,1,2,3,5,4,6,5,8,2,3,,,4,7,5,7,4,7,6.875,19 Mar 2021
56,5-7,4-7,2,4-6,3-4,6-9,2-3,,5-8,5-8,5-8,5,7,4,7,2,,4,6,3,4,6,9,2,3,,,5,8,5,8,5,8,7,19 Mar 2021
