number,restbay,croyde,minehead,llangennith,kimmeridge,sennen,brighton,freshwatereast,freshwaterwest,marloes,westdale,restbay_low,restbay_high,croyde_low,croyde_high,minehead_low,minehead_high,llangennith_low,llangennith_high,kimmeridge_low,kimmeridge_high,sennen_low,sennen_high,brighton_low,brighton_high,freshwatereast_low,freshwatereast_high,freshwaterwest_low,freshwaterwest_high,marloes_low,marloes_high,westdale_low,westdale_high,days,date
20,4-7,5-8,1-2,4-6,3-5,7-11,1,,5-8,5-8,5-9,4,7,5,8,1,2,4,6,3,5,7,11,1,,,,5,8,5,8,5,9,2.5,25 Feb 2021
21,5-7,5-8,2,4-6,3-5,7-11,1,,5-8,5-8,5-9,5,7,5,8,2,,4,6,3,5,7,11,1,,,,5,8,5,8,5,9,2.625,25 Feb 2021
22,5-7,5-8,2,4-6,4-6,7-10,1,,5-8,5-7,5-8,5,7,5,8,2,,4,6,4,6,7,10,1,,,,5,8,5,7,5,8,2.75,25 Feb 2021
23,5-7,5-8,2,4-6,4-6,6-10,1,,5-8,5-7,5-8,5,7,5,8,2,,4,6,4,6,6,10,1,,,,5,8,5,7,5,8,2.875,25 Feb 2021
24,5-7,5-7,1-2,4-6,4-6,6-9,1,,5-8,5-7,5-8,5,7,5,7,1,2,4,6,4,6,6,9,1,,,,5,8,5,7,5,8,3,25 Feb 2021
25,4-7,4-7,1-2,3-5,4-6,6-9,1,,5-7,4-7,5-7,4,7,4,7,1,2,3,5,4,6,6,9,1,,,,5,7,4,7,5,7,3.125,25 Feb 2021
26,4-7,4-7,1-2,3-5,3-5,6-9,1,,5-7,4-7,4-7,4,7,4,7,1,2,3,5,3,5,6,9,1,,,,5,7,4,7,4,7,3.25,25 Feb 2021
27,4-6,4-6,1-2,3-5,3-5,5-8,1,,4-7,4-6,4-7,4,6,4,6,1,2,3,5,3,5,5,8,1,,,,4,7,4,6,4,7,3.375,25 Feb 2021
28,4-6,4-6,1-2,3-5,3-5,5-8,1,,4-6,4-6,4-6,4,6,4,6,1,2,3,5,3,5,5,8,1,,,,4,6,4,6,4,6,3.5,25 Feb 2021
29,4-6,4-6,1-2,3-5,3-5,5-8,1,,4-6,4-6,4-6,4,6,4,6,1,2,3,5,3,5,5,8,1,,,,4,6,4,6,4,6,3.625,25 Feb 2021
30,4-6,4-6,1-2,3-4,3-5,5-8,1,,4-6,4-6,4-6,4,6,4,6,1,2,3,4,3,5,5,8,1,,,,4,6,4,6,4,6,3.75,25 Feb 2021
31,3-5,3-5,1-2,3-4,3-4,4-7,1,,4-6,3-5,4-6,3,5,3,5,1,2,3,4,3,4,4,7,1,,,,4,6,3,5,4,6,3.875,25 Feb 2021
32,3-5,4-6,1-2,3-4,3-4,6-9,1,,4-6,3-5,4-6,3,5,4,6,1,2,3,4,3,4,6,9,1,,,,4,6,3,5,4,6,4,25 Feb 2021
33,3-5,4-6,1-2,2-4,2-3,5-8,1,,4-5,3-5,4-6,3,5,4,6,1,2,2,4,2,3,5,8,1,,,,4,5,3,5,4,6,4.125,25 Feb 2021
34,3-5,3-5,1-2,2-4,3-4,5-8,1,,3-5,3-5,3-5,3,5,3,5,1,2,2,4,3,4,5,8,1,,,,3,5,3,5,3,5,4.25,25 Feb 2021
35,3-5,3-5,1-2,2-3,3-4,5-8,1,,3-5,3-4,3-5,3,5,3,5,1,2,2,3,3,4,5,8,1,,,,3,5,3,4,3,5,4.375,25 Feb 2021
36,3-4,3-5,1,2-3,2-4,5-7,1,,3-4,3-4,3-4,3,4,3,5,1,,2,3,2,4,5,7,1,,,,3,4,3,4,3,4,4.5,25 Feb 2021
37,3-4,3-4,1,2-3,2-3,4-7,1,,3-4,2-4,3-4,3,4,3,4,1,,2,3,2,3,4,7,1,,,,3,4,2,4,3,4,4.625,25 Feb 2021
38,2-4,3-4,1,2-3,2-3,4-7,1,,3-4,2-4,3-4,2,4,3,4,1,,2,3,2,3,4,7,1,,,,3,4,2,4,3,4,4.75,25 Feb 2021
39,2-4,3-4,1,2-3,2-3,4-7,1,,3-4,2-3,3-4,2,4,3,4,1,,2,3,2,3,4,7,1,,,,3,4,2,3,3,4,4.875,25 Feb 2021
40,2-4,3-4,1,2-3,2-3,4-6,1,,2-4,2-3,2-4,2,4,3,4,1,,2,3,2,3,4,6,1,,,,2,4,2,3,2,4,5,25 Feb 2021
41,2-4,3-4,1,2-3,2-3,4-6,1,,2-4,2-3,2-4,2,4,3,4,1,,2,3,2,3,4,6,1,,,,2,4,2,3,2,4,5.125,25 Feb 2021
42,2-3,3-4,1,2,2-3,4-6,1,,2-4,2-3,2-4,2,3,3,4,1,,2,,2,3,4,6,1,,,,2,4,2,3,2,4,5.25,25 Feb 2021
43,2-3,2-4,1,2,2-3,3-5,1,,2-4,2-3,2-4,2,3,2,4,1,,2,,2,3,3,5,1,,,,2,4,2,3,2,4,5.375,25 Feb 2021
44,2-3,2-4,1,2,2,3-5,1,,2-4,2-3,2-4,2,3,2,4,1,,2,,2,,3,5,1,,,,2,4,2,3,2,4,5.5,25 Feb 2021
45,2-3,2-4,1,2,1-2,3-5,0-1,,2-4,2-3,2-3,2,3,2,4,1,,2,,1,2,3,5,0,1,,,2,4,2,3,2,3,5.625,25 Feb 2021
46,2-3,2-3,1,2,1-2,3-5,0-1,,2-3,2-3,2-3,2,3,2,3,1,,2,,1,2,3,5,0,1,,,2,3,2,3,2,3,5.75,25 Feb 2021
47,2-3,2-3,1,2,1-2,3-4,0-1,,2-3,2-3,2-3,2,3,2,3,1,,2,,1,2,3,4,0,1,,,2,3,2,3,2,3,5.875,25 Feb 2021
48,2-3,2-3,1,1-2,1-2,3-4,0-1,,2-3,2-3,2-3,2,3,2,3,1,,1,2,1,2,3,4,0,1,,,2,3,2,3,2,3,6,25 Feb 2021
49,2-3,2-3,1,1-2,1-2,3-4,1,,2-3,2-3,2-3,2,3,2,3,1,,1,2,1,2,3,4,1,,,,2,3,2,3,2,3,6.125,25 Feb 2021
50,2-3,2-3,1,1-2,1-2,2-4,1,,2-3,2-3,2-3,2,3,2,3,1,,1,2,1,2,2,4,1,,,,2,3,2,3,2,3,6.25,25 Feb 2021
51,2-3,2-3,1,1-2,1-2,2-4,1,,2-3,2-3,2-3,2,3,2,3,1,,1,2,1,2,2,4,1,,,,2,3,2,3,2,3,6.375,25 Feb 2021
52,2-3,2-3,1,1-2,1-2,2-4,1,,2-3,2-3,2-3,2,3,2,3,1,,1,2,1,2,2,4,1,,,,2,3,2,3,2,3,6.5,25 Feb 2021
53,2-3,2-3,1,1-2,1-2,3-4,1,,2-3,2-3,2-3,2,3,2,3,1,,1,2,1,2,3,4,1,,,,2,3,2,3,2,3,6.625,25 Feb 2021
54,2-3,2-4,1,1-2,1-2,3-5,1,,3-4,3-4,3-4,2,3,2,4,1,,1,2,1,2,3,5,1,,,,3,4,3,4,3,4,6.75,25 Feb 2021
55,2-4,2-3,1,1-2,1-2,3-5,1,,3-5,3-4,3-4,2,4,2,3,1,,1,2,1,2,3,5,1,,,,3,5,3,4,3,4,6.875,25 Feb 2021
56,2-3,2-3,1,1-2,1-2,3-5,1,,3-4,3-4,3-4,2,3,2,3,1,,1,2,1,2,3,5,1,,,,3,4,3,4,3,4,7,25 Feb 2021
