number,restbay,croyde,minehead,llangennith,kimmeridge,sennen,brighton,freshwatereast,freshwaterwest,marloes,westdale,restbay_low,restbay_high,croyde_low,croyde_high,minehead_low,minehead_high,llangennith_low,llangennith_high,kimmeridge_low,kimmeridge_high,sennen_low,sennen_high,brighton_low,brighton_high,freshwatereast_low,freshwatereast_high,freshwaterwest_low,freshwaterwest_high,marloes_low,marloes_high,westdale_low,westdale_high,days,date
14,5-7,5-8,2,4-6,4-6,6-10,1,2-3,5-8,5-7,5-8,5,7,5,8,2,,4,6,4,6,6,10,1,,2,3,5,8,5,7,5,8,1.75,26 Feb 2021
15,5-7,5-7,2,4-6,4-6,6-10,1,1-2,5-8,4-7,5-8,5,7,5,7,2,,4,6,4,6,6,10,1,,1,2,5,8,4,7,5,8,1.875,26 Feb 2021
16,4-7,5-7,1-2,3-5,4-6,6-9,1,1,5-8,4-7,5-8,4,7,5,7,1,2,3,5,4,6,6,9,1,,1,,5,8,4,7,5,8,2,26 Feb 2021
17,4-7,4-7,1-2,3-5,3-5,6-9,1,1,5-7,4-6,5-7,4,7,4,7,1,2,3,5,3,5,6,9,1,,1,,5,7,4,6,5,7,2.125,26 Feb 2021
18,4-6,4-7,1-2,3-5,3-5,5-8,1,1,4-7,4-6,4-7,4,6,4,7,1,2,3,5,3,5,5,8,1,,1,,4,7,4,6,4,7,2.25,26 Feb 2021
19,4-6,4-6,1-2,3-5,3-5,5-8,1,1,4-7,4-6,4-7,4,6,4,6,1,2,3,5,3,5,5,8,1,,1,,4,7,4,6,4,7,2.375,26 Feb 2021
20,4-6,4-6,1-2,3-4,3-4,5-8,1,1,4-6,4-6,4-6,4,6,4,6,1,2,3,4,3,4,5,8,1,,1,,4,6,4,6,4,6,2.5,26 Feb 2021
21,4-6,4-6,1-2,3-4,3-4,5-8,1,0-1,4-6,3-5,4-6,4,6,4,6,1,2,3,4,3,4,5,8,1,,0,1,4,6,3,5,4,6,2.625,26 Feb 2021
22,3-5,4-5,1-2,3-4,3-4,5-7,1,,4-6,3-5,4-6,3,5,4,5,1,2,3,4,3,4,5,7,1,,,,4,6,3,5,4,6,2.75,26 Feb 2021
23,3-5,3-5,1-2,3-4,3-4,4-7,1,,3-5,3-5,4-6,3,5,3,5,1,2,3,4,3,4,4,7,1,,,,3,5,3,5,4,6,2.875,26 Feb 2021
24,3-5,3-5,1-2,2-4,2-3,5-8,1,,3-5,3-5,3-5,3,5,3,5,1,2,2,4,2,3,5,8,1,,,,3,5,3,5,3,5,3,26 Feb 2021
25,3-5,3-4,1-2,2-3,2-3,5-8,1,,3-5,3-5,3-5,3,5,3,4,1,2,2,3,2,3,5,8,1,,,,3,5,3,5,3,5,3.125,26 Feb 2021
26,2-4,3-5,1,2-3,2-4,5-8,1,,3-5,3-4,3-5,2,4,3,5,1,,2,3,2,4,5,8,1,,,,3,5,3,4,3,5,3.25,26 Feb 2021
27,2-4,3-5,1-2,2-3,2-4,5-7,1,,3-5,3-4,3-5,2,4,3,5,1,2,2,3,2,4,5,7,1,,,,3,5,3,4,3,5,3.375,26 Feb 2021
28,3-4,3-5,1,2-3,2-3,4-7,1,,3-4,2-4,3-4,3,4,3,5,1,,2,3,2,3,4,7,1,,,,3,4,2,4,3,4,3.5,26 Feb 2021
29,2-4,3-4,1,2-3,2-3,4-6,1,,3-4,2-4,3-4,2,4,3,4,1,,2,3,2,3,4,6,1,,,,3,4,2,4,3,4,3.625,26 Feb 2021
30,2-4,3-4,1,2-3,2-3,4-6,1,,2-4,2-3,2-4,2,4,3,4,1,,2,3,2,3,4,6,1,,,,2,4,2,3,2,4,3.75,26 Feb 2021
31,2-3,3-4,1,2,2-3,4-6,1,,2-4,2-3,2-4,2,3,3,4,1,,2,,2,3,4,6,1,,,,2,4,2,3,2,4,3.875,26 Feb 2021
32,2-3,2-4,1,1-2,2-3,3-5,1,,2-3,2-3,2-3,2,3,2,4,1,,1,2,2,3,3,5,1,,,,2,3,2,3,2,3,4,26 Feb 2021
33,2-3,2-4,1,1-2,2,3-5,1,,2-3,2-3,2-3,2,3,2,4,1,,1,2,2,,3,5,1,,,,2,3,2,3,2,3,4.125,26 Feb 2021
34,2-3,2-3,1,1-2,1-2,3-5,1,,2-3,2-3,2-3,2,3,2,3,1,,1,2,1,2,3,5,1,,,,2,3,2,3,2,3,4.25,26 Feb 2021
35,2-3,2-3,1,1-2,1-2,3-5,1,,2-3,2,2-3,2,3,2,3,1,,1,2,1,2,3,5,1,,,,2,3,2,,2,3,4.375,26 Feb 2021
36,2-3,2-3,1,1-2,1-2,3-4,0-1,,2-3,1-2,2-3,2,3,2,3,1,,1,2,1,2,3,4,0,1,,,2,3,1,2,2,3,4.5,26 Feb 2021
37,2-3,2-3,1,1-2,1-2,3-4,0-1,,2-3,1-2,2-3,2,3,2,3,1,,1,2,1,2,3,4,0,1,,,2,3,1,2,2,3,4.625,26 Feb 2021
38,2-3,2-3,1,1-2,1-2,3-4,0-1,,2-3,1-2,2-3,2,3,2,3,1,,1,2,1,2,3,4,0,1,,,2,3,1,2,2,3,4.75,26 Feb 2021
39,2-3,2-3,1,1-2,1-2,3-4,0-1,,2-3,1-2,2-3,2,3,2,3,1,,1,2,1,2,3,4,0,1,,,2,3,1,2,2,3,4.875,26 Feb 2021
40,2,2-3,1,1-2,1-2,3-4,0-1,,2-3,2,2-3,2,,2,3,1,,1,2,1,2,3,4,0,1,,,2,3,2,,2,3,5,26 Feb 2021
41,2-3,2-3,1,1-2,1-2,2-4,0-1,,2-3,2-3,2-3,2,3,2,3,1,,1,2,1,2,2,4,0,1,,,2,3,2,3,2,3,5.125,26 Feb 2021
42,2-3,2-3,1,1-2,1-2,2-4,1,,2-3,2-3,2-3,2,3,2,3,1,,1,2,1,2,2,4,1,,,,2,3,2,3,2,3,5.25,26 Feb 2021
43,2-3,2-3,1,1-2,1-2,2-4,0-1,,2-3,2-3,2-3,2,3,2,3,1,,1,2,1,2,2,4,0,1,,,2,3,2,3,2,3,5.375,26 Feb 2021
44,2-3,2-3,1,2,2,2-4,0-1,,2-3,2-3,2-3,2,3,2,3,1,,2,,2,,2,4,0,1,,,2,3,2,3,2,3,5.5,26 Feb 2021
45,2-3,2-3,1,2,1-2,2-4,1,,2-3,2-3,2-3,2,3,2,3,1,,2,,1,2,2,4,1,,,,2,3,2,3,2,3,5.625,26 Feb 2021
46,2-3,2-3,1,2,1-2,3-4,1,,2-3,2-3,2-3,2,3,2,3,1,,2,,1,2,3,4,1,,,,2,3,2,3,2,3,5.75,26 Feb 2021
47,2-3,2-3,1,2,1-2,3-4,1,,2-3,2-3,2-3,2,3,2,3,1,,2,,1,2,3,4,1,,,,2,3,2,3,2,3,5.875,26 Feb 2021
48,2-3,2-3,1,2,1-2,3-5,1,,2-4,2-3,2-4,2,3,2,3,1,,2,,1,2,3,5,1,,,,2,4,2,3,2,4,6,26 Feb 2021
49,2-3,2-4,1,2,1-2,3-5,1,,2-4,2-3,2-4,2,3,2,4,1,,2,,1,2,3,5,1,,,,2,4,2,3,2,4,6.125,26 Feb 2021
50,2-3,2-4,1,2,1-2,3-5,1,,2-3,2-3,2-3,2,3,2,4,1,,2,,1,2,3,5,1,,,,2,3,2,3,2,3,6.25,26 Feb 2021
51,2-3,2-4,1,2,1-2,3-5,1,,2-3,2-3,2-3,2,3,2,4,1,,2,,1,2,3,5,1,,,,2,3,2,3,2,3,6.375,26 Feb 2021
52,2-3,2-4,1,2,1-2,3-5,1,,2-3,2-3,2-3,2,3,2,4,1,,2,,1,2,3,5,1,,,,2,3,2,3,2,3,6.5,26 Feb 2021
53,2-3,2-3,1,1-2,1-2,3-4,1,,2-3,2-3,2-3,2,3,2,3,1,,1,2,1,2,3,4,1,,,,2,3,2,3,2,3,6.625,26 Feb 2021
54,2-3,2-3,1,2,1-2,3-4,1,,2-3,2-3,2-3,2,3,2,3,1,,2,,1,2,3,4,1,,,,2,3,2,3,2,3,6.75,26 Feb 2021
55,2-3,2-3,1,2-3,1-2,3-4,1,,2-3,2-3,2-3,2,3,2,3,1,,2,3,1,2,3,4,1,,,,2,3,2,3,2,3,6.875,26 Feb 2021
56,2-3,2-4,1,2-3,1-2,3-4,1,,2-4,2-3,2-4,2,3,2,4,1,,2,3,1,2,3,4,1,,,,2,4,2,3,2,4,7,26 Feb 2021
