number,restbay,croyde,minehead,llangennith,kimmeridge,sennen,brighton,freshwatereast,freshwaterwest,marloes,westdale,restbay_low,restbay_high,croyde_low,croyde_high,minehead_low,minehead_high,llangennith_low,llangennith_high,kimmeridge_low,kimmeridge_high,sennen_low,sennen_high,brighton_low,brighton_high,freshwatereast_low,freshwatereast_high,freshwaterwest_low,freshwaterwest_high,marloes_low,marloes_high,westdale_low,westdale_high,days,date
11,4-6,4-6,1-2,4-5,5-7,5-7,3-4,1,5-7,5-7,5-7,4,6,4,6,1,2,4,5,5,7,5,7,3,4,1,,5,7,5,7,5,7,1.375,25 Mar 2021
12,5-8,5-7,2,4-6,5-8,5-8,3-5,1,5-7,4-6,5-7,5,8,5,7,2,,4,6,5,8,5,8,3,5,1,,5,7,4,6,5,7,1.5,25 Mar 2021
13,5-7,4-7,2-3,3-5,5-8,6-9,3-5,1,4-7,4-6,4-7,5,7,4,7,2,3,3,5,5,8,6,9,3,5,1,,4,7,4,6,4,7,1.625,25 Mar 2021
14,5-8,5-7,2-3,4-6,4-7,6-10,3-5,1,5-8,5-7,5-8,5,8,5,7,2,3,4,6,4,7,6,10,3,5,1,,5,8,5,7,5,8,1.75,25 Mar 2021
15,6-9,6-9,3-4,5-7,4-6,7-11,3-4,1,6-9,5-7,6-9,6,9,6,9,3,4,5,7,4,6,7,11,3,4,1,,6,9,5,7,6,9,1.875,25 Mar 2021
16,6-9,6-9,3-4,4-7,4-7,8-13,2-4,1,6-9,5-8,6-9,6,9,6,9,3,4,4,7,4,7,8,13,2,4,1,,6,9,5,8,6,9,2,25 Mar 2021
17,6-10,6-9,3-4,5-7,4-7,10-14,3-4,1,6-9,5-7,5-8,6,10,6,9,3,4,5,7,4,7,10,14,3,4,1,,6,9,5,7,5,8,2.125,25 Mar 2021
18,6-9,6-9,3-4,4-7,4-7,9-14,3-5,1,5-8,4-7,5-8,6,9,6,9,3,4,4,7,4,7,9,14,3,5,1,,5,8,4,7,5,8,2.25,25 Mar 2021
19,5-8,5-8,2-4,4-6,4-6,9-14,3-5,1,5-7,4-6,5-7,5,8,5,8,2,4,4,6,4,6,9,14,3,5,1,,5,7,4,6,5,7,2.375,25 Mar 2021
20,5-7,5-7,2-3,3-5,4-6,8-12,3-4,1,4-7,4-6,4-7,5,7,5,7,2,3,3,5,4,6,8,12,3,4,1,,4,7,4,6,4,7,2.5,25 Mar 2021
21,4-7,5-8,1-2,3-5,4-6,7-11,2-4,1,4-6,4-6,4-6,4,7,5,8,1,2,3,5,4,6,7,11,2,4,1,,4,6,4,6,4,6,2.625,25 Mar 2021
22,4-7,4-6,1-2,3-4,3-5,6-10,2-3,1,4-6,4-6,4-6,4,7,4,6,1,2,3,4,3,5,6,10,2,3,1,,4,6,4,6,4,6,2.75,25 Mar 2021
23,4-6,4-6,1-2,4-6,4-6,6-9,2-3,1,4-7,5-7,4-7,4,6,4,6,1,2,4,6,4,6,6,9,2,3,1,,4,7,5,7,4,7,2.875,25 Mar 2021
24,5-8,5-7,1-2,4-7,4-7,5-8,2-4,1,5-8,6-9,5-9,5,8,5,7,1,2,4,7,4,7,5,8,2,4,1,,5,8,6,9,5,9,3,25 Mar 2021
25,6-9,5-8,1-2,5-8,5-8,7-11,3-4,1-2,6-10,7-11,7-11,6,9,5,8,1,2,5,8,5,8,7,11,3,4,1,2,6,10,7,11,7,11,3.125,25 Mar 2021
26,6-10,6-10,2,5-8,5-9,8-12,3-5,2-3,7-11,7-12,7-11,6,10,6,10,2,,5,8,5,9,8,12,3,5,2,3,7,11,7,12,7,11,3.25,25 Mar 2021
27,7-11,7-10,2-3,6-9,6-10,8-13,4-6,2-4,7-11,8-12,7-12,7,11,7,10,2,3,6,9,6,10,8,13,4,6,2,4,7,11,8,12,7,12,3.375,25 Mar 2021
28,7-11,7-11,2-3,5-9,6-10,8-13,4-6,3-4,7-11,7-11,7-11,7,11,7,11,2,3,5,9,6,10,8,13,4,6,3,4,7,11,7,11,7,11,3.5,25 Mar 2021
29,7-11,6-10,2-3,5-8,6-10,7-10,4-7,,6-10,7-10,6-10,7,11,6,10,2,3,5,8,6,10,7,10,4,7,,,6,10,7,10,6,10,3.625,25 Mar 2021
30,7-10,6-10,2,5-7,6-9,6-10,4-6,,6-9,6-10,6-9,7,10,6,10,2,,5,7,6,9,6,10,4,6,,,6,9,6,10,6,9,3.75,25 Mar 2021
31,5-8,6-9,1-2,5-7,6-9,6-9,4-6,,6-9,6-10,6-9,5,8,6,9,1,2,5,7,6,9,6,9,4,6,,,6,9,6,10,6,9,3.875,25 Mar 2021
32,6-9,6-9,1-2,5-8,6-9,7-11,3-5,,6-10,7-11,6-10,6,9,6,9,1,2,5,8,6,9,7,11,3,5,,,6,10,7,11,6,10,4,25 Mar 2021
33,6-10,6-9,2,5-8,6-9,8-12,3-5,,6-10,7-10,7-10,6,10,6,9,2,,5,8,6,9,8,12,3,5,,,6,10,7,10,7,10,4.125,25 Mar 2021
34,7-10,6-9,2,5-8,6-9,8-12,3-5,,6-9,7-10,6-10,7,10,6,9,2,,5,8,6,9,8,12,3,5,,,6,9,7,10,6,10,4.25,25 Mar 2021
35,7-10,6-9,2,5-8,6-9,8-12,4-6,,6-9,6-10,6-10,7,10,6,9,2,,5,8,6,9,8,12,4,6,,,6,9,6,10,6,10,4.375,25 Mar 2021
36,6-10,6-9,2,5-8,6-9,8-12,4-6,,6-9,6-10,6-9,6,10,6,9,2,,5,8,6,9,8,12,4,6,,,6,9,6,10,6,9,4.5,25 Mar 2021
37,6-10,6-9,2-3,5-7,5-8,6-10,3-5,,6-9,6-9,6-9,6,10,6,9,2,3,5,7,5,8,6,10,3,5,,,6,9,6,9,6,9,4.625,25 Mar 2021
38,6-9,5-8,2-3,4-7,5-7,6-10,3-5,,5-8,6-9,5-8,6,9,5,8,2,3,4,7,5,7,6,10,3,5,,,5,8,6,9,5,8,4.75,25 Mar 2021
39,6-9,5-8,2-3,4-6,4-7,7-11,3-4,,5-8,5-8,5-8,6,9,5,8,2,3,4,6,4,7,7,11,3,4,,,5,8,5,8,5,8,4.875,25 Mar 2021
40,5-8,5-7,1-2,4-6,4-6,7-11,2-4,,5-7,5-8,5-8,5,8,5,7,1,2,4,6,4,6,7,11,2,4,,,5,7,5,8,5,8,5,25 Mar 2021
41,5-8,4-7,1-2,4-6,4-6,6-10,2-3,,4-7,5-7,5-7,5,8,4,7,1,2,4,6,4,6,6,10,2,3,,,4,7,5,7,5,7,5.125,25 Mar 2021
42,5-7,4-7,1-2,3-5,3-5,6-10,2-3,,4-7,5-7,4-7,5,7,4,7,1,2,3,5,3,5,6,10,2,3,,,4,7,5,7,4,7,5.25,25 Mar 2021
43,4-6,4-7,1-2,3-5,3-5,6-9,2-3,,4-7,4-7,4-7,4,6,4,7,1,2,3,5,3,5,6,9,2,3,,,4,7,4,7,4,7,5.375,25 Mar 2021
44,4-7,4-6,1-2,3-5,3-4,6-9,2-3,,4-6,4-6,4-6,4,7,4,6,1,2,3,5,3,4,6,9,2,3,,,4,6,4,6,4,6,5.5,25 Mar 2021
45,4-6,4-6,1-2,3-5,3-4,5-8,2-3,,4-6,4-6,4-6,4,6,4,6,1,2,3,5,3,4,5,8,2,3,,,4,6,4,6,4,6,5.625,25 Mar 2021
46,4-6,3-5,1-2,3-4,3-4,5-8,1-2,,4-5,3-5,3-5,4,6,3,5,1,2,3,4,3,4,5,8,1,2,,,4,5,3,5,3,5,5.75,25 Mar 2021
47,3-5,3-5,1,3-4,2-4,5-7,1,,3-5,3-5,3-5,3,5,3,5,1,,3,4,2,4,5,7,1,,,,3,5,3,5,3,5,5.875,25 Mar 2021
48,3-5,3-4,1,2-4,2-3,4-7,1-2,,3-5,3-5,3-5,3,5,3,4,1,,2,4,2,3,4,7,1,2,,,3,5,3,5,3,5,6,25 Mar 2021
49,3-5,3-5,1,3-4,2-3,4-7,1-2,,3-5,3-4,3-5,3,5,3,5,1,,3,4,2,3,4,7,1,2,,,3,5,3,4,3,5,6.125,25 Mar 2021
50,3-5,3-4,1,2-4,2-3,4-6,1-2,,3-4,3-4,3-4,3,5,3,4,1,,2,4,2,3,4,6,1,2,,,3,4,3,4,3,4,6.25,25 Mar 2021
51,3-4,3-4,1,2-3,2-3,4-6,1-2,,3-4,2-4,3-4,3,4,3,4,1,,2,3,2,3,4,6,1,2,,,3,4,2,4,3,4,6.375,25 Mar 2021
52,3-4,2-4,1,2-3,2,4-6,1-2,,2-4,2-3,2-4,3,4,2,4,1,,2,3,2,,4,6,1,2,,,2,4,2,3,2,4,6.5,25 Mar 2021
53,2-4,2-4,1,2-3,1-2,3-5,1,,2-3,2-3,2-3,2,4,2,4,1,,2,3,1,2,3,5,1,,,,2,3,2,3,2,3,6.625,25 Mar 2021
54,2-3,2-3,1,2-3,1-2,3-5,1,,2-3,2-3,2-3,2,3,2,3,1,,2,3,1,2,3,5,1,,,,2,3,2,3,2,3,6.75,25 Mar 2021
55,2-3,2-3,1,1-2,1-2,3-5,1,,2-3,2-3,2-3,2,3,2,3,1,,1,2,1,2,3,5,1,,,,2,3,2,3,2,3,6.875,25 Mar 2021
56,2-3,2-3,1,1-2,1-2,2-4,1,,2-3,2,2-3,2,3,2,3,1,,1,2,1,2,2,4,1,,,,2,3,2,,2,3,7,25 Mar 2021
