number,restbay,croyde,minehead,llangennith,kimmeridge,sennen,brighton,freshwatereast,freshwaterwest,marloes,westdale,restbay_low,restbay_high,croyde_low,croyde_high,minehead_low,minehead_high,llangennith_low,llangennith_high,kimmeridge_low,kimmeridge_high,sennen_low,sennen_high,brighton_low,brighton_high,freshwatereast_low,freshwatereast_high,freshwaterwest_low,freshwaterwest_high,marloes_low,marloes_high,westdale_low,westdale_high,days,date
1,8-12,7-11,2-4,6-10,8-12,9-14,5-8,0-1,8-13,8-13,8-13,8,12,7,11,2,4,6,10,8,12,9,14,5,8,0,1,8,13,8,13,8,13,.125,11 Mar 2021
2,9-15,9-14,3-4,8-12,9-13,12-18,5-8,0-1,10-16,10-16,12-18,9,15,9,14,3,4,8,12,9,13,12,18,5,8,0,1,10,16,10,16,12,18,.25,11 Mar 2021
3,12-18,10-16,4-6,8-13,10-14,14-22,6-9,0-1,12-18,10-16,12-18,12,18,10,16,4,6,8,13,10,14,14,22,6,9,0,1,12,18,10,16,12,18,.375,11 Mar 2021
4,10-16,10-16,3-5,7-12,9-14,14-22,6-9,0-1,10-16,10-16,10-16,10,16,10,16,3,5,7,12,9,14,14,22,6,9,0,1,10,16,10,16,10,16,.5,11 Mar 2021
5,10-16,10-16,3-4,8-12,8-13,14-22,5-7,0-1,10-16,10-16,10-16,10,16,10,16,3,4,8,12,8,13,14,22,5,7,0,1,10,16,10,16,10,16,.625,11 Mar 2021
6,10-16,10-16,3-4,8-13,12-18,14-22,4-7,0-1,10-16,10-16,10-16,10,16,10,16,3,4,8,13,12,18,14,22,4,7,0,1,10,16,10,16,10,16,.75,11 Mar 2021
7,10-16,10-16,3-5,8-12,12-18,14-22,4-7,1,10-16,9-14,10-16,10,16,10,16,3,5,8,12,12,18,14,22,4,7,1,,10,16,9,14,10,16,.875,11 Mar 2021
8,9-14,9-14,3-4,7-11,7-11,12-20,4-7,0-1,9-14,8-13,9-15,9,14,9,14,3,4,7,11,7,11,12,20,4,7,0,1,9,14,8,13,9,15,1,11 Mar 2021
9,8-13,8-13,4-6,7-11,9-15,10-18,3-5,0-1,9-14,8-13,9-14,8,13,8,13,4,6,7,11,9,15,10,18,3,5,0,1,9,14,8,13,9,14,1.125,11 Mar 2021
10,9-14,8-13,2-3,7-11,9-14,10-16,3-5,,9-14,8-13,9-14,9,14,8,13,2,3,7,11,9,14,10,16,3,5,,,9,14,8,13,9,14,1.25,11 Mar 2021
11,7-10,9-13,2-3,6-9,9-14,10-16,3-5,,8-12,7-11,8-12,7,10,9,13,2,3,6,9,9,14,10,16,3,5,,,8,12,7,11,8,12,1.375,11 Mar 2021
12,8-12,8-12,3-5,6-9,7-10,10-16,4-6,,8-12,7-11,8-13,8,12,8,12,3,5,6,9,7,10,10,16,4,6,,,8,12,7,11,8,13,1.5,11 Mar 2021
13,7-12,7-11,3-4,6-9,6-10,9-15,4-6,,8-12,7-11,8-12,7,12,7,11,3,4,6,9,6,10,9,15,4,6,,,8,12,7,11,8,12,1.625,11 Mar 2021
14,7-11,7-11,2-4,6-9,6-10,9-14,4-6,,7-12,7-10,8-12,7,11,7,11,2,4,6,9,6,10,9,14,4,6,,,7,12,7,10,8,12,1.75,11 Mar 2021
15,7-11,7-11,2-3,5-8,5-8,9-14,3-5,,7-11,7-10,7-11,7,11,7,11,2,3,5,8,5,8,9,14,3,5,,,7,11,7,10,7,11,1.875,11 Mar 2021
16,7-11,7-11,2-3,5-8,6-9,9-14,3-5,,6-10,6-10,6-10,7,11,7,11,2,3,5,8,6,9,9,14,3,5,,,6,10,6,10,6,10,2,11 Mar 2021
17,7-11,7-11,2-3,6-9,7-10,10-16,4-6,,8-12,8-12,8-13,7,11,7,11,2,3,6,9,7,10,10,16,4,6,,,8,12,8,12,8,13,2.125,11 Mar 2021
18,8-13,8-13,3-4,7-10,8-13,12-18,5-8,,9-14,8-13,9-14,8,13,8,13,3,4,7,10,8,13,12,18,5,8,,,9,14,8,13,9,14,2.25,11 Mar 2021
19,10-16,9-14,4-6,7-11,9-13,12-18,5-8,,9-14,8-13,10-14,10,16,9,14,4,6,7,11,9,13,12,18,5,8,,,9,14,8,13,10,14,2.375,11 Mar 2021
20,9-14,9-14,3-5,7-11,8-13,10-18,5-8,,9-14,8-12,9-14,9,14,9,14,3,5,7,11,8,13,10,18,5,8,,,9,14,8,12,9,14,2.5,11 Mar 2021
21,9-14,8-13,3-5,7-11,8-13,10-16,4-7,,8-13,7-11,9-14,9,14,8,13,3,5,7,11,8,13,10,16,4,7,,,8,13,7,11,9,14,2.625,11 Mar 2021
22,7-11,8-13,3-5,7-10,8-13,10-16,4-6,,8-13,7-11,9-13,7,11,8,13,3,5,7,10,8,13,10,16,4,6,,,8,13,7,11,9,13,2.75,11 Mar 2021
23,8-13,8-12,3-5,6-10,7-11,10-16,4-6,,8-12,7-11,8-13,8,13,8,12,3,5,6,10,7,11,10,16,4,6,,,8,12,7,11,8,13,2.875,11 Mar 2021
