number,restbay,croyde,minehead,llangennith,kimmeridge,sennen,brighton,freshwatereast,freshwaterwest,marloes,westdale,restbay_low,restbay_high,croyde_low,croyde_high,minehead_low,minehead_high,llangennith_low,llangennith_high,kimmeridge_low,kimmeridge_high,sennen_low,sennen_high,brighton_low,brighton_high,freshwatereast_low,freshwatereast_high,freshwaterwest_low,freshwaterwest_high,marloes_low,marloes_high,westdale_low,westdale_high,days,date
24,7-10,8-12,3-5,6-9,6-10,10-14,4-6,,8-12,6-10,8-12,7,10,8,12,3,5,6,9,6,10,10,14,4,6,,,8,12,6,10,8,12,3,11 Mar 2021
25,7-11,7-11,3-4,5-8,7-11,9-15,3-5,,7-11,5-7,5-8,7,11,7,11,3,4,5,8,7,11,9,15,3,5,,,7,11,5,7,5,8,3.125,11 Mar 2021
26,7-11,7-11,3-4,5-7,6-10,9-14,3-5,,5-7,4-6,5-7,7,11,7,11,3,4,5,7,6,10,9,14,3,5,,,5,7,4,6,5,7,3.25,11 Mar 2021
27,5-8,7-10,2-4,5-7,6-9,8-13,3-4,,4-7,4-6,4-7,5,8,7,10,2,4,5,7,6,9,8,13,3,4,,,4,7,4,6,4,7,3.375,11 Mar 2021
28,5-7,6-9,2-3,4-6,5-8,7-11,2-4,,4-7,4-7,6-9,5,7,6,9,2,3,4,6,5,8,7,11,2,4,,,4,7,4,7,6,9,3.5,11 Mar 2021
29,5-7,4-6,2-3,3-5,5-8,7-10,2-3,,4-6,4-6,5-8,5,7,4,6,2,3,3,5,5,8,7,10,2,3,,,4,6,4,6,5,8,3.625,11 Mar 2021
30,4-6,5-7,2-3,3-5,5-7,6-10,2-3,,4-6,4-6,5-8,4,6,5,7,2,3,3,5,5,7,6,10,2,3,,,4,6,4,6,5,8,3.75,11 Mar 2021
31,4-6,5-8,2-3,3-5,3-4,6-10,2,,4-6,3-5,4-6,4,6,5,8,2,3,3,5,3,4,6,10,2,,,,4,6,3,5,4,6,3.875,11 Mar 2021
32,4-6,3-5,2-3,3-5,3-5,6-9,2-3,,3-5,3-4,3-5,4,6,3,5,2,3,3,5,3,5,6,9,2,3,,,3,5,3,4,3,5,4,11 Mar 2021
33,3-5,3-5,2-3,3-4,3-5,5-8,2-3,,3-5,3-4,3-5,3,5,3,5,2,3,3,4,3,5,5,8,2,3,,,3,5,3,4,3,5,4.125,11 Mar 2021
34,3-5,3-5,1-2,3-4,3-5,5-8,2-3,,3-5,3-4,3-5,3,5,3,5,1,2,3,4,3,5,5,8,2,3,,,3,5,3,4,3,5,4.25,11 Mar 2021
35,3-5,3-5,2,2-4,3-4,4-7,2-3,,3-5,2-4,3-4,3,5,3,5,2,,2,4,3,4,4,7,2,3,,,3,5,2,4,3,4,4.375,11 Mar 2021
36,3-5,3-4,1-2,2-4,3-4,4-6,2-3,,3-4,2-3,3-4,3,5,3,4,1,2,2,4,3,4,4,6,2,3,,,3,4,2,3,3,4,4.5,11 Mar 2021
37,3-4,2-4,1-2,2-3,2-3,4-6,1-2,,2-4,2-3,2-4,3,4,2,4,1,2,2,3,2,3,4,6,1,2,,,2,4,2,3,2,4,4.625,11 Mar 2021
38,2-4,3-4,1-2,2-3,2-3,3-5,1-2,,2-3,2-3,2-3,2,4,3,4,1,2,2,3,2,3,3,5,1,2,,,2,3,2,3,2,3,4.75,11 Mar 2021
39,2-4,2-4,1-2,2-3,2-3,3-5,1-2,,2-3,2-3,2-3,2,4,2,4,1,2,2,3,2,3,3,5,1,2,,,2,3,2,3,2,3,4.875,11 Mar 2021
40,2-3,2-4,1,1-2,2-3,3-5,1-2,,2-3,2-3,2-3,2,3,2,4,1,,1,2,2,3,3,5,1,2,,,2,3,2,3,2,3,5,11 Mar 2021
41,2-3,2-3,1,1-2,2,3-5,1-2,,2-3,2,2-3,2,3,2,3,1,,1,2,2,,3,5,1,2,,,2,3,2,,2,3,5.125,11 Mar 2021
42,2-3,2-3,1,1-2,1-2,3-4,1,,2-3,1-2,2,2,3,2,3,1,,1,2,1,2,3,4,1,,,,2,3,1,2,2,,5.25,11 Mar 2021
43,2,2-3,1,1-2,1-2,3-5,1,,2-3,1-2,2,2,,2,3,1,,1,2,1,2,3,5,1,,,,2,3,1,2,2,,5.375,11 Mar 2021
44,2-3,2-3,1,1-2,1-2,3-5,1,,2,1-2,1-2,2,3,2,3,1,,1,2,1,2,3,5,1,,,,2,,1,2,1,2,5.5,11 Mar 2021
45,2-3,2-3,1,1-2,1-2,3-5,1,,1-2,1-2,1-2,2,3,2,3,1,,1,2,1,2,3,5,1,,,,1,2,1,2,1,2,5.625,11 Mar 2021
46,2-3,2-4,1,1-2,1,4-6,1,,1-2,2,2-3,2,3,2,4,1,,1,2,1,,4,6,1,,,,1,2,2,,2,3,5.75,11 Mar 2021
47,1-2,3-4,1,1-2,1,4-6,1,,3-4,2-3,3-4,1,2,3,4,1,,1,2,1,,4,6,1,,,,3,4,2,3,3,4,5.875,11 Mar 2021
48,3-4,3-4,1,2-3,1-2,4-6,1,,3-4,2-4,3-4,3,4,3,4,1,,2,3,1,2,4,6,1,,,,3,4,2,4,3,4,6,11 Mar 2021
49,3-4,3-4,1,2-3,1-2,4-6,1,,3-4,2-4,3-4,3,4,3,4,1,,2,3,1,2,4,6,1,,,,3,4,2,4,3,4,6.125,11 Mar 2021
50,3-5,3-4,1-2,2-3,1-2,3-5,0-1,,3-4,2-4,3-4,3,5,3,4,1,2,2,3,1,2,3,5,0,1,,,3,4,2,4,3,4,6.25,11 Mar 2021
51,3-4,3-4,1-2,2-3,1-2,3-5,1,,3-5,3-4,3-4,3,4,3,4,1,2,2,3,1,2,3,5,1,,,,3,5,3,4,3,4,6.375,11 Mar 2021
52,2-4,2-4,1-2,2-3,2,4-6,1,,3-4,2-4,3-4,2,4,2,4,1,2,2,3,2,,4,6,1,,,,3,4,2,4,3,4,6.5,11 Mar 2021
53,2-4,2-3,1,2-3,2,4-6,1,,3-4,2-4,2-4,2,4,2,3,1,,2,3,2,,4,6,1,,,,3,4,2,4,2,4,6.625,11 Mar 2021
54,3-4,2-3,1,2-3,2-3,4-6,1,,2-4,2-3,2-4,3,4,2,3,1,,2,3,2,3,4,6,1,,,,2,4,2,3,2,4,6.75,11 Mar 2021
55,2-3,2-3,1,2-3,2-3,4-6,1,,2-4,2-3,2-3,2,3,2,3,1,,2,3,2,3,4,6,1,,,,2,4,2,3,2,3,6.875,11 Mar 2021
56,2-3,3-4,1,2-3,2-3,4-6,1,,2-3,2-3,2-3,2,3,3,4,1,,2,3,2,3,4,6,1,,,,2,3,2,3,2,3,7,11 Mar 2021
