number,restbay,croyde,minehead,llangennith,kimmeridge,sennen,brighton,freshwatereast,freshwaterwest,marloes,westdale,restbay_low,restbay_high,croyde_low,croyde_high,minehead_low,minehead_high,llangennith_low,llangennith_high,kimmeridge_low,kimmeridge_high,sennen_low,sennen_high,brighton_low,brighton_high,freshwatereast_low,freshwatereast_high,freshwaterwest_low,freshwaterwest_high,marloes_low,marloes_high,westdale_low,westdale_high,days,date
28,7-11,7-12,3-5,6-9,6-10,10-16,4-6,,8-12,7-11,8-12,7,11,7,12,3,5,6,9,6,10,10,16,4,6,,,8,12,7,11,8,12,3.5, 9 Mar 2021
29,8-12,8-12,3-5,6-9,6-10,10-16,4-6,,8-12,7-11,8-12,8,12,8,12,3,5,6,9,6,10,10,16,4,6,,,8,12,7,11,8,12,3.625, 9 Mar 2021
30,8-12,7-11,3-4,6-9,6-10,9-14,4-6,,7-12,7-11,8-12,8,12,7,11,3,4,6,9,6,10,9,14,4,6,,,7,12,7,11,8,12,3.75, 9 Mar 2021
31,7-11,7-11,2-3,5-8,6-9,9-14,4-6,,7-11,7-11,7-11,7,11,7,11,2,3,5,8,6,9,9,14,4,6,,,7,11,7,11,7,11,3.875, 9 Mar 2021
32,7-11,7-11,2-3,5-7,6-9,9-14,3-5,,6-10,6-9,6-10,7,11,7,11,2,3,5,7,6,9,9,14,3,5,,,6,10,6,9,6,10,4, 9 Mar 2021
33,7-10,6-10,2-3,5-9,6-10,9-14,4-6,,7-11,7-11,7-11,7,10,6,10,2,3,5,9,6,10,9,14,4,6,,,7,11,7,11,7,11,4.125, 9 Mar 2021
34,7-12,7-11,2-4,6-9,7-11,10-16,5-7,,7-12,7-11,8-12,7,12,7,11,2,4,6,9,7,11,10,16,5,7,,,7,12,7,11,8,12,4.25, 9 Mar 2021
35,8-13,8-12,3-4,6-10,8-12,10-16,5-7,,8-13,7-12,8-13,8,13,8,12,3,4,6,10,8,12,10,16,5,7,,,8,13,7,12,8,13,4.375, 9 Mar 2021
36,8-13,8-13,3-4,6-10,8-12,10-16,5-8,,8-13,8-12,9-13,8,13,8,13,3,4,6,10,8,12,10,16,5,8,,,8,13,8,12,9,13,4.5, 9 Mar 2021
37,9-14,9-14,3-5,7-10,7-12,12-18,5-7,,9-14,8-12,9-14,9,14,9,14,3,5,7,10,7,12,12,18,5,7,,,9,14,8,12,9,14,4.625, 9 Mar 2021
38,9-14,9-14,3-5,7-11,8-13,12-18,5-8,,9-14,8-12,9-14,9,14,9,14,3,5,7,11,8,13,12,18,5,8,,,9,14,8,12,9,14,4.75, 9 Mar 2021
39,9-13,9-13,4-6,6-10,8-12,12-18,5-7,,8-13,7-11,8-13,9,13,9,13,4,6,6,10,8,12,12,18,5,7,,,8,13,7,11,8,13,4.875, 9 Mar 2021
40,8-12,8-12,3-5,6-9,7-12,10-16,4-6,,8-12,6-10,8-12,8,12,8,12,3,5,6,9,7,12,10,16,4,6,,,8,12,6,10,8,12,5, 9 Mar 2021
41,7-12,8-12,3-5,5-9,7-11,9-15,3-5,,7-11,6-10,7-12,7,12,8,12,3,5,5,9,7,11,9,15,3,5,,,7,11,6,10,7,12,5.125, 9 Mar 2021
42,7-12,7-12,3-5,5-8,7-10,9-14,3-4,,6-9,6-9,7-11,7,12,7,12,3,5,5,8,7,10,9,14,3,4,,,6,9,6,9,7,11,5.25, 9 Mar 2021
43,6-10,6-9,3-5,5-7,4-7,8-13,3-4,,5-9,4-7,5-8,6,10,6,9,3,5,5,7,4,7,8,13,3,4,,,5,9,4,7,5,8,5.375, 9 Mar 2021
44,5-9,6-10,3-4,4-6,4-6,7-11,3-4,,4-7,5-7,6-9,5,9,6,10,3,4,4,6,4,6,7,11,3,4,,,4,7,5,7,6,9,5.5, 9 Mar 2021
45,5-7,4-6,2-3,3-5,3-5,7-11,3-4,,4-6,3-4,4-6,5,7,4,6,2,3,3,5,3,5,7,11,3,4,,,4,6,3,4,4,6,5.625, 9 Mar 2021
46,4-7,4-5,2-3,3-5,5-7,6-9,2-4,,4-6,4-6,4-7,4,7,4,5,2,3,3,5,5,7,6,9,2,4,,,4,6,4,6,4,7,5.75, 9 Mar 2021
47,4-6,4-7,2,3-4,3-5,6-9,2-3,,4-6,3-5,4-6,4,6,4,7,2,,3,4,3,5,6,9,2,3,,,4,6,3,5,4,6,5.875, 9 Mar 2021
48,4-6,4-6,1-2,3-4,3-5,5-8,2-3,,3-5,3-5,4-6,4,6,4,6,1,2,3,4,3,5,5,8,2,3,,,3,5,3,5,4,6,6, 9 Mar 2021
49,4-6,4-6,1-2,3-4,3-4,5-8,2,,3-5,3-5,4-6,4,6,4,6,1,2,3,4,3,4,5,8,2,,,,3,5,3,5,4,6,6.125, 9 Mar 2021
50,3-5,4-6,2-3,2-4,2-3,5-8,2,,3-5,3-4,3-5,3,5,4,6,2,3,2,4,2,3,5,8,2,,,,3,5,3,4,3,5,6.25, 9 Mar 2021
51,3-4,3-4,2,2-4,2-3,5-7,1-2,,3-4,2-3,3-4,3,4,3,4,2,,2,4,2,3,5,7,1,2,,,3,4,2,3,3,4,6.375, 9 Mar 2021
52,3-4,3-4,1-2,2-3,2-3,4-7,2,,2-4,2-3,2-4,3,4,3,4,1,2,2,3,2,3,4,7,2,,,,2,4,2,3,2,4,6.5, 9 Mar 2021
53,3-4,2-4,1-2,2-3,2-3,4-7,1-2,,2-4,2-3,2-4,3,4,2,4,1,2,2,3,2,3,4,7,1,2,,,2,4,2,3,2,4,6.625, 9 Mar 2021
54,2-4,2-4,1-2,2-3,2-4,4-6,1-2,,2-4,2-3,2-4,2,4,2,4,1,2,2,3,2,4,4,6,1,2,,,2,4,2,3,2,4,6.75, 9 Mar 2021
55,3-4,2-4,1-2,2-3,2-3,4-6,1-2,,2-4,2-3,2-4,3,4,2,4,1,2,2,3,2,3,4,6,1,2,,,2,4,2,3,2,4,6.875, 9 Mar 2021
56,3-4,2-4,1-2,2-3,2-3,4-6,1-2,,2-4,2-3,2-4,3,4,2,4,1,2,2,3,2,3,4,6,1,2,,,2,4,2,3,2,4,7, 9 Mar 2021
