number,restbay,croyde,minehead,llangennith,kimmeridge,sennen,brighton,freshwatereast,freshwaterwest,marloes,westdale,restbay_low,restbay_high,croyde_low,croyde_high,minehead_low,minehead_high,llangennith_low,llangennith_high,kimmeridge_low,kimmeridge_high,sennen_low,sennen_high,brighton_low,brighton_high,freshwatereast_low,freshwatereast_high,freshwaterwest_low,freshwaterwest_high,marloes_low,marloes_high,westdale_low,westdale_high,days,date
1,2-3,2-3,1,1-2,1-2,3-4,1,1,2-3,2-3,2-3,2,3,2,3,1,,1,2,1,2,3,4,1,,1,,2,3,2,3,2,3,.125, 4 Mar 2021
2,2-3,2-3,1,1-2,1-2,2-4,1,1-2,2-3,2,2-3,2,3,2,3,1,,1,2,1,2,2,4,1,,1,2,2,3,2,,2,3,.25, 4 Mar 2021
3,2-3,2-3,1,1-2,1-2,2-4,1,1,2-3,1-2,2-3,2,3,2,3,1,,1,2,1,2,2,4,1,,1,,2,3,1,2,2,3,.375, 4 Mar 2021
4,2-3,2-3,1,1-2,1-2,2-3,1,1,2-3,1-2,2,2,3,2,3,1,,1,2,1,2,2,3,1,,1,,2,3,1,2,2,,.5, 4 Mar 2021
5,2-3,2-3,1,1-2,1-2,2-3,1,1-2,2,1-2,1-2,2,3,2,3,1,,1,2,1,2,2,3,1,,1,2,2,,1,2,1,2,.625, 4 Mar 2021
6,2,2,1,1-2,1-2,2-3,1,1-2,1-2,1-2,1-2,2,,2,,1,,1,2,1,2,2,3,1,,1,2,1,2,1,2,1,2,.75, 4 Mar 2021
7,1-2,1-2,0-1,1-2,1,2-3,0-1,1-2,1-2,1-2,1-2,1,2,1,2,0,1,1,2,1,,2,3,0,1,1,2,1,2,1,2,1,2,.875, 4 Mar 2021
8,1-2,1-2,0-1,1,1,2-3,0-1,1-2,1-2,1-2,1-2,1,2,1,2,0,1,1,,1,,2,3,0,1,1,2,1,2,1,2,1,2,1, 4 Mar 2021
9,1-2,1-2,0-1,1,1,2,0-1,1-2,1-2,1-2,1-2,1,2,1,2,0,1,1,,1,,2,,0,1,1,2,1,2,1,2,1,2,1.125, 4 Mar 2021
10,1-2,1-2,0-1,1,1,2-3,0-1,1,1-2,1-2,1-2,1,2,1,2,0,1,1,,1,,2,3,0,1,1,,1,2,1,2,1,2,1.25, 4 Mar 2021
11,1-2,1-2,0-1,1-2,1-2,2-3,0-1,1-2,2-3,2-3,2-3,1,2,1,2,0,1,1,2,1,2,2,3,0,1,1,2,2,3,2,3,2,3,1.375, 4 Mar 2021
12,2-3,2-3,0-1,2-3,1-2,2-4,0-1,1,2-4,2-4,2-3,2,3,2,3,0,1,2,3,1,2,2,4,0,1,1,,2,4,2,4,2,3,1.5, 4 Mar 2021
13,2-3,2-3,1,2-3,2-3,2-4,0-1,1,2-4,2-4,2-4,2,3,2,3,1,,2,3,2,3,2,4,0,1,1,,2,4,2,4,2,4,1.625, 4 Mar 2021
14,2-3,2-3,1,2-3,2-3,2-4,0-1,1,2-4,2-4,2-3,2,3,2,3,1,,2,3,2,3,2,4,0,1,1,,2,4,2,4,2,3,1.75, 4 Mar 2021
15,2-3,2-3,1,2-3,2-3,2-3,1,0-1,2-4,2-3,2-3,2,3,2,3,1,,2,3,2,3,2,3,1,,0,1,2,4,2,3,2,3,1.875, 4 Mar 2021
16,2-3,2-3,1,2-3,2-3,2-3,1,0-1,2-4,2-4,2-4,2,3,2,3,1,,2,3,2,3,2,3,1,,0,1,2,4,2,4,2,4,2, 4 Mar 2021
17,2-3,2-3,1,2-3,2-3,2-3,1,0-1,2-4,2-4,2-4,2,3,2,3,1,,2,3,2,3,2,3,1,,0,1,2,4,2,4,2,4,2.125, 4 Mar 2021
18,2-3,2-3,1,2-3,2-3,2-3,1,,2-3,2-4,2-3,2,3,2,3,1,,2,3,2,3,2,3,1,,,,2,3,2,4,2,3,2.25, 4 Mar 2021
19,2-3,2-3,1,2-3,2-3,2-3,1,,2-3,2-4,2-3,2,3,2,3,1,,2,3,2,3,2,3,1,,,,2,3,2,4,2,3,2.375, 4 Mar 2021
20,2,2,0-1,2,2-3,2-4,1,,2-3,2-3,2-3,2,,2,,0,1,2,,2,3,2,4,1,,,,2,3,2,3,2,3,2.5, 4 Mar 2021
21,1-2,2,0-1,1-2,2-3,3-4,1,,2-3,2-3,2-3,1,2,2,,0,1,1,2,2,3,3,4,1,,,,2,3,2,3,2,3,2.625, 4 Mar 2021
22,1-2,2-3,1,1-2,2-3,3-5,1,,2-3,2-3,2-3,1,2,2,3,1,,1,2,2,3,3,5,1,,,,2,3,2,3,2,3,2.75, 4 Mar 2021
23,2-3,2-3,1,1-2,2-3,3-5,1,,2-3,2-3,2-4,2,3,2,3,1,,1,2,2,3,3,5,1,,,,2,3,2,3,2,4,2.875, 4 Mar 2021
24,2-3,2-3,1,1-2,2-3,4-6,1,,2-4,2-3,2-4,2,3,2,3,1,,1,2,2,3,4,6,1,,,,2,4,2,3,2,4,3, 4 Mar 2021
25,2-3,2-4,1,2,2-3,4-6,1,,3-4,2-4,3-4,2,3,2,4,1,,2,,2,3,4,6,1,,,,3,4,2,4,3,4,3.125, 4 Mar 2021
26,2-3,2-4,1,2-3,2-3,4-7,1,,3-5,3-5,3-5,2,3,2,4,1,,2,3,2,3,4,7,1,,,,3,5,3,5,3,5,3.25, 4 Mar 2021
27,2-3,3-4,1,2-3,2-3,4-7,1,,3-5,3-5,3-5,2,3,3,4,1,,2,3,2,3,4,7,1,,,,3,5,3,5,3,5,3.375, 4 Mar 2021
28,2-4,3-4,1,2,2-3,4-6,1,,3-5,3-5,3-5,2,4,3,4,1,,2,,2,3,4,6,1,,,,3,5,3,5,3,5,3.5, 4 Mar 2021
29,3-4,3-5,1,2-3,2-3,4-6,1,,3-5,3-5,3-5,3,4,3,5,1,,2,3,2,3,4,6,1,,,,3,5,3,5,3,5,3.625, 4 Mar 2021
30,3-4,3-4,1,2-3,2-3,4-7,1,,3-5,3-5,3-5,3,4,3,4,1,,2,3,2,3,4,7,1,,,,3,5,3,5,3,5,3.75, 4 Mar 2021
31,2-4,2-4,1,2-3,2-3,4-7,1,,3-5,3-5,3-5,2,4,2,4,1,,2,3,2,3,4,7,1,,,,3,5,3,5,3,5,3.875, 4 Mar 2021
32,3-4,3-5,1,2-3,2-3,4-7,1,,3-5,3-4,3-5,3,4,3,5,1,,2,3,2,3,4,7,1,,,,3,5,3,4,3,5,4, 4 Mar 2021
33,3-4,3-5,1,2-3,2-3,4-7,1,,3-5,3-5,3-5,3,4,3,5,1,,2,3,2,3,4,7,1,,,,3,5,3,5,3,5,4.125, 4 Mar 2021
34,3-4,3-5,1,2-4,2-3,4-7,1,,3-5,3-4,3-5,3,4,3,5,1,,2,4,2,3,4,7,1,,,,3,5,3,4,3,5,4.25, 4 Mar 2021
35,3-5,3-5,1,2-4,2-3,4-7,1,,3-5,3-4,3-4,3,5,3,5,1,,2,4,2,3,4,7,1,,,,3,5,3,4,3,4,4.375, 4 Mar 2021
36,3-5,3-5,1,2-3,2-3,4-7,1,,3-4,2-4,3-4,3,5,3,5,1,,2,3,2,3,4,7,1,,,,3,4,2,4,3,4,4.5, 4 Mar 2021
37,3-4,3-5,1,2-3,2-3,4-7,1,,3-4,2-4,3-4,3,4,3,5,1,,2,3,2,3,4,7,1,,,,3,4,2,4,3,4,4.625, 4 Mar 2021
38,3-4,3-4,1,2-3,2-3,4-7,1,,4-7,4-7,4-7,3,4,3,4,1,,2,3,2,3,4,7,1,,,,4,7,4,7,4,7,4.75, 4 Mar 2021
39,3-4,3-4,1,2-4,2-3,4-7,1,,3-4,3-4,3-4,3,4,3,4,1,,2,4,2,3,4,7,1,,,,3,4,3,4,3,4,4.875, 4 Mar 2021
40,3-5,3-4,1-2,2-4,2,4-6,1,,3-4,2-4,3-4,3,5,3,4,1,2,2,4,2,,4,6,1,,,,3,4,2,4,3,4,5, 4 Mar 2021
41,3-5,3-4,1-2,2-3,3-4,4-6,1,,2-4,2-3,2-4,3,5,3,4,1,2,2,3,3,4,4,6,1,,,,2,4,2,3,2,4,5.125, 4 Mar 2021
42,3-4,2-4,1-2,2-3,2-3,4-6,1-2,,4-6,4-6,4-6,3,4,2,4,1,2,2,3,2,3,4,6,1,2,,,4,6,4,6,4,6,5.25, 4 Mar 2021
43,3-5,4-6,1,2-4,3-4,4-7,2-3,,3-5,3-4,3-5,3,5,4,6,1,,2,4,3,4,4,7,2,3,,,3,5,3,4,3,5,5.375, 4 Mar 2021
44,3-5,3-4,1-2,2-4,3-5,3-5,2-3,,3-4,3-4,3-5,3,5,3,4,1,2,2,4,3,5,3,5,2,3,,,3,4,3,4,3,5,5.5, 4 Mar 2021
45,3-5,2-4,2,2-3,3-5,4-6,3-4,,2-4,2-3,2-4,3,5,2,4,2,,2,3,3,5,4,6,3,4,,,2,4,2,3,2,4,5.625, 4 Mar 2021
46,3-5,2-4,1-2,2-3,3-5,4-6,3-4,,2-4,2-4,3-4,3,5,2,4,1,2,2,3,3,5,4,6,3,4,,,2,4,2,4,3,4,5.75, 4 Mar 2021
47,3-5,3-4,1-2,2-4,3-5,4-7,3-4,,3-5,3-5,3-5,3,5,3,4,1,2,2,4,3,5,4,7,3,4,,,3,5,3,5,3,5,5.875, 4 Mar 2021
48,4-6,4-6,1-2,3-5,4-6,4-7,3-4,,4-7,4-7,4-7,4,6,4,6,1,2,3,5,4,6,4,7,3,4,,,4,7,4,7,4,7,6, 4 Mar 2021
49,5-8,5-7,2-3,4-6,5-8,5-8,3-5,,5-8,5-8,5-8,5,8,5,7,2,3,4,6,5,8,5,8,3,5,,,5,8,5,8,5,8,6.125, 4 Mar 2021
50,6-9,5-8,2-3,5-7,6-9,6-10,4-6,,6-9,6-9,6-9,6,9,5,8,2,3,5,7,6,9,6,10,4,6,,,6,9,6,9,6,9,6.25, 4 Mar 2021
51,7-11,6-9,3-4,5-8,6-10,7-12,4-7,,7-10,6-10,7-11,7,11,6,9,3,4,5,8,6,10,7,12,4,7,,,7,10,6,10,7,11,6.375, 4 Mar 2021
52,7-11,6-10,2-4,5-8,7-10,8-12,5-7,,7-10,6-9,7-11,7,11,6,10,2,4,5,8,7,10,8,12,5,7,,,7,10,6,9,7,11,6.5, 4 Mar 2021
53,7-11,6-10,3-4,5-8,7-11,8-13,5-7,,7-10,6-9,7-11,7,11,6,10,3,4,5,8,7,11,8,13,5,7,,,7,10,6,9,7,11,6.625, 4 Mar 2021
54,7-11,7-11,3-5,6-9,7-10,9-14,5-7,,7-11,6-10,7-11,7,11,7,11,3,5,6,9,7,10,9,14,5,7,,,7,11,6,10,7,11,6.75, 4 Mar 2021
55,7-12,7-11,3-4,6-9,6-9,9-14,4-7,,7-11,6-10,7-11,7,12,7,11,3,4,6,9,6,9,9,14,4,7,,,7,11,6,10,7,11,6.875, 4 Mar 2021
56,7-11,6-10,3-4,5-8,5-8,8-13,4-6,,6-10,6-9,6-10,7,11,6,10,3,4,5,8,5,8,8,13,4,6,,,6,10,6,9,6,10,7, 4 Mar 2021
