number,restbay,croyde,minehead,llangennith,kimmeridge,sennen,brighton,freshwatereast,freshwaterwest,marloes,westdale,restbay_low,restbay_high,croyde_low,croyde_high,minehead_low,minehead_high,llangennith_low,llangennith_high,kimmeridge_low,kimmeridge_high,sennen_low,sennen_high,brighton_low,brighton_high,freshwatereast_low,freshwatereast_high,freshwaterwest_low,freshwaterwest_high,marloes_low,marloes_high,westdale_low,westdale_high,days,date
12,3-5,3-5,1-2,2-3,2-3,4-7,1,1,3-5,3-4,3-5,3,5,3,5,1,2,2,3,2,3,4,7,1,,1,,3,5,3,4,3,5,1.5,23 Mar 2021
13,2-4,3-5,1,2-3,2-3,4-7,1-2,0-1,3-5,3-4,3-5,2,4,3,5,1,,2,3,2,3,4,7,1,2,0,1,3,5,3,4,3,5,1.625,23 Mar 2021
14,3-5,3-5,1,2-3,2-3,4-7,1-2,1,3-5,3-4,3-5,3,5,3,5,1,,2,3,2,3,4,7,1,2,1,,3,5,3,4,3,5,1.75,23 Mar 2021
15,3-5,3-5,1,2-3,1-2,5-7,1,1,3-5,3-5,3-5,3,5,3,5,1,,2,3,1,2,5,7,1,,1,,3,5,3,5,3,5,1.875,23 Mar 2021
16,3-5,3-5,1,2-4,1-2,4-7,1,1,3-5,3-5,4-6,3,5,3,5,1,,2,4,1,2,4,7,1,,1,,3,5,3,5,4,6,2,23 Mar 2021
17,3-5,3-5,1,3-4,1-2,4-7,1,0-1,2-4,3-5,4-6,3,5,3,5,1,,3,4,1,2,4,7,1,,0,1,2,4,3,5,4,6,2.125,23 Mar 2021
18,3-5,3-5,1,2-3,2,4-7,1,0-1,3-4,3-4,3-4,3,5,3,5,1,,2,3,2,,4,7,1,,0,1,3,4,3,4,3,4,2.25,23 Mar 2021
19,3-4,3-5,1,2-3,2-3,4-7,1,0-1,3-5,3-5,3-5,3,4,3,5,1,,2,3,2,3,4,7,1,,0,1,3,5,3,5,3,5,2.375,23 Mar 2021
20,3-5,3-4,1-2,2-4,1-2,4-7,1,,3-4,3-4,3-4,3,5,3,4,1,2,2,4,1,2,4,7,1,,,,3,4,3,4,3,4,2.5,23 Mar 2021
21,3-5,3-4,1-2,2-3,3-4,4-6,1,,3-5,3-4,2-3,3,5,3,4,1,2,2,3,3,4,4,6,1,,,,3,5,3,4,2,3,2.625,23 Mar 2021
22,3-5,4-6,1-2,2-4,2-4,5-8,1,,3-4,3-5,3-4,3,5,4,6,1,2,2,4,2,4,5,8,1,,,,3,4,3,5,3,4,2.75,23 Mar 2021
23,3-5,3-4,1-2,2-4,3-5,4-6,1-2,,3-4,3-5,3-5,3,5,3,4,1,2,2,4,3,5,4,6,1,2,,,3,4,3,5,3,5,2.875,23 Mar 2021
24,4-6,3-5,1-2,3-4,3-5,4-6,1-2,,3-5,4-6,3-5,4,6,3,5,1,2,3,4,3,5,4,6,1,2,,,3,5,4,6,3,5,3,23 Mar 2021
25,4-6,4-6,1-2,3-5,4-6,4-6,2-3,,4-6,4-7,4-6,4,6,4,6,1,2,3,5,4,6,4,6,2,3,,,4,6,4,7,4,6,3.125,23 Mar 2021
26,4-7,4-6,1-2,4-6,4-6,5-7,2-3,,4-7,5-8,4-7,4,7,4,6,1,2,4,6,4,6,5,7,2,3,,,4,7,5,8,4,7,3.25,23 Mar 2021
27,5-8,4-7,1-2,4-6,4-7,5-7,2-4,,5-7,5-7,5-7,5,8,4,7,1,2,4,6,4,7,5,7,2,4,,,5,7,5,7,5,7,3.375,23 Mar 2021
28,5-7,4-7,1-2,4-5,5-7,5-8,3-5,,4-7,4-7,4-7,5,7,4,7,1,2,4,5,5,7,5,8,3,5,,,4,7,4,7,4,7,3.5,23 Mar 2021
29,4-6,4-6,1-2,3-5,6-9,6-9,3-5,,4-6,4-6,4-6,4,6,4,6,1,2,3,5,6,9,6,9,3,5,,,4,6,4,6,4,6,3.625,23 Mar 2021
30,4-7,4-7,1-2,3-5,5-8,6-10,3-5,,4-7,4-6,4-7,4,7,4,7,1,2,3,5,5,8,6,10,3,5,,,4,7,4,6,4,7,3.75,23 Mar 2021
31,4-7,5-7,2-4,4-6,5-7,7-11,3-5,,5-8,4-7,5-7,4,7,5,7,2,4,4,6,5,7,7,11,3,5,,,5,8,4,7,5,7,3.875,23 Mar 2021
32,6-9,6-9,3-4,4-7,5-8,8-13,3-5,,5-8,5-7,5-8,6,9,6,9,3,4,4,7,5,8,8,13,3,5,,,5,8,5,7,5,8,4,23 Mar 2021
33,6-9,6-9,3-4,5-7,6-9,9-14,3-5,,6-9,5-7,6-9,6,9,6,9,3,4,5,7,6,9,9,14,3,5,,,6,9,5,7,6,9,4.125,23 Mar 2021
34,6-9,6-9,3-5,5-7,6-9,9-14,3-5,,6-9,5-7,6-9,6,9,6,9,3,5,5,7,6,9,9,14,3,5,,,6,9,5,7,6,9,4.25,23 Mar 2021
35,6-9,5-8,3-4,4-7,5-8,9-14,3-5,,5-8,4-7,5-8,6,9,5,8,3,4,4,7,5,8,9,14,3,5,,,5,8,4,7,5,8,4.375,23 Mar 2021
36,5-8,5-7,2-4,4-6,5-7,8-13,3-5,,5-7,5-8,6-9,5,8,5,7,2,4,4,6,5,7,8,13,3,5,,,5,7,5,8,6,9,4.5,23 Mar 2021
37,5-7,4-6,2-3,3-5,4-6,8-12,3-4,,4-7,4-6,4-7,5,7,4,6,2,3,3,5,4,6,8,12,3,4,,,4,7,4,6,4,7,4.625,23 Mar 2021
38,4-7,4-6,1-2,3-5,6-9,7-11,2-4,,4-6,4-7,4-6,4,7,4,6,1,2,3,5,6,9,7,11,2,4,,,4,6,4,7,4,6,4.75,23 Mar 2021
39,4-6,4-6,1-2,3-5,4-6,7-12,2-3,,4-7,4-7,4-7,4,6,4,6,1,2,3,5,4,6,7,12,2,3,,,4,7,4,7,4,7,4.875,23 Mar 2021
40,5-8,4-7,2,4-7,4-7,7-12,2-4,,5-8,5-8,5-8,5,8,4,7,2,,4,7,4,7,7,12,2,4,,,5,8,5,8,5,8,5,23 Mar 2021
41,6-9,5-8,2,5-7,5-7,7-11,3-5,,6-9,6-9,6-10,6,9,5,8,2,,5,7,5,7,7,11,3,5,,,6,9,6,9,6,10,5.125,23 Mar 2021
42,6-10,6-9,2,5-8,5-8,7-11,3-5,,6-9,6-10,6-10,6,10,6,9,2,,5,8,5,8,7,11,3,5,,,6,9,6,10,6,10,5.25,23 Mar 2021
43,6-10,6-9,2-3,5-7,5-8,8-12,4-6,,6-9,6-9,6-9,6,10,6,9,2,3,5,7,5,8,8,12,4,6,,,6,9,6,9,6,9,5.375,23 Mar 2021
44,6-9,6-9,2-3,4-7,5-8,6-10,4-6,,5-9,6-9,6-9,6,9,6,9,2,3,4,7,5,8,6,10,4,6,,,5,9,6,9,6,9,5.5,23 Mar 2021
45,6-9,6-9,1-2,4-6,5-8,6-9,4-6,,5-8,6-9,5-9,6,9,6,9,1,2,4,6,5,8,6,9,4,6,,,5,8,6,9,5,9,5.625,23 Mar 2021
46,5-8,5-8,1-2,4-6,5-8,6-9,3-5,,5-7,5-9,5-8,5,8,5,8,1,2,4,6,5,8,6,9,3,5,,,5,7,5,9,5,8,5.75,23 Mar 2021
47,5-8,5-8,1-2,4-6,4-7,6-9,3-5,,4-7,5-8,5-8,5,8,5,8,1,2,4,6,4,7,6,9,3,5,,,4,7,5,8,5,8,5.875,23 Mar 2021
48,5-8,5-8,1-2,4-6,4-6,5-8,3-4,,4-7,5-7,4-7,5,8,5,8,1,2,4,6,4,6,5,8,3,4,,,4,7,5,7,4,7,6,23 Mar 2021
49,5-8,5-7,1-2,3-5,4-6,5-8,2-4,,4-7,4-7,4-7,5,8,5,7,1,2,3,5,4,6,5,8,2,4,,,4,7,4,7,4,7,6.125,23 Mar 2021
50,4-6,4-7,1-2,3-5,3-5,5-8,2-3,,4-6,5-7,5-7,4,6,4,7,1,2,3,5,3,5,5,8,2,3,,,4,6,5,7,5,7,6.25,23 Mar 2021
51,4-6,4-7,1-2,3-5,3-5,5-8,2-3,,4-6,5-7,4-7,4,6,4,7,1,2,3,5,3,5,5,8,2,3,,,4,6,5,7,4,7,6.375,23 Mar 2021
52,3-5,4-6,1-2,3-5,3-4,5-8,2-3,,4-6,4-6,4-6,3,5,4,6,1,2,3,5,3,4,5,8,2,3,,,4,6,4,6,4,6,6.5,23 Mar 2021
53,3-5,4-6,1-2,3-4,2-4,5-8,1-2,,4-6,4-6,4-6,3,5,4,6,1,2,3,4,2,4,5,8,1,2,,,4,6,4,6,4,6,6.625,23 Mar 2021
54,3-5,3-5,1,3-4,2-3,5-8,1-2,,3-5,4-6,3-5,3,5,3,5,1,,3,4,2,3,5,8,1,2,,,3,5,4,6,3,5,6.75,23 Mar 2021
55,3-5,3-5,1,3-4,2-3,5-8,1-2,,3-5,3-5,3-5,3,5,3,5,1,,3,4,2,3,5,8,1,2,,,3,5,3,5,3,5,6.875,23 Mar 2021
56,3-5,3-5,1,3-4,2-3,5-8,1-2,,3-5,3-5,3-5,3,5,3,5,1,,3,4,2,3,5,8,1,2,,,3,5,3,5,3,5,7,23 Mar 2021
