number,restbay,croyde,minehead,llangennith,kimmeridge,sennen,brighton,freshwatereast,freshwaterwest,marloes,westdale,restbay_low,restbay_high,croyde_low,croyde_high,minehead_low,minehead_high,llangennith_low,llangennith_high,kimmeridge_low,kimmeridge_high,sennen_low,sennen_high,brighton_low,brighton_high,freshwatereast_low,freshwatereast_high,freshwaterwest_low,freshwaterwest_high,marloes_low,marloes_high,westdale_low,westdale_high,days,date
25,2-3,2-3,1,2-3,2-3,2-3,1,0-1,2-3,2-3,2-3,2,3,2,3,1,,2,3,2,3,2,3,1,,0,1,2,3,2,3,2,3,3.125, 3 Mar 2021
26,2-3,2-3,1,2-3,2-3,2-3,1,0-1,2-3,2-3,2-3,2,3,2,3,1,,2,3,2,3,2,3,1,,0,1,2,3,2,3,2,3,3.25, 3 Mar 2021
27,2-3,2-3,0-1,2,2-3,2-3,1,1,2-3,2-3,2-3,2,3,2,3,0,1,2,,2,3,2,3,1,,1,,2,3,2,3,2,3,3.375, 3 Mar 2021
28,2,2,0-1,1-2,2-3,3-4,1,1,2-3,2,2-3,2,,2,,0,1,1,2,2,3,3,4,1,,1,,2,3,2,,2,3,3.5, 3 Mar 2021
29,1-2,2-3,1,1-2,2-3,3-5,1,1,2-3,2-3,2-3,1,2,2,3,1,,1,2,2,3,3,5,1,,1,,2,3,2,3,2,3,3.625, 3 Mar 2021
30,2-3,2-3,1,1-2,2-3,4-6,1,1,2-4,2-3,3-4,2,3,2,3,1,,1,2,2,3,4,6,1,,1,,2,4,2,3,3,4,3.75, 3 Mar 2021
31,2-3,2-4,1,2,2-3,4-6,1,0-1,3-4,2-4,3-4,2,3,2,4,1,,2,,2,3,4,6,1,,0,1,3,4,2,4,3,4,3.875, 3 Mar 2021
32,2-3,3-4,1,2-3,2-4,4-7,1,,3-4,2-4,3-4,2,3,3,4,1,,2,3,2,4,4,7,1,,,,3,4,2,4,3,4,4, 3 Mar 2021
33,2-3,3-4,1,2-3,2-4,5-7,1,,3-4,3-5,3-5,2,3,3,4,1,,2,3,2,4,5,7,1,,,,3,4,3,5,3,5,4.125, 3 Mar 2021
34,2-3,3-4,1,2-3,2-4,5-7,1,,3-5,3-5,3-5,2,3,3,4,1,,2,3,2,4,5,7,1,,,,3,5,3,5,3,5,4.25, 3 Mar 2021
35,2-4,3-4,1-2,2-3,2-4,5-7,1,,3-5,3-5,3-5,2,4,3,4,1,2,2,3,2,4,5,7,1,,,,3,5,3,5,3,5,4.375, 3 Mar 2021
36,3-5,3-5,1-2,2-3,2-4,4-7,1,,3-5,3-5,3-5,3,5,3,5,1,2,2,3,2,4,4,7,1,,,,3,5,3,5,3,5,4.5, 3 Mar 2021
37,2-4,3-5,1,2-3,2-3,4-6,1,,3-5,3-4,3-5,2,4,3,5,1,,2,3,2,3,4,6,1,,,,3,5,3,4,3,5,4.625, 3 Mar 2021
38,3-4,3-4,1,2-3,2-3,4-6,1,,3-5,3-4,3-5,3,4,3,4,1,,2,3,2,3,4,6,1,,,,3,5,3,4,3,5,4.75, 3 Mar 2021
39,3-4,3-5,1,2-3,2-3,4-7,1,,3-5,3-4,3-5,3,4,3,5,1,,2,3,2,3,4,7,1,,,,3,5,3,4,3,5,4.875, 3 Mar 2021
40,3-4,3-5,1,2-3,2-3,4-7,1,,3-5,3-4,3-5,3,4,3,5,1,,2,3,2,3,4,7,1,,,,3,5,3,4,3,5,5, 3 Mar 2021
41,3-4,3-5,1,2-3,2-3,4-7,1,,3-5,3-4,3-5,3,4,3,5,1,,2,3,2,3,4,7,1,,,,3,5,3,4,3,5,5.125, 3 Mar 2021
42,3-4,3-5,1,2-3,2-3,4-6,1,,3-5,3-4,3-5,3,4,3,5,1,,2,3,2,3,4,6,1,,,,3,5,3,4,3,5,5.25, 3 Mar 2021
43,3-4,3-5,1,2-3,2-3,4-6,1,,3-5,3-4,3-5,3,4,3,5,1,,2,3,2,3,4,6,1,,,,3,5,3,4,3,5,5.375, 3 Mar 2021
44,3-4,3-4,1,2-3,2-3,4-6,1,,3-5,3-4,3-4,3,4,3,4,1,,2,3,2,3,4,6,1,,,,3,5,3,4,3,4,5.5, 3 Mar 2021
45,3-4,3-4,1,2-3,2-3,4-6,1,,3-4,2-4,3-4,3,4,3,4,1,,2,3,2,3,4,6,1,,,,3,4,2,4,3,4,5.625, 3 Mar 2021
46,3-4,3-4,1,2-3,2-3,3-5,1,,3-4,2-4,3-4,3,4,3,4,1,,2,3,2,3,3,5,1,,,,3,4,2,4,3,4,5.75, 3 Mar 2021
47,2-4,3-4,1,2-3,2-3,3-5,1,,3-4,2-4,3-4,2,4,3,4,1,,2,3,2,3,3,5,1,,,,3,4,2,4,3,4,5.875, 3 Mar 2021
48,2-4,3-4,1,2-3,2-3,3-5,1,,3-4,2-3,3-4,2,4,3,4,1,,2,3,2,3,3,5,1,,,,3,4,2,3,3,4,6, 3 Mar 2021
49,2-4,2-4,1,2-3,1-2,3-5,1,,2-4,2-3,2-4,2,4,2,4,1,,2,3,1,2,3,5,1,,,,2,4,2,3,2,4,6.125, 3 Mar 2021
50,2-4,2-4,1,2,1-2,3-5,1,,2-4,2-3,2-4,2,4,2,4,1,,2,,1,2,3,5,1,,,,2,4,2,3,2,4,6.25, 3 Mar 2021
51,2-4,2-4,1,2,1-2,3-5,1,,2-4,2-3,2-3,2,4,2,4,1,,2,,1,2,3,5,1,,,,2,4,2,3,2,3,6.375, 3 Mar 2021
52,2-3,2-4,1,2-3,1-2,3-4,1,,2-3,2-3,2-3,2,3,2,4,1,,2,3,1,2,3,4,1,,,,2,3,2,3,2,3,6.5, 3 Mar 2021
53,2-3,2-3,1,2,1-2,3-4,1,,2-3,2-3,2-3,2,3,2,3,1,,2,,1,2,3,4,1,,,,2,3,2,3,2,3,6.625, 3 Mar 2021
54,2-3,2-3,1,1-2,1-2,3-4,1,,2-3,2-3,2-3,2,3,2,3,1,,1,2,1,2,3,4,1,,,,2,3,2,3,2,3,6.75, 3 Mar 2021
55,2-3,2-3,1,1-2,1-2,3-4,1,,2-3,2-3,2-3,2,3,2,3,1,,1,2,1,2,3,4,1,,,,2,3,2,3,2,3,6.875, 3 Mar 2021
56,2-3,2-3,1,2,1-2,3-4,1,,2-3,2-3,2-3,2,3,2,3,1,,2,,1,2,3,4,1,,,,2,3,2,3,2,3,7, 3 Mar 2021
