,Price,Desc,All,Type,Date
5,£9.00,b'Tio Pepe Fino Sherry',b'Tio Pepe Fino Sherry 75cl Only \xc2\xa39.00: Save \xc2\xa31.00 \xc2\xa39.00/unit \xc2\xa39.00/75cl',Sherry & PortBread,2021-03-01
6,£5.50,"b""Sainsbury's Winemakers' Selection Pale Cream Briti""","b""Sainsbury's Winemakers' Selection Pale Cream British Fortified Wine 1L \xc2\xa35.50/unit \xc2\xa34.13/75cl""",Sherry & PortBread,2021-03-01
7,£5.85,"b""Sainsbury's Vermouth Bianco""","b""Sainsbury's Vermouth Bianco 1L \xc2\xa35.85/unit \xc2\xa34.39/75cl""",Sherry & PortBread,2021-03-01
8,£5.85,"b""Sainsbury's Vermouth Rosso""","b""Sainsbury's Vermouth Rosso 1L \xc2\xa35.85/unit \xc2\xa34.39/75cl""",Sherry & PortBread,2021-03-01
9,£6.50,"b""Stone's Original Ginger Wine""","b""Stone's Original Ginger Wine 700ml \xc2\xa36.50/unit \xc2\xa36.96/75cl""",Sherry & PortBread,2021-03-01
10,£10.50,b'Pellegrino Marsala Garibaldi Dolce',b'Pellegrino Marsala Garibaldi Dolce 75cl \xc2\xa310.50/unit \xc2\xa310.50/75cl',Sherry & PortBread,2021-03-01
11,£10.50,"b""Harvey's Amontillado Sherry""","b""Harvey's Amontillado Sherry 75cl \xc2\xa310.50/unit \xc2\xa310.50/75cl""",Sherry & PortBread,2021-03-01
12,£7.00,b'Cinzano Bianco',b'Cinzano Bianco 75cl \xc2\xa37.00/unit \xc2\xa37.00/75cl',Sherry & PortBread,2021-03-01
13,£10.00,"b""Sainsbury's Special Reserve Port, Taste the Differ""","b""Sainsbury's Special Reserve Port, Taste the Difference 75cl \xc2\xa310.00/unit \xc2\xa310.00/75cl""",Sherry & PortBread,2021-03-01
14,£5.50,"b""Sainsbury's Winemakers' Selection Cream British Fo""","b""Sainsbury's Winemakers' Selection Cream British Fortified Wine 1L \xc2\xa35.50/unit \xc2\xa34.13/75cl""",Sherry & PortBread,2021-03-01
15,£12.50,b'Croft Particular Sherry',b'Croft Particular Sherry 1L \xc2\xa312.50/unit \xc2\xa39.38/75cl',Sherry & PortBread,2021-03-01
16,£5.50,"b""Sainsbury's Winemakers' Selection Medium British F""","b""Sainsbury's Winemakers' Selection Medium British Fortified Wine 1L \xc2\xa35.50/unit \xc2\xa34.13/75cl""",Sherry & PortBread,2021-03-01
17,£7.00,"b""Sainsbury's Madeira""","b""Sainsbury's Madeira 37.5cl \xc2\xa37.00/unit \xc2\xa314.00/75cl""",Sherry & PortBread,2021-03-01
18,£8.00,b'Bodegas Hidalgo La Gitana Manzanilla Sherry',b'Bodegas Hidalgo La Gitana Manzanilla Sherry 500ml \xc2\xa38.00/unit \xc2\xa312.00/75cl',Sherry & PortBread,2021-03-01
19,£8.00,"b""Sainsbury's""","b""Sainsbury's 12 Year Old Sweet Pedro Ximenez, Taste the Difference 50cl \xc2\xa38.00/unit \xc2\xa312.00/75cl""",Sherry & PortBread,2021-03-01
20,£8.00,"b""Sainsbury's Dry Fino Sherry, Taste the Difference""","b""Sainsbury's Dry Fino Sherry, Taste the Difference 50cl \xc2\xa38.00/unit \xc2\xa312.00/75cl""",Sherry & PortBread,2021-03-01
21,£7.30,"b""Sainsbury's Winemaker's Selection Medium Dry A Ble""","b""Sainsbury's Winemaker's Selection Medium Dry A Blend of Amontillado Sherry 1 Litre \xc2\xa37.30/unit \xc2\xa35.4""",Sherry & PortBread,2021-03-01
22,£20.00,"b""Graham's Crusted Port""","b""Graham's Crusted Port 75cl \xc2\xa320.00/unit \xc2\xa320.00/75cl""",Sherry & PortBread,2021-03-01
23,£28.00,"b""Graham's Malvedos Vintage Port""","b""Graham's Malvedos Vintage Port 75cl. \xc2\xa328.00/unit \xc2\xa328.00/75cl""",Sherry & PortBread,2021-03-01
24,£11.50,"b""Cockburn's Fine White Port""","b""Cockburn's Fine White Port 75cl \xc2\xa311.50/unit \xc2\xa315.33/cl""",Sherry & PortBread,2021-03-01
25,£9.00,b'Croft Pink Port',b'Croft Pink Port 50cl \xc2\xa39.00/unit \xc2\xa318.00/100cl',Sherry & PortBread,2021-03-01
0,£2.90,b'Hovis Soft Medium Sliced White Bread',b'Hovis Soft Medium Sliced White Bread 800g \xc2\xa31.09/unit 14p/100g',Chicken,2021-03-01
1,£2.00,b'Warburtons Toastie Thick Sliced White Bread',b'Warburtons Toastie Thick Sliced White Bread 800g \xc2\xa31.10/unit 14p/100g',Chicken,2021-03-01
2,£1.10,b'Hovis Soft Thick Sliced White Bread',b'Hovis Soft Thick Sliced White Bread 800g \xc2\xa31.10/unit 14p/100g',Chicken,2021-03-01
3,£1.35,b'Warburtons Soft Farmhouse Medium Sliced White Brea',b'Warburtons Soft Farmhouse Medium Sliced White Bread 800g \xc2\xa31.35/unit 17p/100g',Chicken,2021-03-01
4,£2.00,"b""Sainsbury's Soft Medium Sliced White Bread""","b""Sainsbury's Soft Medium Sliced White Bread 800g 55p/unit 7p/100g""",Chicken,2021-03-01
5,£1.10,b'Warburtons Medium Sliced White Bread',b'Warburtons Medium Sliced White Bread 800g \xc2\xa31.10/unit 14p/100g',Chicken,2021-03-01
6,90p,b'Kingsmill Soft Medium Sliced White Bread',b'Kingsmill Soft Medium Sliced White Bread 800g 90p/unit 11p/100g',Chicken,2021-03-01
7,85p,b'Warburtons Toastie Thick Sliced White Bread',b'Warburtons Toastie Thick Sliced White Bread 400g 85p/unit 21p/100g',Chicken,2021-03-01
8,£1.00,b'Warburtons Lighter Medium Sliced Danish White Brea',b'Warburtons Lighter Medium Sliced Danish White Bread 400g \xc2\xa31.00/unit 25p/100g',Chicken,2021-03-01
9,36p,"b""Daily's Medium Sliced White Bread""","b""Daily's Medium Sliced White Bread 800g 36p/unit 5p/100g""",Chicken,2021-03-01
10,55p,"b""Sainsbury's Toastie Thick Sliced White Bread""","b""Sainsbury's Toastie Thick Sliced White Bread 800g 55p/unit 7p/100g""",Chicken,2021-03-01
11,85p,b'Warburtons Medium Sliced White Bread',b'Warburtons Medium Sliced White Bread 400g 85p/unit 21p/100g',Chicken,2021-03-01
12,£1.00,b'Warburtons Soft Farmhouse Medium Sliced Bread',b'Warburtons Soft Farmhouse Medium Sliced Bread 400g \xc2\xa31.00/unit 25p/100g',Chicken,2021-03-01
13,£1.00,b'Warburtons Weight Watchers Soft Medium Sliced Dani',b'Warburtons Weight Watchers Soft Medium Sliced Danish Malted Bread 400g \xc2\xa31.00/unit 25p/100g',Chicken,2021-03-01
14,£1.00,b'Warburtons Milk Roll Soft Medium Sliced White Brea',b'Warburtons Milk Roll Soft Medium Sliced White Bread 400g \xc2\xa31.00/unit 25p/100g',Chicken,2021-03-01
15,£1.10,b'Warburtons Extra Thick Sliced White Bread',b'Warburtons Extra Thick Sliced White Bread 800g \xc2\xa31.10/unit 14p/100g',Chicken,2021-03-01
16,£1.25,b'Warburtons Premium Old English White Bread',b'Warburtons Premium Old English White Bread 400g Only \xc2\xa31.25: Save 35p \xc2\xa31.25/unit 31p/100g',Chicken,2021-03-01
17,£1.40,b'Kingsmill No Crusts Soft Medium Sliced White Bread',b'Kingsmill No Crusts Soft Medium Sliced White Bread 400g \xc2\xa31.40/unit 35p/100g',Chicken,2021-03-01
18,£1.60,b'Warburtons Sliced White Rolls x',b'Warburtons Sliced White Rolls x12 \xc2\xa31.60/unit 13p/ea',Chicken,2021-03-01
19,£1.10,"b""Sainsbury's Sunflower & Pumpkin, Taste the Differe""","b""Sainsbury's Sunflower & Pumpkin, Taste the Difference 800g \xc2\xa31.10/unit 14p/100g""",Chicken,2021-03-01
20,£1.30,b'Black Sheep Craft Tiger Bloomer',b'Black Sheep Craft Tiger Bloomer 800g \xc2\xa31.30/unit 16p/100g',Chicken,2021-03-01
21,£2.50,b'Schar White Wholesome Loaf',b'Schar White Wholesome Loaf 300g \xc2\xa32.50/unit 83p/100g',Chicken,2021-03-01
22,£1.10,"b""Sainsbury's White Bloomer""","b""Sainsbury's White Bloomer 800g \xc2\xa31.10/unit 14p/100g""",Chicken,2021-03-01
23,£1.10,"b""Sainsbury's Super Seeds White Farmhouse, Taste the""","b""Sainsbury's Super Seeds White Farmhouse, Taste the Difference 800g \xc2\xa31.10/unit 14p/100g""",Chicken,2021-03-01
24,£1.25,b'Warburtons Soft Tiger Bloomer',b'Warburtons Soft Tiger Bloomer 600g \xc2\xa31.25/unit 21p/100g',Chicken,2021-03-01
25,80p,"b""Sainsbury's White Bloomer""","b""Sainsbury's White Bloomer 400g 80p/unit 20p/100g""",Chicken,2021-03-01
26,£2.70,b'Genius Gluten Free White Toastie Bread',b'Genius Gluten Free White Toastie Bread 500g \xc2\xa32.70/unit 54p/100g',Chicken,2021-03-01
27,£1.55,"b""Warburtons Lancashire's Thorough Bread Medium Slic""","b""Warburtons Lancashire's Thorough Bread Medium Sliced White Bread 800g \xc2\xa31.55/unit 19p/100g""",Chicken,2021-03-01
28,50p,"b""Sainsbury's Toastie Sliced White Bread""","b""Sainsbury's Toastie Sliced White Bread 400g 50p/unit 13p/100g""",Chicken,2021-03-01
29,£1.10,"b""Sainsbury's Poppy Seed White Bloomer""","b""Sainsbury's Poppy Seed White Bloomer 800g \xc2\xa31.10/unit 14p/100g""",Chicken,2021-03-01
30,85p,"b""Sainsbury's Thick Soft Multiseed Farmhouse""","b""Sainsbury's Thick Soft Multiseed Farmhouse 800g 85p/unit 11p/100g""",Chicken,2021-03-01
31,£1.30,b'Black Sheep Craft White Bloomer',b'Black Sheep Craft White Bloomer 800g \xc2\xa31.30/unit 16p/100g',Chicken,2021-03-01
32,75p,"b""Sainsbury's Thick Soft White Farmhouse""","b""Sainsbury's Thick Soft White Farmhouse 800g 75p/unit 9p/100g""",Chicken,2021-03-01
33,£1.10,"b""Sainsbury's Sesame Seed White Bloomer""","b""Sainsbury's Sesame Seed White Bloomer 800g \xc2\xa31.10/unit 14p/100g""",Chicken,2021-03-01
34,£1.10,"b""Sainsbury's White Farmhouse with Sourdough, Taste ""","b""Sainsbury's White Farmhouse with Sourdough, Taste the Difference 800g \xc2\xa31.10/unit 14p/100g""",Chicken,2021-03-01
35,£1.15,b'Jacksons of Yorkshire White Champion Bloomer',b'Jacksons of Yorkshire White Champion Bloomer 800g Only \xc2\xa31.15: Save 35p \xc2\xa31.15/unit 15p/100g',Chicken,2021-03-01
36,80p,"b""Sainsbury's Sesame Seed White Bloomer""","b""Sainsbury's Sesame Seed White Bloomer 400g 80p/unit 20p/100g""",Chicken,2021-03-01
37,80p,"b""Sainsbury's Poppy Seed White Bloomer""","b""Sainsbury's Poppy Seed White Bloomer 400g 80p/unit 20p/100g""",Chicken,2021-03-01
38,90p,b'Kingsmill Soft White Bread Thick',b'Kingsmill Soft White Bread Thick 800g 90p/unit 11p/100g',Chicken,2021-03-01
39,£1.30,b'Black Sheep Malted Bloomer',b'Black Sheep Malted Bloomer 800g \xc2\xa31.30/unit 16p/100g',Chicken,2021-03-01
40,£1.50,"b""Sainsbury's Wholemeal Sourdough Half Bloomer, Tast""","b""Sainsbury's Wholemeal Sourdough Half Bloomer, Taste the Difference 400g \xc2\xa31.50/unit 38p/100g""",Chicken,2021-03-01
41,£3.00,b'BFree Sliced White Loaf',b'BFree Sliced White Loaf 400g \xc2\xa33.00/unit 75p/100g',Chicken,2021-03-01
0,£3.60,"b""Sainsbury's British Fresh Chicken Breast Fillets S""","b""Sainsbury's British Fresh Chicken Breast Fillets Skinless & Boneless 640g \xc2\xa33.60/unit \xc2\xa35.63/kg""",Banana-Grape,2021-03-01
1,£4.79,"b""Sainsbury's British Fresh Chicken Breast Fillets S""","b""Sainsbury's British Fresh Chicken Breast Fillets Skinless & Boneless 1kg \xc2\xa34.79/unit \xc2\xa34.79/kg""",Banana-Grape,2021-03-01
2,£3.20,"b""Sainsbury's British Fresh Chicken Thigh Fillets Sk""","b""Sainsbury's British Fresh Chicken Thigh Fillets Skinless & Boneless 640g \xc2\xa33.20/unit \xc2\xa35.00/kg""",Banana-Grape,2021-03-01
3,£1.00,"b""Sainsbury's British Fresh Chicken Breast Fillets S""","b""Sainsbury's British Fresh Chicken Breast Fillets Skinless & Boneless 300g \xc2\xa31.70/unit \xc2\xa35.67/kg""",Banana-Grape,2021-03-01
4,£2.00,"b""Sainsbury's Chicken Kiev Garlic x""","b""Sainsbury's Chicken Kiev Garlic x2 260g Save 20p: Was \xc2\xa32.20 Now \xc2\xa32.00 \xc2\xa32.00/unit \xc2\xa37.69/kg""",Banana-Grape,2021-03-01
5,£1.75,"b""Sainsbury's British Roast Chicken Breast""","b""Sainsbury's British Roast Chicken Breast 135gm x7 Slices \xc2\xa31.75/unit \xc2\xa31.30/100g""",Banana-Grape,2021-03-01
6,£3.90,"b""Sainsbury's British Fresh Large Whole Chicken""","b""Sainsbury's British Fresh Large Whole Chicken 1.9kg \xc2\xa33.90/unit \xc2\xa32.05/kg""",Banana-Grape,2021-03-01
7,£2.00,"b""Sainsbury's British Fresh Chicken Breast Mini Fill""","b""Sainsbury's British Fresh Chicken Breast Mini Fillets 320g \xc2\xa32.00/unit \xc2\xa36.25/kg""",Banana-Grape,2021-03-01
8,£3.50,"b""Sainsbury's Cooked Roast Chicken Breast Fillets x""","b""Sainsbury's Cooked Roast Chicken Breast Fillets x2 240g \xc2\xa33.50/unit \xc2\xa31.46/100g""",Banana-Grape,2021-03-01
9,£1.65,"b""Sainsbury's British Fresh Chicken Skin on Thighs""","b""Sainsbury's British Fresh Chicken Skin on Thighs 1kg \xc2\xa31.65/unit \xc2\xa31.65/kg""",Banana-Grape,2021-03-01
10,£2.50,"b""Sainsbury's Chargrilled Chicken Breast Slices""","b""Sainsbury's Chargrilled Chicken Breast Slices 160g \xc2\xa32.50/unit \xc2\xa31.56/100g""",Banana-Grape,2021-03-01
11,(40),"b""Sainsbury's Free Range British Chicken Thigh Fille""","b""Sainsbury's Free Range British Chicken Thigh Fillets, Taste the Difference (approx.590g) \xc2\xa39.95/kg \xc2""",Banana-Grape,2021-03-01
12,(76),"b""Sainsbury's Free Range British Whole Chicken, Tast""","b""Sainsbury's Free Range British Whole Chicken, Taste the Difference (approx.1.7kg) \xc2\xa35.50/kg \xc2\xa35.50/k""",Banana-Grape,2021-03-01
13,£1.00,"b""Sainsbury's British Fresh Diced Chicken Breast""","b""Sainsbury's British Fresh Diced Chicken Breast 410g \xc2\xa32.40/unit \xc2\xa35.85/kg""",Banana-Grape,2021-03-01
14,(109),"b""Sainsbury's Free Range British Chicken Breast Fill""","b""Sainsbury's Free Range British Chicken Breast Fillets, So Organic (approx.325g) \xc2\xa320.95/kg \xc2\xa32.10/10""",Banana-Grape,2021-03-01
15,£1.00,"b""Sainsbury's British Cooked Chicken""","b""Sainsbury's British Cooked Chicken 115g, x10 Slices \xc2\xa31.00/unit 87p/100g""",Banana-Grape,2021-03-01
16,£4.50,"b""ainsbury's Roast in the Bag British Whole Fresh Ch""","b""ainsbury's Roast in the Bag British Whole Fresh Chicken with Pork & Sage & Onion Stuffing 1.35kg \xc2\xa34""",Banana-Grape,2021-03-01
17,£1.10,b'Bernard Matthews Chicken Chunks',b'Bernard Matthews Chicken Chunks 90g \xc2\xa31.10/unit \xc2\xa31.22/100g',Banana-Grape,2021-03-01
18,£2.00,"b""Sainsbury's Roast Sliced Chicken Breast""","b""Sainsbury's Roast Sliced Chicken Breast 160g \xc2\xa32.00/unit \xc2\xa31.25/100g""",Banana-Grape,2021-03-01
19,£1.35,"b""Sainsbury's British Fresh Chicken Skin on Drumstic""","b""Sainsbury's British Fresh Chicken Skin on Drumsticks 1kg \xc2\xa31.35/unit \xc2\xa31.35/kg""",Banana-Grape,2021-03-01
20,£2.20,"b""Sainsbury's Ham & Cheese Chicken Kiev x""","b""Sainsbury's Ham & Cheese Chicken Kiev x2 260g \xc2\xa32.20/unit \xc2\xa38.46/kg""",Banana-Grape,2021-03-01
21,£3.30,"b""Sainsbury's British Fresh Medium Whole Chicken""","b""Sainsbury's British Fresh Medium Whole Chicken 1.6kg \xc2\xa33.30/unit \xc2\xa32.06/kg""",Banana-Grape,2021-03-01
22,(71),"b""Sainsbury's Free Range Chicken Breast Fillets, Tas""","b""Sainsbury's Free Range Chicken Breast Fillets, Taste the Difference x2 (approx. 310g) \xc2\xa315.85/kg \xc2\xa31""",Banana-Grape,2021-03-01
23,£1.85,"b""Sainsbury's British Fresh Chicken Thigh Fillets Sk""","b""Sainsbury's British Fresh Chicken Thigh Fillets Skinless & Boneless 320g \xc2\xa31.85/unit \xc2\xa35.78/kg""",Banana-Grape,2021-03-01
24,£5.75,"b""Sainsbury's British Roast Boneless Chicken Breasts""","b""Sainsbury's British Roast Boneless Chicken Breasts x4 480g \xc2\xa35.75/unit \xc2\xa31.20/100g""",Banana-Grape,2021-03-01
25,£1.60,"b""Sainsbury's Breaded Chicken Goujons""","b""Sainsbury's Breaded Chicken Goujons 270g \xc2\xa31.60/unit \xc2\xa35.93/kg""",Banana-Grape,2021-03-01
26,£1.00,"b""Sainsbury's British Fresh Chicken Breast Mini Fill""","b""Sainsbury's British Fresh Chicken Breast Mini Fillets 640g \xc2\xa33.40/unit \xc2\xa35.31/kg""",Banana-Grape,2021-03-01
27,£2.20,"b""Sainsbury's British Wafer Thin Cooked Chicken""","b""Sainsbury's British Wafer Thin Cooked Chicken 400g \xc2\xa32.20/unit 55p/100g""",Banana-Grape,2021-03-01
28,£3.25,"b""Sainsbury's Just Cook British Chicken Crown with G""","b""Sainsbury's Just Cook British Chicken Crown with Garlic & Herb Butter 525g (Serves 3) Save 50p: Was """,Banana-Grape,2021-03-01
29,(71),"b""Sainsbury's Free Range British Chicken Breast Fill""","b""Sainsbury's Free Range British Chicken Breast Fillets, Taste the Difference (approx.590g) \xc2\xa315.20/kg""",Banana-Grape,2021-03-01
30,£2.20,"b""Sainsbury's Garlic & Herb Chicken Kiev, Be Good To""","b""Sainsbury's Garlic & Herb Chicken Kiev, Be Good To Yourself x2 260g \xc2\xa32.20/unit \xc2\xa38.46/kg""",Banana-Grape,2021-03-01
31,£2.75,"b""Sainsbury's Roast Chicken Stuffing Topped, Taste t""","b""Sainsbury's Roast Chicken Stuffing Topped, Taste the Difference 135g \xc2\xa32.75/unit \xc2\xa32.04/100g""",Banana-Grape,2021-03-01
32,£1.49,"b""Sainsbury's British Fresh Chicken Wings""","b""Sainsbury's British Fresh Chicken Wings 1kg \xc2\xa31.49/unit \xc2\xa31.49/kg""",Banana-Grape,2021-03-01
33,£3.50,"b""Sainsbury's Garlic Chicken Breast Fillet Kievs""","b""Sainsbury's Garlic Chicken Breast Fillet Kievs 390g \xc2\xa33.50/unit \xc2\xa38.97/kg""",Banana-Grape,2021-03-01
34,£2.00,"b""Sainsbury's BBQ Sliced Chicken Breast""","b""Sainsbury's BBQ Sliced Chicken Breast 160g Save 50p: Was \xc2\xa32.50 Now \xc2\xa32.00 \xc2\xa32.00/unit \xc2\xa31.25/100g""",Banana-Grape,2021-03-01
35,(40),"b""Sainsbury's Corn Fed Whole British Chicken (approx""","b""Sainsbury's Corn Fed Whole British Chicken (approx.1.55kg) \xc2\xa34.00/kg \xc2\xa34.00/kg Price shown is the ma""",Banana-Grape,2021-03-01
36,£2.50,"b""Sainsbury's Southern Fried Chicken Breast Mini Fil""","b""Sainsbury's Southern Fried Chicken Breast Mini Fillets 300g \xc2\xa32.50/unit \xc2\xa38.20/kg""",Banana-Grape,2021-03-01
37,£3.25,"b""Sainsbury's Just Cook Chicken Breast Joint Butter ""","b""Sainsbury's Just Cook Chicken Breast Joint Butter Basted 500g (Serves 3) Save 50p: Was \xc2\xa33.75 Now \xc2\xa3""",Banana-Grape,2021-03-01
38,£3.20,"b""Sainsbury's Breaded Chicken Goujons""","b""Sainsbury's Breaded Chicken Goujons 540g \xc2\xa33.20/unit \xc2\xa35.93/kg""",Banana-Grape,2021-03-01
39,(42),"b""Sainsbury's Free Range Whole Fresh British Chicken""","b""Sainsbury's Free Range Whole Fresh British Chicken, So Organic (approx.1.7kg) \xc2\xa37.45/kg \xc2\xa37.45/kg Pr""",Banana-Grape,2021-03-01
40,£2.50,"b""Sainsbury's Sweet Chilli Sliced Chicken Breast""","b""Sainsbury's Sweet Chilli Sliced Chicken Breast 160g \xc2\xa32.50/unit \xc2\xa31.56/100g""",Banana-Grape,2021-03-01
41,£2.50,"b""Sainsbury's Tikka Sliced Chicken Breast""","b""Sainsbury's Tikka Sliced Chicken Breast 160g \xc2\xa32.50/unit \xc2\xa31.56/100g""",Banana-Grape,2021-03-01
42,£2.00,"b""Sainsbury's British Fresh Small Whole Chicken""","b""Sainsbury's British Fresh Small Whole Chicken 1.3kg \xc2\xa32.80/unit \xc2\xa32.07/kg""",Banana-Grape,2021-03-01
43,£4.45,"b""Sainsbury's Roast in the Bag British Fresh Chicken""","b""Sainsbury's Roast in the Bag British Fresh Chicken Crown with Lemon & Garlic & Thyme 700g \xc2\xa34.45/uni""",Banana-Grape,2021-03-01
44,£4.50,"b""Sainsbury's Roast in the Bag British Whole Fresh C""","b""Sainsbury's Roast in the Bag British Whole Fresh Chicken & Garlic & Parsley Basted 1.4kg \xc2\xa34.50/unit""",Banana-Grape,2021-03-01
45,£4.00,"b""Sainsbury's Chargrilled Chicken Breast Slices""","b""Sainsbury's Chargrilled Chicken Breast Slices 300g \xc2\xa34.00/unit \xc2\xa31.33/100g""",Banana-Grape,2021-03-01
46,£1.75,"b""Sainsbury's British Roast Chicken & Stuffing""","b""Sainsbury's British Roast Chicken & Stuffing 100g, x4 Slices \xc2\xa31.75/unit \xc2\xa31.75/100g""",Banana-Grape,2021-03-01
47,£3.00,"b""Sainsbury's Southern Fried Breaded Chicken Breast ""","b""Sainsbury's Southern Fried Breaded Chicken Breast Fillets x2 315g \xc2\xa33.00/unit \xc2\xa39.52/kg""",Banana-Grape,2021-03-01
48,60p,"b""Sainsbury's British Wafer Thin Cooked Chicken""","b""Sainsbury's British Wafer Thin Cooked Chicken 70g 60p/unit 86p/100g""",Banana-Grape,2021-03-01
49,£2.50,"b""Sainsbury's Breaded Chicken Breast Fillets x""","b""Sainsbury's Breaded Chicken Breast Fillets x2 350g Save 50p: Was \xc2\xa33.00 Now \xc2\xa32.50 \xc2\xa32.50/unit \xc2\xa37.1""",Banana-Grape,2021-03-01
50,£3.00,"b""Sainsbury's Roast Chicken Thighs""","b""Sainsbury's Roast Chicken Thighs 500g \xc2\xa33.00/unit 60p/100g""",Banana-Grape,2021-03-01
51,£7.50,"b""Sainsbury's British Fresh Chicken Breast Fillets S""","b""Sainsbury's British Fresh Chicken Breast Fillets Skinless & Boneless 1.6kg \xc2\xa37.50/unit \xc2\xa34.69/kg""",Banana-Grape,2021-03-01
52,£2.85,"b""Sainsbury's British Fresh Quick Cook Chicken Breas""","b""Sainsbury's British Fresh Quick Cook Chicken Breast Sizzler Steaks 500g \xc2\xa32.85/unit \xc2\xa35.70/kg""",Banana-Grape,2021-03-01
53,(15),"b""Sainsbury's Free Range British Chicken Thigh & Dru""","b""Sainsbury's Free Range British Chicken Thigh & Drumsticks, Taste the Difference (approx.590g) \xc2\xa36.95""",Banana-Grape,2021-03-01
54,£1.00,"b""Sainsbury's British Fresh Chicken Livers""","b""Sainsbury's British Fresh Chicken Livers 400g \xc2\xa31.00/unit \xc2\xa32.50/kg""",Banana-Grape,2021-03-01
55,(19),"b""Sainsbury's Free Range Chicken Thigh Fillets, SO O""","b""Sainsbury's Free Range Chicken Thigh Fillets, SO Organic (approx. 360g) \xc2\xa318.75/kg \xc2\xa318.75/kg""",Banana-Grape,2021-03-01
56,£2.90,"b""Sainsbury's Steamed Cooked Chicken Breast Fillets ""","b""Sainsbury's Steamed Cooked Chicken Breast Fillets x2 200g \xc2\xa32.90/unit \xc2\xa31.45/100g""",Banana-Grape,2021-03-01
57,£2.50,"b""Sainsbury's Breaded Mini Chicken Breast Fillets""","b""Sainsbury's Breaded Mini Chicken Breast Fillets 305g \xc2\xa32.50/unit \xc2\xa38.20/kg""",Banana-Grape,2021-03-01
58,£5.00,"b""Sainsbury's Roast Whole Cooked Chicken (approx.""","b""Sainsbury's Roast Whole Cooked Chicken (approx. 1kg) \xc2\xa35.00/unit 50p/100g""",Banana-Grape,2021-03-01
59,£2.95,"b""Sainsbury's Cajun Spiced British Fresh Chicken Bre""","b""Sainsbury's Cajun Spiced British Fresh Chicken Breast Grills x2 310g \xc2\xa32.95/unit \xc2\xa39.52/kg""",Banana-Grape,2021-03-01
0,£2.00,"b""Sainsbury's Fairtrade Bananas Loose""","b""Sainsbury's Fairtrade Bananas Loose 73p/kg 73p/kg Purchase by: items kg""",Citrus,2021-03-01
1,£1.10,"b""Sainsbury's Fairtrade Bananas x""","b""Sainsbury's Fairtrade Bananas x5 69p/unit 14p/ea""",Citrus,2021-03-01
2,£1.75,"b""Sainsbury's Red Seedless Grapes""","b""Sainsbury's Red Seedless Grapes 500g \xc2\xa32.00/unit \xc2\xa34.00/kg""",Citrus,2021-03-01
3,£1.10,"b""Sainsbury's Fairtrade Bananas x""","b""Sainsbury's Fairtrade Bananas x8 \xc2\xa31.10/unit 14p/ea""",Citrus,2021-03-01
4,£2.00,"b""Sainsbury's White Seedless Grapes""","b""Sainsbury's White Seedless Grapes 500g \xc2\xa32.00/unit \xc2\xa34.00/kg""",Citrus,2021-03-01
5,£1.05,"b""Sainsbury's Small Bananas, Fairtrade x""","b""Sainsbury's Small Bananas, Fairtrade x8 \xc2\xa31.05/unit 13p/ea""",Citrus,2021-03-01
6,£1.75,"b""Sainsbury's Red & White Seedless Grapes""","b""Sainsbury's Red & White Seedless Grapes 500g Save 25p: Was \xc2\xa32.00 Now \xc2\xa31.75 \xc2\xa31.75/unit \xc2\xa33.50/kg""",Citrus,2021-03-01
7,£2.00,"b""Sainsbury's Black Seedless Grapes""","b""Sainsbury's Black Seedless Grapes 500g \xc2\xa32.00/unit \xc2\xa34.00/kg""",Citrus,2021-03-01
8,£1.75,"b""Sainsbury's Black Sable Seedless Grapes, Taste the""","b""Sainsbury's Black Sable Seedless Grapes, Taste the Difference 400g Save 75p: Was \xc2\xa32.50 Now \xc2\xa31.75 \xc2""",Citrus,2021-03-01
9,£1.35,"b""Sainsbury's Fairtrade Bananas, SO Organic x""","b""Sainsbury's Fairtrade Bananas, SO Organic x6 \xc2\xa31.35/unit 23p/ea""",Citrus,2021-03-01
10,£2.50,"b""Sainsbury's Grapes (Red or Black), SO Organic""","b""Sainsbury's Grapes (Red or Black), SO Organic 400g \xc2\xa32.50/unit \xc2\xa36.25/kg""",Citrus,2021-03-01
11,£2.25,"b""Sainsbury's White Grapes, SO Organic""","b""Sainsbury's White Grapes, SO Organic 400g Save 75p: Was \xc2\xa33.00 Now \xc2\xa32.25 \xc2\xa32.25/unit \xc2\xa35.63/kg""",Citrus,2021-03-01
12,£1.25,"b""Sainsbury's Red Grapes""","b""Sainsbury's Red Grapes 300g \xc2\xa31.25/unit \xc2\xa34.17/ea""",Citrus,2021-03-01
13,£3.50,"b""Sainsbury's Mixed Grapes""","b""Sainsbury's Mixed Grapes 900g \xc2\xa33.50/unit 39p/100g""",Citrus,2021-03-01
14,£1.25,"b""Sainsbury's White Grapes""","b""Sainsbury's White Grapes 300g \xc2\xa31.25/unit \xc2\xa34.17/kg""",Citrus,2021-03-01
15,£2.50,"b""Sainsbury's Cotton Candy Seedless Grapes, Taste th""","b""Sainsbury's Cotton Candy Seedless Grapes, Taste the Difference, Ltd Edition 400g \xc2\xa32.50/unit \xc2\xa36.25/""",Citrus,2021-03-01
16,£2.50,"b""Sainsbury's Vitoria Grape, Taste the Difference""","b""Sainsbury's Vitoria Grape, Taste the Difference 400g \xc2\xa32.50/unit \xc2\xa36.25/kg""",Citrus,2021-03-01
