number,restbay,croyde,minehead,llangennith,kimmeridge,sennen,brighton,freshwatereast,freshwaterwest,marloes,westdale,restbay_low,restbay_high,croyde_low,croyde_high,minehead_low,minehead_high,llangennith_low,llangennith_high,kimmeridge_low,kimmeridge_high,sennen_low,sennen_high,brighton_low,brighton_high,freshwatereast_low,freshwatereast_high,freshwaterwest_low,freshwaterwest_high,marloes_low,marloes_high,westdale_low,westdale_high,days,date
12,2-3,2-4,1,2,1-2,3-4,1,0-1,2-3,2-3,2-3,2,3,2,4,1,,2,,1,2,3,4,1,,0,1,2,3,2,3,2,3,1.5, 8 Mar 2021
13,2-3,2-3,1,2,1-2,3-4,1,0-1,2-3,2-3,2-3,2,3,2,3,1,,2,,1,2,3,4,1,,0,1,2,3,2,3,2,3,1.625, 8 Mar 2021
14,2-3,2-3,1,2,1-2,3-4,1,0-1,2-3,2-4,2-4,2,3,2,3,1,,2,,1,2,3,4,1,,0,1,2,3,2,4,2,4,1.75, 8 Mar 2021
15,2-3,2-3,1,2-3,1-2,2-4,1,0-1,3-4,3-5,3-4,2,3,2,3,1,,2,3,1,2,2,4,1,,0,1,3,4,3,5,3,4,1.875, 8 Mar 2021
16,3-5,3-4,1-2,3-4,2-3,3-4,1-2,1,3-5,4-6,3-5,3,5,3,4,1,2,3,4,2,3,3,4,1,2,1,,3,5,4,6,3,5,2, 8 Mar 2021
17,4-6,3-5,1-2,3-5,3-4,3-5,1-2,0-1,4-6,5-8,4-6,4,6,3,5,1,2,3,5,3,4,3,5,1,2,0,1,4,6,5,8,4,6,2.125, 8 Mar 2021
18,5-7,4-7,1,4-6,4-6,5-7,2-3,0-1,5-8,6-9,5-8,5,7,4,7,1,,4,6,4,6,5,7,2,3,0,1,5,8,6,9,5,8,2.25, 8 Mar 2021
19,5-8,5-8,1-2,5-7,4-7,4-7,3-4,,5-8,6-9,5-9,5,8,5,8,1,2,5,7,4,7,4,7,3,4,,,5,8,6,9,5,9,2.375, 8 Mar 2021
20,6-9,5-8,1-2,4-7,5-8,6-10,3-5,,5-8,5-8,5-8,6,9,5,8,1,2,4,7,5,8,6,10,3,5,,,5,8,5,8,5,8,2.5, 8 Mar 2021
21,5-8,5-8,1-2,4-6,6-9,5-7,4-6,,5-7,5-8,5-7,5,8,5,8,1,2,4,6,6,9,5,7,4,6,,,5,7,5,8,5,7,2.625, 8 Mar 2021
22,5-8,5-7,1-2,4-6,7-10,5-9,4-7,,5-7,5-8,5-7,5,8,5,7,1,2,4,6,7,10,5,9,4,7,,,5,7,5,8,5,7,2.75, 8 Mar 2021
23,5-7,5-8,1-2,4-7,7-10,5-8,5-7,,5-8,6-9,5-8,5,7,5,8,1,2,4,7,7,10,5,8,5,7,,,5,8,6,9,5,8,2.875, 8 Mar 2021
24,6-9,5-9,1-2,5-8,7-10,6-9,5-7,,6-9,7-10,6-10,6,9,5,9,1,2,5,8,7,10,6,9,5,7,,,6,9,7,10,6,10,3, 8 Mar 2021
25,7-11,6-10,2-3,6-9,7-12,8-12,5-8,,7-11,7-12,8-12,7,11,6,10,2,3,6,9,7,12,8,12,5,8,,,7,11,7,12,8,12,3.125, 8 Mar 2021
26,8-13,8-12,2-4,7-11,8-12,10-16,5-8,,9-15,9-14,10-16,8,13,8,12,2,4,7,11,8,12,10,16,5,8,,,9,15,9,14,10,16,3.25, 8 Mar 2021
27,10-16,10-16,3-5,8-13,9-13,12-20,5-8,,10-16,10-16,12-18,10,16,10,16,3,5,8,13,9,13,12,20,5,8,,,10,16,10,16,12,18,3.375, 8 Mar 2021
28,10-16,10-16,3-5,8-12,9-14,14-22,5-8,,10-16,10-16,10-18,10,16,10,16,3,5,8,12,9,14,14,22,5,8,,,10,16,10,16,10,18,3.5, 8 Mar 2021
29,10-16,10-16,3-5,8-12,8-13,16-24,5-8,,10-18,10-16,12-18,10,16,10,16,3,5,8,12,8,13,16,24,5,8,,,10,18,10,16,12,18,3.625, 8 Mar 2021
30,12-18,12-18,3-5,9-14,12-18,16-24,5-7,,12-18,10-16,12-18,12,18,12,18,3,5,9,14,12,18,16,24,5,7,,,12,18,10,16,12,18,3.75, 8 Mar 2021
31,10-18,10-16,3-5,8-13,12-18,14-22,4-7,,10-16,10-16,10-16,10,18,10,16,3,5,8,13,12,18,14,22,4,7,,,10,16,10,16,10,16,3.875, 8 Mar 2021
32,10-16,9-14,2-4,7-12,10-16,12-20,4-6,,10-14,9-14,10-16,10,16,9,14,2,4,7,12,10,16,12,20,4,6,,,10,14,9,14,10,16,4, 8 Mar 2021
33,9-13,8-13,2-3,7-10,9-15,12-18,3-5,,9-14,8-13,9-14,9,13,8,13,2,3,7,10,9,15,12,18,3,5,,,9,14,8,13,9,14,4.125, 8 Mar 2021
34,8-13,8-12,2-3,7-11,9-14,10-16,3-5,,9-13,8-13,9-14,8,13,8,12,2,3,7,11,9,14,10,16,3,5,,,9,13,8,13,9,14,4.25, 8 Mar 2021
35,9-13,8-13,2-3,5-8,9-14,10-16,3-5,,7-11,7-11,7-11,9,13,8,13,2,3,5,8,9,14,10,16,3,5,,,7,11,7,11,7,11,4.375, 8 Mar 2021
36,7-11,7-11,2-4,5-8,6-9,10-16,3-5,,7-11,6-10,7-11,7,11,7,11,2,4,5,8,6,9,10,16,3,5,,,7,11,6,10,7,11,4.5, 8 Mar 2021
37,7-11,7-11,2-4,5-8,6-10,9-14,4-6,,7-11,7-11,8-12,7,11,7,11,2,4,5,8,6,10,9,14,4,6,,,7,11,7,11,8,12,4.625, 8 Mar 2021
38,7-11,7-11,2-4,5-8,6-9,9-14,4-6,,8-12,7-11,8-12,7,11,7,11,2,4,5,8,6,9,9,14,4,6,,,8,12,7,11,8,12,4.75, 8 Mar 2021
39,7-12,7-11,2-4,5-8,7-11,9-14,4-6,,7-12,7-10,7-12,7,12,7,11,2,4,5,8,7,11,9,14,4,6,,,7,12,7,10,7,12,4.875, 8 Mar 2021
40,7-11,7-11,2-4,5-8,5-8,9-13,3-5,,7-11,6-10,7-11,7,11,7,11,2,4,5,8,5,8,9,13,3,5,,,7,11,6,10,7,11,5, 8 Mar 2021
41,7-11,6-10,2-3,5-8,5-8,8-13,3-5,,7-10,6-9,7-10,7,11,6,10,2,3,5,8,5,8,8,13,3,5,,,7,10,6,9,7,10,5.125, 8 Mar 2021
42,6-10,6-9,2-3,5-7,5-8,8-12,3-4,,6-9,6-9,6-9,6,10,6,9,2,3,5,7,5,8,8,12,3,4,,,6,9,6,9,6,9,5.25, 8 Mar 2021
43,6-9,6-9,2-3,4-7,5-7,8-12,3-4,,6-9,5-8,6-9,6,9,6,9,2,3,4,7,5,7,8,12,3,4,,,6,9,5,8,6,9,5.375, 8 Mar 2021
44,6-9,6-9,2-3,4-7,5-9,8-12,2-4,,6-9,5-8,6-9,6,9,6,9,2,3,4,7,5,9,8,12,2,4,,,6,9,5,8,6,9,5.5, 8 Mar 2021
45,6-10,6-9,2-3,5-7,4-7,7-12,3-4,,6-9,5-8,6-9,6,10,6,9,2,3,5,7,4,7,7,12,3,4,,,6,9,5,8,6,9,5.625, 8 Mar 2021
46,5-7,6-9,2-3,4-6,5-7,7-12,3-5,,5-8,5-7,5-8,5,7,6,9,2,3,4,6,5,7,7,12,3,5,,,5,8,5,7,5,8,5.75, 8 Mar 2021
47,6-9,5-8,2-4,4-7,5-8,8-12,3-5,,5-8,5-8,5-8,6,9,5,8,2,4,4,7,5,8,8,12,3,5,,,5,8,5,8,5,8,5.875, 8 Mar 2021
48,6-9,6-9,2-4,5-7,5-8,8-12,3-5,,6-9,5-8,6-9,6,9,6,9,2,4,5,7,5,8,8,12,3,5,,,6,9,5,8,6,9,6, 8 Mar 2021
49,6-10,6-9,3-4,5-8,5-8,8-13,4-6,,6-9,5-8,6-9,6,10,6,9,3,4,5,8,5,8,8,13,4,6,,,6,9,5,8,6,9,6.125, 8 Mar 2021
50,6-9,6-10,3-4,4-7,5-8,8-12,4-6,,6-9,5-8,6-9,6,9,6,10,3,4,4,7,5,8,8,12,4,6,,,6,9,5,8,6,9,6.25, 8 Mar 2021
51,6-9,6-9,2-4,4-6,5-8,7-12,4-6,,5-8,5-8,5-8,6,9,6,9,2,4,4,6,5,8,7,12,4,6,,,5,8,5,8,5,8,6.375, 8 Mar 2021
52,5-8,5-8,2-3,4-6,4-7,7-11,3-5,,5-8,5-7,5-8,5,8,5,8,2,3,4,6,4,7,7,11,3,5,,,5,8,5,7,5,8,6.5, 8 Mar 2021
53,6-9,5-8,2-3,4-6,4-6,7-11,3-4,,5-8,5-8,5-8,6,9,5,8,2,3,4,6,4,6,7,11,3,4,,,5,8,5,8,5,8,6.625, 8 Mar 2021
54,5-8,5-9,2-4,4-6,4-7,7-11,3-4,,5-7,4-7,5-7,5,8,5,9,2,4,4,6,4,7,7,11,3,4,,,5,7,4,7,5,7,6.75, 8 Mar 2021
55,5-7,5-8,2-3,4-6,4-7,7-10,3-5,,4-7,4-6,4-7,5,7,5,8,2,3,4,6,4,7,7,10,3,5,,,4,7,4,6,4,7,6.875, 8 Mar 2021
56,5-7,4-7,2-3,4-6,4-6,7-10,3-5,,4-7,4-7,5-7,5,7,4,7,2,3,4,6,4,6,7,10,3,5,,,4,7,4,7,5,7,7, 8 Mar 2021
