number,restbay,croyde,minehead,llangennith,kimmeridge,sennen,brighton,freshwatereast,freshwaterwest,marloes,westdale,restbay_low,restbay_high,croyde_low,croyde_high,minehead_low,minehead_high,llangennith_low,llangennith_high,kimmeridge_low,kimmeridge_high,sennen_low,sennen_high,brighton_low,brighton_high,freshwatereast_low,freshwatereast_high,freshwaterwest_low,freshwaterwest_high,marloes_low,marloes_high,westdale_low,westdale_high,days,date
17,0-1,0-1,1,0-1,1,1,0-1,1,1,1,1,0,1,0,1,1,,0,1,1,,1,,0,1,1,,1,,1,,1,,2.125, 9 Sep 2021
18,1,0-1,1,0-1,1,1,0-1,1,1,1,1,1,,0,1,1,,0,1,1,,1,,0,1,1,,1,,1,,1,,2.25, 9 Sep 2021
19,1,1,1,0-1,1,1,0-1,0-1,1,1,1,1,,1,,1,,0,1,1,,1,,0,1,0,1,1,,1,,1,,2.375, 9 Sep 2021
20,1,1,1,1,1,1,0-1,0-1,1,1,1,1,,1,,1,,1,,1,,1,,0,1,0,1,1,,1,,1,,2.5, 9 Sep 2021
21,1,1,1,0-1,1,1,0-1,,1,1,1,1,,1,,1,,0,1,1,,1,,0,1,,,1,,1,,1,,2.625, 9 Sep 2021
22,1,1,1-2,1,1,1,0-1,,1,1,1,1,,1,,1,2,1,,1,,1,,0,1,,,1,,1,,1,,2.75, 9 Sep 2021
23,1,1,1,1,1,1,0-1,,1-2,1-2,1-2,1,,1,,1,,1,,1,,1,,0,1,,,1,2,1,2,1,2,2.875, 9 Sep 2021
24,1,1,1,1,1,1,1,,1-2,1-2,1-2,1,,1,,1,,1,,1,,1,,1,,,,1,2,1,2,1,2,3, 9 Sep 2021
25,1,1,1,1,1,1,1,,1-2,1-2,1-2,1,,1,,1,,1,,1,,1,,1,,,,1,2,1,2,1,2,3.125, 9 Sep 2021
26,1,1,,1,1-2,1,1,,1-2,1-2,1-2,1,,1,,,,1,,1,2,1,,1,,,,1,2,1,2,1,2,3.25, 9 Sep 2021
27,1,1,,1,1-2,1,1,,1-2,1-2,1-2,1,,1,,,,1,,1,2,1,,1,,,,1,2,1,2,1,2,3.375, 9 Sep 2021
28,1,1,,1-2,1-2,1,1,,1-2,1-2,1-2,1,,1,,,,1,2,1,2,1,,1,,,,1,2,1,2,1,2,3.5, 9 Sep 2021
29,1-2,1,,1-2,1-2,1,1,,1-2,1-2,1-2,1,2,1,,,,1,2,1,2,1,,1,,,,1,2,1,2,1,2,3.625, 9 Sep 2021
30,1-2,1-2,,1-2,1-2,1,1,,1-2,1-2,1-2,1,2,1,2,,,1,2,1,2,1,,1,,,,1,2,1,2,1,2,3.75, 9 Sep 2021
31,1-2,1,,1-2,1-2,1,1,,1-2,1-2,1-2,1,2,1,,,,1,2,1,2,1,,1,,,,1,2,1,2,1,2,3.875, 9 Sep 2021
32,1-2,1-2,,1-2,1-2,1,1,,1-2,1-2,1-2,1,2,1,2,,,1,2,1,2,1,,1,,,,1,2,1,2,1,2,4, 9 Sep 2021
33,1-2,1-2,,1-2,1-2,1,1,,1-2,1-2,1-2,1,2,1,2,,,1,2,1,2,1,,1,,,,1,2,1,2,1,2,4.125, 9 Sep 2021
34,1-2,1-2,,1-2,1-2,1,1,,1-2,1-2,1-2,1,2,1,2,,,1,2,1,2,1,,1,,,,1,2,1,2,1,2,4.25, 9 Sep 2021
35,1-2,1-2,,1-2,1-2,1-2,1,,1-2,1-2,1-2,1,2,1,2,,,1,2,1,2,1,2,1,,,,1,2,1,2,1,2,4.375, 9 Sep 2021
36,1-2,1-2,,1-2,1,2-3,1,,1-2,1-2,1-2,1,2,1,2,,,1,2,1,,2,3,1,,,,1,2,1,2,1,2,4.5, 9 Sep 2021
37,1-2,1-2,,1-2,1,2-3,,,2,1-2,2,1,2,1,2,,,1,2,1,,2,3,,,,,2,,1,2,2,,4.625, 9 Sep 2021
38,1-2,2,,1-2,1,2-4,,,2-3,1-2,2-3,1,2,2,,,,1,2,1,,2,4,,,,,2,3,1,2,2,3,4.75, 9 Sep 2021
39,2,1-2,,1-2,1,3-4,,,2-3,2-4,3-4,2,,1,2,,,1,2,1,,3,4,,,,,2,3,2,4,3,4,4.875, 9 Sep 2021
40,2-3,2-3,,2-3,1,3-4,,,3-5,3-5,3-5,2,3,2,3,,,2,3,1,,3,4,,,,,3,5,3,5,3,5,5, 9 Sep 2021
41,2-4,3-4,,2-3,1,3-5,,,3-5,3-5,3-5,2,4,3,4,,,2,3,1,,3,5,,,,,3,5,3,5,3,5,5.125, 9 Sep 2021
42,3-4,3-4,,2-4,1,3-5,,,3-5,3-5,3-5,3,4,3,4,,,2,4,1,,3,5,,,,,3,5,3,5,3,5,5.25, 9 Sep 2021
43,3-5,3-5,,2-4,1,4-6,,,4-6,4-6,4-5,3,5,3,5,,,2,4,1,,4,6,,,,,4,6,4,6,4,5,5.375, 9 Sep 2021
44,3-5,3-5,,3-4,1-2,4-6,,,4-5,4-6,4-6,3,5,3,5,,,3,4,1,2,4,6,,,,,4,5,4,6,4,6,5.5, 9 Sep 2021
45,3-5,3-5,,3-4,1-2,3-5,,,3-5,4-6,3-5,3,5,3,5,,,3,4,1,2,3,5,,,,,3,5,4,6,3,5,5.625, 9 Sep 2021
46,3-5,3-5,,3-4,1-2,3-5,,,3-5,3-5,3-5,3,5,3,5,,,3,4,1,2,3,5,,,,,3,5,3,5,3,5,5.75, 9 Sep 2021
47,3-5,3-5,,3-4,1-2,3-5,,,3-5,4-6,3-5,3,5,3,5,,,3,4,1,2,3,5,,,,,3,5,4,6,3,5,5.875, 9 Sep 2021
48,3-5,3-4,,3-4,1-2,3-4,,,3-5,3-4,3-5,3,5,3,4,,,3,4,1,2,3,4,,,,,3,5,3,4,3,5,6, 9 Sep 2021
49,3-4,3-4,,2-4,1-2,3-4,,,3-5,4-6,3-5,3,4,3,4,,,2,4,1,2,3,4,,,,,3,5,4,6,3,5,6.125, 9 Sep 2021
50,3-4,3-4,,3-4,1-2,3-4,,,3-5,4-6,3-5,3,4,3,4,,,3,4,1,2,3,4,,,,,3,5,4,6,3,5,6.25, 9 Sep 2021
51,3-5,3-5,,3-4,1-2,3-4,,,3-5,4-6,3-5,3,5,3,5,,,3,4,1,2,3,4,,,,,3,5,4,6,3,5,6.375, 9 Sep 2021
52,3-5,3-5,,3-5,2-3,3-4,,,3-5,4-6,3-5,3,5,3,5,,,3,5,2,3,3,4,,,,,3,5,4,6,3,5,6.5, 9 Sep 2021
53,3-5,3-5,,3-4,2,3-4,,,3-5,3-5,3-4,3,5,3,5,,,3,4,2,,3,4,,,,,3,5,3,5,3,4,6.625, 9 Sep 2021
54,3-5,3-4,,2-4,2-3,3-4,,,3-4,3-4,3-4,3,5,3,4,,,2,4,2,3,3,4,,,,,3,4,3,4,3,4,6.75, 9 Sep 2021
55,3-4,2-4,,2-3,2-3,2-4,,,2-4,2-4,2-4,3,4,2,4,,,2,3,2,3,2,4,,,,,2,4,2,4,2,4,6.875, 9 Sep 2021
56,2-4,2-4,,2-3,,2-4,,,2-3,2-3,2-3,2,4,2,4,,,2,3,,,2,4,,,,,2,3,2,3,2,3,7, 9 Sep 2021
