number,restbay,croyde,minehead,llangennith,kimmeridge,sennen,brighton,freshwatereast,freshwaterwest,marloes,westdale,restbay_low,restbay_high,croyde_low,croyde_high,minehead_low,minehead_high,llangennith_low,llangennith_high,kimmeridge_low,kimmeridge_high,sennen_low,sennen_high,brighton_low,brighton_high,freshwatereast_low,freshwatereast_high,freshwaterwest_low,freshwaterwest_high,marloes_low,marloes_high,westdale_low,westdale_high,days,date
33,0-1,1-2,1,0-1,1,1-2,,,0-1,0-1,1,0,1,1,2,1,,0,1,1,,1,2,,,,,0,1,0,1,1,,4.125, 7 Apr 2021
34,0-1,1,0-1,0-1,1,1-2,,,0-1,0-1,1,0,1,1,,0,1,0,1,1,,1,2,,,,,0,1,0,1,1,,4.25, 7 Apr 2021
35,0-1,1,0-1,0-1,1,1-2,,,0-1,0-1,1,0,1,1,,0,1,0,1,1,,1,2,,,,,0,1,0,1,1,,4.375, 7 Apr 2021
36,0-1,0-1,0-1,0-1,1,1-2,,,1,0-1,1,0,1,0,1,0,1,0,1,1,,1,2,,,,,1,,0,1,1,,4.5, 7 Apr 2021
37,1,1,0-1,0-1,1,1-2,,,1,0-1,1,1,,1,,0,1,0,1,1,,1,2,,,,,1,,0,1,1,,4.625, 7 Apr 2021
38,0-1,1,0-1,0-1,1,1-2,,,0-1,0-1,0-1,0,1,1,,0,1,0,1,1,,1,2,,,,,0,1,0,1,0,1,4.75, 7 Apr 2021
39,0-1,1,1,0-1,0-1,1-2,,,0-1,0-1,0-1,0,1,1,,1,,0,1,0,1,1,2,,,,,0,1,0,1,0,1,4.875, 7 Apr 2021
40,0-1,1,1,0-1,0-1,1-2,,,0-1,0-1,0-1,0,1,1,,1,,0,1,0,1,1,2,,,,,0,1,0,1,0,1,5, 7 Apr 2021
41,0-1,1,,0-1,0-1,1,,,0-1,0-1,0-1,0,1,1,,,,0,1,0,1,1,,,,,,0,1,0,1,0,1,5.125, 7 Apr 2021
42,0-1,0-1,,0-1,0-1,1,,,0-1,0-1,0-1,0,1,0,1,,,0,1,0,1,1,,,,,,0,1,0,1,0,1,5.25, 7 Apr 2021
43,0-1,0-1,,0-1,0-1,1,,,0-1,1,0-1,0,1,0,1,,,0,1,0,1,1,,,,,,0,1,1,,0,1,5.375, 7 Apr 2021
44,0-1,0-1,,0-1,0-1,1,,,0-1,1,0-1,0,1,0,1,,,0,1,0,1,1,,,,,,0,1,1,,0,1,5.5, 7 Apr 2021
45,0-1,0-1,,0-1,0-1,1,,,0-1,0-1,0-1,0,1,0,1,,,0,1,0,1,1,,,,,,0,1,0,1,0,1,5.625, 7 Apr 2021
46,0-1,0-1,,0-1,0-1,1,,,0-1,0-1,0-1,0,1,0,1,,,0,1,0,1,1,,,,,,0,1,0,1,0,1,5.75, 7 Apr 2021
47,1,0-1,,0-1,0-1,1,,,0-1,0-1,0-1,1,,0,1,,,0,1,0,1,1,,,,,,0,1,0,1,0,1,5.875, 7 Apr 2021
48,1,0-1,,0-1,0-1,1,,,1,0-1,1,1,,0,1,,,0,1,0,1,1,,,,,,1,,0,1,1,,6, 7 Apr 2021
49,1,1,,0-1,0-1,1,,,1,0-1,1,1,,1,,,,0,1,0,1,1,,,,,,1,,0,1,1,,6.125, 7 Apr 2021
50,1,1,,0-1,1,1,,,1,1,1,1,,1,,,,0,1,1,,1,,,,,,1,,1,,1,,6.25, 7 Apr 2021
51,1,1,,1,0-1,1,,,1,1,1,1,,1,,,,1,,0,1,1,,,,,,1,,1,,1,,6.375, 7 Apr 2021
52,1,1,,0-1,1,1,,,1,1,1,1,,1,,,,0,1,1,,1,,,,,,1,,1,,1,,6.5, 7 Apr 2021
53,1-2,1,,0-1,1,1,,,1,1,1,1,2,1,,,,0,1,1,,1,,,,,,1,,1,,1,,6.625, 7 Apr 2021
