time_period,ref_area,indicator,breakdown,unit_measure,value
2015,NL,desi_3b2_mvg,ind_total,pc_ind_iu3,
2015,CY,desi_3b3_vod,ind_total,pc_ind_iu3,
2015,EE,desi_3b3_vod,ind_total,pc_ind_iu3,
2015,LV,desi_3b3_vod,ind_total,pc_ind_iu3,
2015,PT,desi_3b3_vod,ind_total,pc_ind_iu3,
2015,RO,desi_3b3_vod,ind_total,pc_ind_iu3,
2015,SE,desi_3b3_vod,ind_total,pc_ind_iu3,
2015,UK,desi_3b3_vod,ind_total,pc_ind_iu3,
2015,RO,desi_2b3_ictg,total,pc_grad,
2015,EU,desi_sliders,desi_1_conn,pc_desi_sliders,0.311291
2016,BE,desi_4a2_socmed,ent_all_xfin,pc_ent,0.188365
2016,BG,desi_4a2_socmed,ent_all_xfin,pc_ent,0.083878
2016,DK,desi_4a2_socmed,ent_all_xfin,pc_ent,0.199742
2015,EL,desi_4a2_socmed,ent_all_xfin,pc_ent,0.173667
2015,EU,desi_4a2_socmed,ent_all_xfin,pc_ent,0.139218
2016,FI,desi_4a2_socmed,ent_all_xfin,pc_ent,0.21307
2016,FR,desi_4a2_socmed,ent_all_xfin,pc_ent,0.119029
2016,LT,desi_4a2_socmed,ent_all_xfin,pc_ent,0.166719
2016,LU,desi_4a2_socmed,ent_all_xfin,pc_ent,0.148983
2016,UK,desi_4a2_socmed,ent_all_xfin,pc_ent,0.34205
2016,ES,desi_4a4_cloud,ent_all_xfin,pc_ent,0.100769
2016,HR,desi_4a4_cloud,ent_all_xfin,pc_ent,0.151963
2016,IE,desi_4a4_cloud,ent_all_xfin,pc_ent,0.209228
2016,PL,desi_4a4_cloud,ent_all_xfin,pc_ent,0.044304
2015,PT,desi_4a4_cloud,ent_all_xfin,pc_ent,0.080024
2015,RO,desi_4a4_cloud,ent_all_xfin,pc_ent,0.027536
2015,SE,desi_4a4_cloud,ent_all_xfin,pc_ent,0.268762
2016,SI,desi_4a4_cloud,ent_all_xfin,pc_ent,0.109358
2015,EU,desi_4b1_smeso,ent_sm_xfin,pc_ent,0.146134
2015,BG,desi_4b2_ecomturn,ent_sm_xfin,pc_turn,0.013876
2016,CY,desi_4b2_ecomturn,ent_sm_xfin,pc_turn,0.073491
2015,DE,desi_4b2_ecomturn,ent_sm_xfin,pc_turn,0.095316
2015,ES,desi_4b2_ecomturn,ent_sm_xfin,pc_turn,0.081125
2015,FR,desi_4b2_ecomturn,ent_sm_xfin,pc_turn,0.094083
2015,LT,desi_4b2_ecomturn,ent_sm_xfin,pc_turn,0.074244
