dateYear,value
1986,36276
1987,40391
1988,49355
1989,54846
1990,59785
1991,62455
1992,61366
1993,62333
1994,64787
1995,65644
1996,70626
1997,76103
1998,81774
1999,92521
2000,101550
2001,112835
2002,128265
2003,155627
2004,180248
2005,190760
2006,204813
2007,223405
2008,227765
2009,226064
2010,251174
2011,245319
2012,246032
2013,250768
2014,267132
2015,276555
2016,282511
2017,280304
2018,282713
2019,282174
2020,303278
2021,323595
