dateYear,value
1977,25.5
1978,25
1979,25.4
1980,26.7
1981,27.4
1982,27.6
1983,28.3
1984,27
1985,29.6
1986,30.1
1987,31.5
1988,33.3
1989,32.7
1990,34.9
1991,33.9
1992,33.4
1993,33.7
1994,32.5
1995,32.3
1996,33.2
1997,33.4
1998,34.4
1999,35.1
2000,34.3
2001,35.9
2002,34.8
2003,34
2004,34.3
2005,35.9
2006,37
2007,38.6
2008,35.6
2009,36.6
2010,34.1
2011,33.8
2012,34.4
2013,35.3
2014,34.7
2015,35.1
2016,33.4
2017,35
2018,36
2019,35.4
2020,34.4
