Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Guatemala,GTM,1,1.012805928,1.018282348,1.083313314,1.101176721,1.116911903,1.145886915,1.160710492,1.2291786,1.254492009,1.293256394,1.332644523,1.396832438,1.457280594,1.515054711,1.510121774,1.585770749,1.671567753,1.71517096,1.753613537,1.774719066,1.74051836,1.634809504,1.550089722,1.515689745,1.465531,1.427629536,1.437860227,1.453041613,1.469223957,1.473946771,1.487324127,1.518892238,1.538787636,1.561480432,1.599041678,1.607252346,1.638303042,1.679959394,1.703736762,1.722776516,1.721112863,1.746592021,1.752670298,1.769642511,1.790045322,1.848010917,1.926683494,1.952147695,1.924906046,1.944384072,1.988828709,2.011909243,2.049907018,2.104309744,2.153683062,2.174990864,2.205781097,2.244716142,2.298411393,2.223805737,2.365997765
Guyana,GUY,1,1.017357564,1.000987142,0.855628819,0.929976169,1.005475271,1.037300891,1.063095286,1.05704308,1.114673197,1.146714171,1.168094629,1.116686737,1.118393899,1.191747118,1.27916386,1.285098477,1.238329854,1.204523613,1.173445829,1.188125157,1.203566039,1.044877045,0.975490236,0.929258843,0.955666308,0.952189767,0.966794719,0.937538189,0.898017405,0.877206349,0.934122254,1.005371671,1.084372782,1.173195224,1.228710952,1.323148507,1.40187698,1.375631224,1.413891177,1.392703188,1.4230291,1.438173807,1.428632231,1.451230101,1.424256395,1.499964821,1.611754131,1.645200213,1.711178754,1.789919291,1.892294189,1.992844807,2.056107627,2.080488915,2.083927987,2.151723291,2.219896439,2.252774978,2.33402021,3.355357187,3.991565878
Honduras,HND,1,0.989373965,1.016518453,1.022802042,1.047358884,1.109237711,1.135281993,1.168679454,1.2099393,1.182524913,1.189578857,1.200540436,1.231696656,1.289078994,1.236790365,1.225973974,1.312793453,1.40434444,1.442340332,1.476523088,1.440058873,1.379467927,1.310511033,1.283346905,1.324803481,1.359227705,1.391141613,1.441925835,1.426455248,1.424939207,1.42426794,1.338929107,1.380953893,1.429971878,1.393432925,1.438974137,1.425738306,1.450624396,1.463538853,1.414906816,1.47716855,1.477198684,1.49291136,1.521357345,1.576438251,1.631774661,1.698392235,1.762696833,1.79707636,1.716196748,1.743654236,1.774509297,1.812075429,1.827677989,1.849069693,1.885646734,1.924620022,1.983024173,2.024362663,2.04343615,1.830301872,2.028335649
Haiti,HTI,1,0.952659434,1.008874621,0.972309577,0.939408265,0.942203312,0.919862868,0.88418061,0.895882582,0.913313474,0.902730476,0.943965921,0.936162117,0.96329334,1.00075266,0.993443877,1.057108232,1.075409088,1.120121662,1.181358279,1.243712327,1.184421174,1.119380151,1.106936356,1.088099277,1.072652009,1.045624979,1.01608816,0.997193617,0.948276161,0.938589544,0.937196142,0.870223749,0.807299999,0.69751489,0.75235962,0.769066428,0.775439709,0.778034394,0.784709224,0.777213261,0.760762924,0.755467524,0.768394673,0.745640185,0.755861057,0.75641401,0.779022753,0.786832111,0.819874251,0.764718012,0.794708019,0.786514967,0.808322133,0.810280072,0.819163166,0.822326456,0.831353403,0.833792211,0.80887418,0.771709951,0.748513868
Indonesia,IDN,1,1.029066067,1.019632341,0.969638047,0.976267582,0.962606227,0.966514146,0.954961868,1.031266756,1.072050997,1.122228834,1.169403395,1.219179197,1.284110225,1.342177062,1.382136339,1.443594508,1.525029304,1.590693967,1.663770791,1.787116579,1.883317566,1.881696183,1.92034297,2.00697526,2.013495135,2.087557809,2.150160388,2.22885243,2.35871826,2.484542384,2.607072653,2.729389713,2.858510908,3.023715546,3.219225452,3.41517518,3.518819875,3.009447773,2.988095713,3.09007088,3.157812866,3.254882997,3.365148662,3.489728833,3.642174798,3.792925704,3.981018726,4.165824526,4.303584342,4.514577401,4.733304419,4.956086996,5.168444344,5.364645767,5.564089642,5.782574644,6.014896844,6.265296054,6.518359861,6.33033181,6.518556325
India,IND,1,1.013595745,1.019464181,1.055909017,1.108794066,1.055704915,1.032658857,1.090021592,1.1027719,1.149288263,1.182141337,1.175217466,1.142970438,1.154355973,1.141957857,1.218854795,1.212052829,1.271590024,1.314809799,1.218539543,1.271538386,1.317579046,1.332897117,1.398112214,1.419054648,1.460408832,1.496342268,1.521659812,1.632119624,1.692081456,1.747883833,1.729616604,1.786985668,1.833938106,1.916926259,2.021455211,2.13205121,2.17622461,2.267602565,2.422963577,2.470597889,2.543364887,2.593619437,2.749665083,2.918291214,3.099400689,3.298569563,3.499572048,3.55664239,3.783261307,4.048588027,4.203166079,4.373849237,4.5931808,4.872730062,5.200229545,5.563257034,5.87303774,6.184450202,6.350175945,5.874925826,6.334242154
"Iran, Islamic Rep.",IRN,1,1.074040455,1.127127801,1.17257427,1.235330492,1.403671024,1.520039528,1.643548018,1.828377558,2.053373339,2.213225728,2.445640614,2.722314428,2.842735937,2.921491609,2.826753088,3.245719482,3.062008469,2.585986042,2.201055242,1.666696961,1.495810635,1.754676233,1.881566369,1.685941422,1.657920519,1.445329379,1.396359024,1.271912827,1.311335136,1.43223781,1.553195643,1.56709717,1.534137799,1.502293369,1.517891485,1.593226747,1.59194333,1.59993835,1.606331068,1.672483047,1.683456538,1.801833164,1.939420819,1.991092334,2.021789205,2.090315711,2.228171048,2.203325181,2.195448633,2.290346275,2.32109895,2.205765644,2.140785502,2.205260915,2.125222797,2.270496128,2.300028584,2.218976859,2.136370849,2.189158271,2.275970846
Italy,ITA,1,1.074864188,1.133847122,1.188748595,1.211994962,1.24110764,1.305200466,1.388807399,1.470380316,1.551239169,1.624355597,1.64619149,1.697280875,1.805937503,1.892839465,1.842240385,1.963686761,2.005431355,2.063046121,2.179674739,2.249798584,2.266069857,2.273756932,2.299507028,2.373155248,2.438853238,2.508467057,2.588272188,2.695531278,2.784776597,2.837699601,2.879362014,2.901412387,2.874910836,2.936152632,3.020866577,3.058274825,3.112600527,3.168046039,3.219008328,3.339397518,3.402649848,3.406214447,3.395808162,3.421932714,3.433008013,3.483993585,3.517994649,3.461145944,3.263462304,3.309180648,3.326861184,3.219002344,3.123320596,3.094654327,3.121747326,3.167502478,3.225161598,3.26121299,3.314974197,3.030025291,3.252177634
Japan,JPN,1,1.11044073,1.198184586,1.286608896,1.421970342,1.488610272,1.631998567,1.794200203,2.002640123,2.225907607,2.254439598,2.30914701,2.46860515,2.629632846,2.563107364,2.608931511,2.683723788,2.77455927,2.894372511,3.027362222,3.088224792,3.196432677,3.278447239,3.373911211,3.499965813,3.657591345,3.75801473,3.913808139,4.157197243,4.344569196,4.539799417,4.68132742,4.70598608,4.669214623,4.706641165,4.819154343,4.958916625,4.995657534,4.918812128,4.893443817,5.020325486,5.027580443,5.018008331,5.084150296,5.193547144,5.286737027,5.355894271,5.429131965,5.360067437,5.055537761,5.261764422,5.272774759,5.353806058,5.469039831,5.492522855,5.584163683,5.629136461,5.72813112,5.76890225,5.763126136,5.519602052,5.636933459
Kenya,KEN,1,0.88832754,0.935589513,0.978679356,0.987504363,0.967785175,1.066672616,1.05946029,1.099538442,1.141281596,1.047031686,1.233467966,1.394431599,1.426026914,1.434153402,1.399331631,1.383822113,1.465283311,1.51360815,1.573273304,1.603110545,1.604255653,1.569920323,1.532556944,1.502600999,1.510905476,1.562426278,1.598023133,1.638762419,1.657256819,1.668994007,1.63949053,1.577735459,1.537408013,1.533089896,1.556299062,1.577557087,1.54321977,1.551701142,1.543621543,1.508258814,1.51857106,1.48125159,1.480109359,1.50984021,1.552126658,1.604152233,1.663959147,1.618875016,1.623621135,1.705717767,1.746082208,1.780312421,1.803924572,1.851515528,1.901197567,1.938150538,1.969221933,2.038579592,2.100857339,2.053906986,2.165818407
"Korea, Rep.",KOR,1,1.038095548,1.048130219,1.11129501,1.185171341,1.239981041,1.354221757,1.443086999,1.595623536,1.78705801,1.924215651,2.085611988,2.194517827,2.477269206,2.666834574,2.82794432,3.151126169,3.485088871,3.808509674,4.076448207,3.947362561,4.167858392,4.446130414,4.967084466,5.423847409,5.791710603,6.383933395,7.12566127,7.902108607,8.37774151,9.115018743,9.997990511,10.50796618,11.11714298,12.0259432,13.05021119,13.94645069,14.6688252,13.81629954,15.29152809,16.53819892,17.20816242,18.4306876,18.91247312,19.81673257,20.62677028,21.59889504,22.73637086,23.24424506,23.30822925,24.77059219,25.48681207,25.9622939,26.66227654,27.34382285,27.96409817,28.6741471,29.49715159,30.22344409,30.79433914,30.53375368,31.85562322
Lesotho,LSO,1,0.9877804,1.104691779,1.185020763,1.244236546,1.232614403,1.189424389,1.274593478,1.224515376,1.199515733,1.183032173,1.20082425,1.157582811,1.413777604,1.515964995,1.267108729,1.361984008,1.610371783,1.852701868,1.853811964,1.753291992,1.71689286,1.744139003,1.73004082,1.775969026,1.773372342,1.808250087,1.779476674,1.893761876,1.965689041,2.047554297,2.153671875,2.267548162,2.313559008,2.419614203,2.468956621,2.579115935,2.650933533,2.673991866,2.675129099,2.772705493,2.87024704,2.893829227,3.03261927,3.095819244,3.216018112,3.35315077,3.481803224,3.652800443,3.581527388,3.744833023,3.888924711,4.100984808,4.135807556,4.163782992,4.246823751,4.347910048,4.159573959,4.110660229,4.097180927,3.707499837,3.712412026
Luxembourg,LUX,1,1.028878467,1.030161245,1.054575337,1.124858323,1.103960237,1.108162795,1.106917841,1.150294003,1.25882669,1.391596674,1.415153541,1.490339666,1.59649297,1.642189486,1.517605157,1.548383733,1.569961011,1.63100719,1.665358585,1.67339472,1.659276742,1.676670951,1.726329801,1.831253506,1.878742383,2.057064691,2.124525384,2.287669941,2.48750513,2.587249365,2.773490084,2.786694032,2.865034169,2.934271416,2.934779043,2.935578809,3.056132484,3.21981397,3.436313193,3.625668118,3.692908841,3.772291975,3.824345581,3.929931486,3.966352746,4.138457087,4.405057791,4.314028421,4.09771169,4.174894028,4.125763964,4.094318076,4.127672533,4.137272031,4.132494462,4.245716207,4.198329218,4.168339464,4.182141925,4.080231103,4.223801663
Madagascar,MDG,1,0.994436895,0.990967575,0.956492375,0.96864683,0.939172279,0.933371328,0.958640581,0.996176499,1.004445781,1.027276825,1.036316565,0.992564881,0.937655574,0.927955564,0.911775401,0.857760181,0.852329631,0.805485305,0.859273944,0.842655255,0.738682046,0.704472328,0.691174333,0.68403239,0.672944592,0.667299469,0.65641233,0.659619604,0.666864796,0.667703541,0.607076215,0.595847818,0.589821769,0.571318555,0.562771753,0.556893578,0.559432007,0.56335218,0.571829742,0.579430805,0.595955726,0.506776718,0.540280843,0.552279116,0.561876952,0.575128591,0.590437067,0.611990952,0.57084775,0.558154802,0.551309133,0.552625918,0.550434841,0.554066011,0.556821314,0.56427351,0.571506963,0.574890666,0.585281999,0.530180451,0.540303291
Mexico,MEX,1,1.017151508,1.030360708,1.077705697,1.166571009,1.208349871,1.240156166,1.270312094,1.345420986,1.347313343,1.389984668,1.397584392,1.466096575,1.533108279,1.572758239,1.613630034,1.635838737,1.642138169,1.73728315,1.852357984,1.971621309,2.09247215,2.03965188,1.929663941,1.957212956,1.963104464,1.868904677,1.868513789,1.860382987,1.904373088,1.966501048,2.009278379,2.040247309,2.040119377,2.100536611,1.932175075,2.026622705,2.1282823,2.200770283,2.224573477,2.297821839,2.25351256,2.218623726,2.21748413,2.270803242,2.290234704,2.360842862,2.383362238,2.380255391,2.226731226,2.309851806,2.360520428,2.412567519,2.413239399,2.451388386,2.502738055,2.539629746,2.565427716,2.5969068,2.569537528,2.347153375,2.444240375
Middle income,MIC,1,0.997773967,1.010839933,1.033843498,1.089997339,1.128090421,1.155155955,1.164283568,1.203056006,1.271781936,1.347293931,1.401109499,1.454802795,1.523741652,1.578131254,1.612709007,1.677442066,1.720757916,1.750676076,1.795786928,1.846394588,1.846404659,1.860137036,1.857499422,1.910366614,1.958044474,1.997088452,2.051852568,2.094677057,2.118174752,2.121896644,2.115706025,2.11430066,2.151122701,2.188436483,2.237016231,2.323166673,2.407368413,2.43345041,2.490657901,2.600397966,2.6609236,2.751297603,2.880376278,3.063318574,3.246303587,3.471908233,3.737539962,3.912083988,3.990108375,4.256942077,4.474411091,4.665517288,4.85852445,5.039403654,5.203399344,5.380926858,5.59775015,5.810642417,5.982173812,5.852655954,6.207817767
Malawi,MWI,1,1.051109537,1.032800187,0.993722384,0.99543583,1.103670475,1.219573975,1.276398191,1.221243085,1.261725469,1.236996418,1.402049718,1.451615103,1.446294905,1.508428608,1.5557708,1.586286282,1.612848516,1.709963318,1.719899599,1.661254204,1.512433586,1.489865606,1.48528943,1.505054613,1.51480302,1.4571358,1.411886474,1.380406483,1.334910569,1.356948847,1.431605704,1.289401587,1.394813756,1.267482121,1.482294129,1.560245083,1.588276099,1.616352033,1.628873311,1.616910243,1.500468231,1.488983451,1.534425905,1.57545294,1.58303483,1.611617178,1.716968958,1.795720145,1.889558863,1.961892047,1.999037497,1.979852892,2.025158622,2.081720268,2.081770293,2.07627909,2.101904283,2.136070644,2.192821108,2.152218837,2.154433047
Malaysia,MYS,1,1.043863262,1.077605173,1.122290992,1.148098974,1.201637822,1.260997006,1.276581107,1.344851723,1.376895799,1.424658957,1.531067222,1.636193111,1.784518566,1.886493835,1.855324256,2.019094237,2.120644871,2.203156321,2.347173661,2.456834002,2.559812415,2.642509116,2.734681098,2.867964275,2.759333808,2.712660003,2.769074479,2.95370806,3.127516744,3.312548541,3.527963389,3.735837713,3.992705082,4.240614686,4.530639493,4.850814179,5.06879624,4.574902025,4.734538984,5.024472591,4.922332266,5.058782939,5.222475322,5.446014493,5.605783424,5.788046861,6.020183165,6.180644286,5.967823516,6.299188022,6.526662624,6.773402409,6.979645359,7.284874741,7.541851206,7.76311119,8.098914682,8.380171095,8.642042968,8.066384618,8.223204668
Niger,NER,1,1.014963917,1.086553181,1.154275283,1.122229552,1.165395219,1.127833998,1.097196097,1.070572386,0.983991964,0.986543512,1.01489265,0.937208808,0.756990405,0.801678718,0.758427754,0.742820449,0.778367995,0.858054258,0.892230177,0.844098721,0.817043508,0.809606581,0.755072899,0.609406399,0.636917757,0.657191979,0.638113992,0.661544852,0.647811815,0.619891501,0.598298127,0.591564906,0.575041249,0.567182797,0.562136258,0.544072852,0.534262403,0.568017762,0.547768916,0.522935233,0.54188497,0.549135702,0.541733867,0.524746058,0.543368715,0.55516318,0.552135529,0.573374528,0.563385053,0.58931241,0.581024637,0.618301112,0.62677049,0.64359984,0.64663219,0.657817966,0.664783898,0.686230028,0.700135814,0.698468393,0.68238339
Nigeria,NGA,1,0.981659903,1.000845965,1.063964595,1.093008868,1.121844871,1.051117598,0.86716876,0.838585059,1.019455701,1.246678091,1.392393361,1.406178661,1.446415371,1.567030175,1.445096997,1.531729841,1.57690111,1.441757362,1.493156258,1.508994227,1.272114451,1.151669805,1.000475966,0.965158966,0.994740233,0.969606382,0.975177054,1.019967586,1.012726641,1.102626385,1.078585074,1.10041163,1.050814435,1.005516418,0.979417226,0.995049046,0.998755807,0.999080138,0.979686938,1.002393876,1.033933444,1.160860552,1.213043043,1.290011118,1.336576141,1.379859056,1.431489067,1.487316328,1.563618063,1.643079176,1.683121134,1.706743887,1.772152563,1.835102298,1.836514622,1.762086078,1.731956642,1.721731356,1.717195345,1.645724656,1.665190752
Nicaragua,NIC,1,1.042957078,1.121982479,1.206638386,1.307257604,1.388387716,1.390255828,1.440908204,1.414182446,1.454570549,1.42714713,1.427192109,1.415340574,1.461493338,1.616805605,1.564470899,1.595715758,1.677338001,1.501451837,1.074430754,1.093698254,1.12035654,1.081218662,1.101845496,1.058056749,0.990991608,0.958250776,0.929889585,0.7955845,0.763551997,0.745394119,0.726881694,0.713227182,0.694806324,0.702695497,0.7290019,0.760678769,0.777352889,0.793468985,0.836628771,0.858475431,0.872056356,0.867563963,0.878729787,0.914557692,0.941753687,0.967539659,1.002581885,1.022395059,0.974526677,1.002713632,1.050485,1.102382123,1.139922103,1.177296981,1.216100594,1.253558786,1.293130737,1.232197747,1.169315452,1.132751518,1.232658576
Netherlands,NLD,1,0.989850024,1.042632162,1.065952,1.138821205,1.220383375,1.237576995,1.288240602,1.356732124,1.427338322,1.496325705,1.542470271,1.580912382,1.653246221,1.696747516,1.681724209,1.742931309,1.77626724,1.812970839,1.836764364,1.846740346,1.81974187,1.788941099,1.819060044,1.867327055,1.906595726,1.948886524,1.973959245,2.028737471,2.105739608,2.178772506,2.214396626,2.235212286,2.247600942,2.300243538,2.360233278,2.431566686,2.523805294,2.625274958,2.739142963,2.833740313,2.877874632,2.865776975,2.856727143,2.903325735,2.955954297,3.053351509,3.161664863,3.217732458,3.083841372,3.109260238,3.142797598,3.098926679,3.085781692,3.118463245,3.165497971,3.217707021,3.291852153,3.349951278,3.393161936,3.243233192,3.383201553
Norway,NOR,1,1.054324932,1.07531913,1.107613751,1.154348336,1.205951954,1.241662622,1.308351273,1.326718951,1.375232312,1.391808674,1.460479489,1.526611853,1.584688099,1.636670939,1.7082675,1.799321912,1.866282403,1.931109603,2.008694014,2.093647687,2.119803546,2.117003011,2.193832549,2.320055633,2.441573874,2.531223749,2.5635793,2.543315336,2.559136182,2.59962737,2.667079575,2.746513379,2.807897324,2.933100171,3.039166782,3.175835884,3.325584925,3.392602287,3.437272912,3.524486898,3.579452993,3.611690849,3.623247078,3.744873644,3.817106292,3.877356256,3.952346846,3.921986757,3.805951424,3.785216816,3.773103119,3.824529943,3.817637527,3.84917336,3.886029224,3.893220697,3.951626051,3.96954867,3.972247671,3.920608445,4.051042867
Nepal,NPL,1,0.999694009,0.998978611,0.997897047,1.051597417,1.017659617,1.066778276,1.028021592,1.012932849,1.035525898,1.039309827,1.004894429,1.014206017,0.987897005,1.028083882,1.020643803,1.042685336,1.05054255,1.071901888,1.072106073,1.022947253,1.082648874,1.097631548,1.039915713,1.113912626,1.155468641,1.181525006,1.176036113,1.239860663,1.26487216,1.291691179,1.338849951,1.35536058,1.370131515,1.446822968,1.462722399,1.508310956,1.552739211,1.568944517,1.608331814,1.67909283,1.731724699,1.708063431,1.75120138,1.810569617,1.853523025,1.898991436,1.949465045,2.05555418,2.137174511,2.229006619,2.296416215,2.398007084,2.477929209,2.619184387,2.708705079,2.695942148,2.90437269,3.090306659,3.258787599,3.125615008,3.183897746
Pakistan,PAK,1,1.034949378,1.056626361,1.121351857,1.176945091,1.267261567,1.306418884,1.34092003,1.39961123,1.436962937,1.556548462,1.523049098,1.495380332,1.556785624,1.566488635,1.585067195,1.616863664,1.629189644,1.705280748,1.709530279,1.808996713,1.867813028,1.909307641,1.965931621,2.001273291,2.084092297,2.12233478,2.180551945,2.266036695,2.299567657,2.324179159,2.364193254,2.480380895,2.460221421,2.479136329,2.526470146,2.569444456,2.520296355,2.510913664,2.52946966,2.557352564,2.567618576,2.566810815,2.656298358,2.793620824,2.912188099,3.019934276,3.098804857,3.083602486,3.101016647,3.080658568,3.099212981,3.150741519,3.239096394,3.343071203,3.456134505,3.603495577,3.713574771,3.881890513,3.915378582,3.799080301,3.97200868
Panama,PAN,1,1.07692631,1.131165206,1.190940344,1.206363566,1.277583647,1.333827779,1.405639886,1.460479033,1.538946686,1.600206178,1.70583618,1.735506347,1.779813524,1.775831642,1.760716348,1.745589091,1.721991656,1.84590189,1.884333148,2.081701221,2.221033762,2.286009592,2.133133853,2.140861808,2.196062909,2.223909156,2.135891333,1.810246855,1.799654037,1.904567292,2.040584362,2.162706856,2.23423882,2.251391153,2.244707534,2.289469148,2.388793529,2.513344333,2.560377177,2.57855025,2.543123998,2.549861789,2.606471454,2.749214993,2.891154128,3.082835674,3.388861562,3.65504898,3.633873521,3.777443021,4.130648744,4.4546318,4.679067493,4.831129239,5.019926333,5.177975336,5.374411046,5.479912769,5.553501779,4.491285769,5.112360331
Peru,PER,1,1.042132926,1.113350163,1.128031418,1.167268626,1.197385234,1.259018447,1.270477515,1.236584798,1.244153879,1.252972922,1.277559515,1.286795399,1.331935084,1.419960829,1.444170147,1.429400657,1.399221361,1.328362247,1.348602729,1.393369841,1.434648578,1.39701714,1.221529897,1.235501724,1.231531087,1.316817464,1.412535525,1.250592197,1.072250894,0.996485447,0.997224601,0.971855933,1.002518121,1.10387652,1.16309973,1.173656713,1.227104146,1.200860991,1.198662866,1.212384835,1.203598807,1.254397539,1.292980828,1.343925723,1.415535182,1.509569848,1.625599373,1.761287227,1.768119066,1.901013895,2.004279063,2.107895519,2.20977744,2.238928852,2.284803536,2.343017293,2.366108055,2.414311586,2.421714879,2.1253987,2.379781473
Philippines,PHL,1,1.026136961,1.045800744,1.088254246,1.094505877,1.121765681,1.140328285,1.168268725,1.195086385,1.21915624,1.231808396,1.264870365,1.300035359,1.379423492,1.392406482,1.433461957,1.520562885,1.563009763,1.599589457,1.643836471,1.684136351,1.697602638,1.716870399,1.7065177,1.547992556,1.407689875,1.423423164,1.451737022,1.513613248,1.570555569,1.581321417,1.537436315,1.507887382,1.504886196,1.534323152,1.568195303,1.620446045,1.66291057,1.614984044,1.63056623,1.664710595,1.679538886,1.706391946,1.757365109,1.835962641,1.889767551,1.953090052,2.041868252,2.091096354,2.082704776,2.195546351,2.239989038,2.35309348,2.469919896,2.584581878,2.703142289,2.845478173,2.989584378,3.12557163,3.262363071,2.904214519,3.024306948
Papua New Guinea,PNG,1,1.035727875,1.076939792,1.096237102,1.164918345,1.257503223,1.301725043,1.324873335,1.351951858,1.430345381,1.548403917,1.606976679,1.657750268,1.725381542,1.730802767,1.678033166,1.586333109,1.565729487,1.66421234,1.660000886,1.588915528,1.552405971,1.526011974,1.542578414,1.504861756,1.531868342,1.569463648,1.578258436,1.589167739,1.531455906,1.446564918,1.534628219,1.685643623,1.920532949,1.961476435,1.828823775,1.900497719,1.762032664,1.636757689,1.609935013,1.516503836,1.464111252,1.413632368,1.397186234,1.389096015,1.430485041,1.46080476,1.52653314,1.475754112,1.528799285,1.633826226,1.604655832,1.633375426,1.65079328,1.825980708,1.897231046,1.952579785,1.973771371,1.923019394,1.964277071,1.861647177,1.829735788
Puerto Rico,PRI,1,1.051806915,1.115824075,1.186114362,1.245236015,1.338923345,1.422336087,1.499042189,1.566991548,1.699798178,1.81959875,1.904461114,2.001184191,2.082670877,2.099302266,2.047457288,2.139653821,2.234069948,2.357841283,2.513218434,2.588885213,2.589085764,2.521641411,2.437532739,2.556526992,2.61010608,2.713859272,2.843487681,2.983145952,3.084273144,2.970102355,3.017125842,3.134531758,3.252607571,3.357428685,3.477881942,3.518653245,3.656230434,3.836332209,4.022905218,4.1430594,4.395208032,4.429773014,4.429366187,4.815891565,4.727016195,4.680170047,4.652917536,4.593984453,4.528923945,4.533095178,4.569385917,4.62636476,4.665326108,4.685693688,4.718807699,4.750241251,4.726057799,4.706713711,4.785044667,4.454216043,4.488010419
Portugal,PRT,1,1.046886685,1.108107187,1.168469031,1.241519371,1.339700307,1.404886761,1.520492158,1.662538084,1.71310074,1.946341004,2.084221464,2.254762461,2.506535561,2.500064533,2.302194241,2.392042268,2.499380091,2.542184217,2.656901383,2.748946307,2.769310562,2.811207278,2.793350416,2.730316283,2.799300589,2.912568091,3.099265538,3.33483772,3.554805993,3.703301914,3.873988343,3.919240528,3.834466548,3.86105924,4.012504408,4.137526252,4.300370926,4.484410075,4.633315327,4.776440942,4.835060454,4.845723817,4.782644991,4.856566513,4.885464964,4.955910262,5.070171356,5.079028974,4.915769176,4.998891314,4.921335099,4.740843588,4.722951727,4.786103258,4.892090695,5.006654811,5.194859691,5.35143919,5.493701453,5.032403335,5.293870284
Paraguay,PRY,1,1.043462427,1.051800619,1.074334145,1.092040096,1.131096715,1.125883552,1.199983967,1.225425475,1.254032965,1.294184805,1.335373592,1.391324791,1.457299023,1.540720322,1.605918938,1.684606465,1.832271425,2.002174365,2.183638828,2.376405152,2.525123671,2.42215969,2.284120203,2.283821686,2.321219744,2.369101035,2.478507582,2.553158474,2.656394284,2.692397385,2.713722816,2.689391635,2.751920243,2.827925463,2.949600845,2.927513378,2.984175848,2.922423804,2.823668911,2.705682652,2.637952883,2.599985959,2.678508671,2.754731773,2.78239678,2.88569735,3.011962282,3.17637491,3.136177042,3.444256716,3.545592337,3.473307243,3.709787834,3.85189118,3.909802732,4.01899413,4.153462278,4.228056451,4.155156215,4.065883602,4.178949507
Rwanda,RWA,1,0.931740334,1.012266606,0.893066953,0.764421113,0.797241836,0.829490711,0.860513489,0.892565865,0.960425251,0.987105251,0.969400388,0.943706612,0.94775659,0.933315906,0.88741082,1.030277622,1.021154736,1.083189498,1.175364883,1.23832246,1.258991404,1.233960717,1.261668139,1.168800731,1.179364469,1.199669695,1.156998623,1.171122102,1.139877923,1.085477318,1.034758072,1.070985983,0.953325205,0.556867173,0.891491672,0.851164739,0.848817711,0.895068548,0.922949473,0.987826192,1.056789735,1.175004452,1.173455592,1.228746615,1.309069232,1.392257928,1.458706037,1.578611058,1.633537527,1.708230892,1.797467666,1.905346521,1.948362654,2.019921673,2.146981307,2.220263129,2.252026191,2.386413995,2.550471729,2.406433262,2.605819641
Sudan,SDN,1,0.974862925,1.015228358,0.960535604,0.923620329,0.958522109,0.900208377,0.88992696,0.884017907,0.873219604,0.900989085,0.895670485,0.825259209,0.805058057,0.866436147,0.965588733,1.084986803,1.109461244,1.004000705,0.917300231,0.89558694,0.925275354,0.944341924,0.934385405,0.867704158,0.797919078,0.824675695,0.92630956,0.917968244,0.993795199,0.924297625,0.975629318,1.023621466,1.052888164,1.038082997,1.071623504,1.107759545,1.278049027,1.303404898,1.311606711,1.354865856,1.402755372,1.447304389,1.497879665,1.532740756,1.573342249,1.625454563,1.664591633,1.674505122,1.578429734,1.591155298,1.692431819,1.579675014,1.573377125,1.6016582,1.582310283,1.587037734,1.54711293,1.458342482,1.385888387,1.29926712,1.241012989
Senegal,SEN,1,1.001210502,0.972005723,0.962628457,0.97214644,0.957334156,0.95668287,0.917622874,0.946973835,0.859200609,0.905668476,0.878086117,0.906952311,0.831446345,0.841786587,0.880742683,0.934633585,0.887779765,0.833071657,0.870375286,0.882964732,0.905191662,0.952257204,0.874679745,0.884746496,0.890271212,0.892091517,0.920607075,0.886930462,0.895953143,0.863994331,0.862007331,0.849268268,0.837501303,0.815179096,0.838277159,0.834830196,0.840476505,0.869871652,0.903358729,0.916645155,0.933671705,0.912019887,0.939636423,0.958986316,0.975220409,0.972315554,0.973824609,0.983598971,0.983974456,0.990133302,0.97639959,0.988166999,0.984930409,1.018168867,1.053886782,1.090985075,1.140233348,1.178600166,1.200159864,1.183858384,1.222872123
Singapore,SGP,1,1.045803739,1.094078399,1.173877926,1.108668377,1.166822638,1.254037695,1.380079773,1.539975485,1.726835818,1.937233892,2.138140535,2.378382858,2.581862065,2.694588027,2.761447649,2.927104809,3.084640854,3.284564286,3.553246062,3.863252831,4.080146649,4.182293635,4.481484558,4.784217089,4.747933433,4.816237919,5.256643505,5.702170384,6.099717565,6.443244388,6.681346899,6.9141062,7.513925993,8.089880328,8.41093271,8.679324323,9.090717938,8.594547764,9.013694563,9.659614852,9.301854986,9.578978605,10.16341848,11.03464758,11.5722659,12.22590721,12.78499627,12.34832565,11.99679698,13.49741892,14.04047159,14.30786707,14.75627264,15.13915707,15.40595817,15.74900727,16.46854017,16.99150609,16.98223639,16.32949757,18.3211608
