Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Bermuda,BMU,1,1.021492747,1.041963155,1.028826555,1.115076936,1.140174847,1.280934615,1.423075748,1.425619478,1.447302248,1.510684558,1.574062063,1.614422179,1.650556258,1.677506992,1.75385489,1.903441245,2.008146051,2.029718145,2.065608416,2.194216127,2.230952473,2.09783244,2.121572521,2.11315915,2.053534549,2.171961173,2.235218523,2.306032261,2.29682121,2.278481976,2.209309967,2.224042793,2.278704559,2.276523896,2.359725452,2.405668067,2.501022126,2.579544899,2.651919751,2.873310609,3.047759903,2.983247004,3.064876734,3.115602631,3.147321955,3.302808236,3.394091757,3.311113672,3.107525563,3.053567631,2.96477444,2.797345837,2.780809666,2.67225781,2.688895245,2.699485975,2.826796493,2.812580553,2.82150355,2.629310925,2.772777888
Bolivia,BOL,1,1.000061288,1.034159389,1.081619918,1.101046955,1.130996734,1.186564405,1.23473563,1.31135931,1.340453625,1.379937421,1.418088123,1.49736704,1.548278656,1.558341983,1.635091323,1.672519311,1.716530011,1.712740917,1.677043657,1.617789704,1.587135695,1.492016505,1.401414872,1.369228577,1.318086309,1.257312768,1.261317381,1.270804279,1.291435232,1.323300255,1.364401894,1.358821891,1.388651293,1.425270904,1.463837715,1.499400863,1.545014765,1.593481841,1.571437147,1.582050022,1.580468181,1.591635617,1.606489921,1.644679534,1.687892041,1.738224436,1.786028853,1.863331239,1.893171677,1.938140857,2.00507792,2.073194356,2.178301068,2.260710272,2.333517327,2.395660625,2.458506069,2.524511971,2.543135227,2.290032112,2.401029338
Brazil,BRA,1,1.053743035,1.090442051,1.065188812,1.069978372,1.06508964,1.105673772,1.121878561,1.200429363,1.281732497,1.380240565,1.499512068,1.638282893,1.822598041,1.924785332,1.977059784,2.129195728,2.18222683,2.237186349,2.332764367,2.488196398,2.327636298,2.29386383,2.177144092,2.244811517,2.369798952,2.495123162,2.53201597,2.481931558,2.512797146,2.360382037,2.343842928,2.292747625,2.367091417,2.466105806,2.530424065,2.547036353,2.594292615,2.565121288,2.540782239,2.616266612,2.617827188,2.663907302,2.662541099,2.784000419,2.841227538,2.922144619,3.067691672,3.192292785,3.158031875,3.364024489,3.465395878,3.500315079,3.574320716,3.56164922,3.406421251,3.268208331,3.285310754,3.317471926,3.332343502,3.181857163,3.311291051
Botswana,BWA,1,1.040035015,1.084502152,1.122326809,1.170789164,1.219979549,1.288618614,1.355840615,1.488996416,1.702257589,1.975150267,2.436225259,2.968106763,3.432534029,3.549174724,3.656687269,3.842814883,4.088151237,4.440633426,4.73427378,5.047133404,5.257245569,5.664739667,6.181614024,6.47512125,6.695667212,6.993790268,7.561272661,8.738975219,9.573587966,9.918692415,10.35655858,10.35773665,10.25612603,10.33639663,10.77576625,11.12621896,11.77581419,11.56841609,12.41781858,12.40484718,12.18928415,12.6899992,13.04640045,13.16717172,13.5218793,14.38011364,14.91707683,15.09263872,12.69433426,13.69412367,14.34009819,14.04323319,15.30791957,15.87150636,14.80812095,15.55575629,15.86230794,16.19272798,16.36146595,14.6598195,16.06159402
Central African Republic,CAF,1,1.030736282,0.974152325,0.94890657,0.949677041,0.939246569,0.925443271,0.947647047,0.939354643,0.982947998,0.983576857,0.974025064,0.954845304,0.954144557,0.99496358,0.979475325,1.017352571,1.045389055,1.047338425,1.011104583,0.955845051,0.931161126,0.99218537,0.901522362,0.975878449,1.002469831,1.026057812,0.963461622,0.964581988,0.959506706,0.910454801,0.877671114,0.795573176,0.773067306,0.785839689,0.819574643,0.766472067,0.784947563,0.79951158,0.805567018,0.763820922,0.780157946,0.790711731,0.730164198,0.757330622,0.747196156,0.767255887,0.787709893,0.787395305,0.836783841,0.85758616,0.879971173,0.916447371,0.579399133,0.58031523,0.602896217,0.620609906,0.636689434,0.648100311,0.65349905,0.642881157,0.635100498
Chile,CHL,1,1.030714443,1.050412023,1.089937789,1.096398729,1.085912717,1.18594803,1.207141659,1.228732822,1.255324439,1.256913142,1.35277131,1.317674916,1.231729093,1.241214239,1.064002195,1.087875421,1.183429448,1.25535415,1.340977209,1.427181829,1.498391687,1.314180116,1.230617344,1.263058267,1.294667208,1.34378372,1.408285321,1.487665289,1.609105903,1.636047462,1.735240057,1.898168154,1.992002272,2.060949269,2.212961554,2.331377295,2.470941153,2.542071373,2.505103157,2.599604591,2.651854993,2.707175624,2.805488506,2.963054281,3.105503651,3.261275438,3.396357543,3.489954397,3.415677677,3.579252524,3.764515958,3.957475198,4.049146158,4.080443135,4.125562977,4.148265861,4.139419002,4.227964411,4.184899092,3.881541559,4.291562752
China,CHN,1,0.734723564,0.688057561,0.740503059,0.855051443,0.976450698,1.050743012,0.964986646,0.901573016,1.02580383,1.190449441,1.23996233,1.255959158,1.322867783,1.32575171,1.416120786,1.372485545,1.456399334,1.599798697,1.698436905,1.808667373,1.876942824,2.01627599,2.201393052,2.502764198,2.800507085,3.006104449,3.303142554,3.615163059,3.709911392,3.799192583,4.094849245,4.62034983,5.201682091,5.813732248,6.380859206,6.940870835,7.504781718,8.016312485,8.556089737,9.209655009,9.905136366,10.73765119,11.74213447,12.85312343,14.23372563,15.95505344,18.13065589,19.77878329,21.53038199,23.70556045,25.82811272,27.67082557,29.62182191,31.62152011,33.65185459,35.75112978,38.00411703,40.38002063,42.63133473,43.48252006,46.96692452
Cote d'Ivoire,CIV,1,1.059425632,1.032204712,1.136804629,1.286006335,1.198447681,1.286153651,1.293911766,1.400500292,1.47424038,1.56125779,1.636651773,1.631498208,1.651776405,1.646537864,1.703092338,1.845339608,1.907359168,2.037174191,2.008854012,1.722503562,1.717082048,1.657751807,1.535782303,1.44159171,1.454672264,1.451765436,1.398664703,1.365923874,1.354699467,1.289501642,1.242187104,1.193877158,1.148794854,1.117348631,1.155329333,1.201668553,1.27255021,1.283009882,1.259317154,1.222045006,1.164812407,1.104916759,1.027565279,1.035797142,1.022660488,1.028475584,1.017575639,1.043766693,1.05871616,1.10752846,1.026523768,1.082273484,1.174264598,1.254923205,1.310931093,1.369249763,1.43249051,1.492395486,1.545769933,1.537305046,1.605589911
Cameroon,CMR,1,0.995736665,1.006003323,1.019873059,1.031588397,1.027725851,1.049427933,0.912146388,0.945953302,0.96721376,0.971383661,0.978708614,0.978002473,1.002523268,1.079892692,1.168405895,1.075046133,1.191579267,1.414493604,1.457994269,1.382951028,1.562498559,1.639470106,1.71532649,1.791599234,1.877669673,1.943668132,1.84339571,1.647745014,1.569679125,1.429832658,1.334830926,1.256031105,1.123231798,1.112065265,1.112827978,1.1286657,1.148803512,1.171706181,1.192543371,1.206032548,1.225566402,1.246579585,1.279166822,1.332261576,1.325227845,1.338811345,1.358445609,1.358050554,1.353981535,1.354070664,1.360750927,1.384180903,1.413007991,1.44916549,1.483841085,1.505419587,1.515177907,1.5321751,1.542030406,1.50467573,1.519024071
"Congo, Dem. Rep.",COD,1,0.868920721,1.02611242,1.051384178,0.998651165,0.981288114,1.018372307,0.97938276,0.992235736,1.053760856,1.021518038,1.053520197,1.027315054,1.081401821,1.085720329,1.004590675,0.927036152,0.910927902,0.836082196,0.810907881,0.803700648,0.800150062,0.77499641,0.764640451,0.783386038,0.763536751,0.776239976,0.772951339,0.752714836,0.720226663,0.651198603,0.577004124,0.501094203,0.419924001,0.384773939,0.371589349,0.360843884,0.335229754,0.322072656,0.299625699,0.270949439,0.257369339,0.25697883,0.263441503,0.272934361,0.280793583,0.286457606,0.294756323,0.303247491,0.302099814,0.313235697,0.323734798,0.335233919,0.351479286,0.37173216,0.384196653,0.380012767,0.380836038,0.390028811,0.394361899,0.388475301,0.399478395
"Congo, Rep.",COG,1,1.055767315,1.081817651,1.01073937,1.021018071,1.029498526,1.014334747,1.006471647,1.052151586,1.098546099,1.133863193,1.185148349,1.248178179,1.309656096,1.369823816,1.435178304,1.413122663,1.255861114,1.304366539,1.399517048,1.609409836,1.851204043,2.238859976,2.321090844,2.421130709,2.321881863,2.099151769,2.041828859,2.018247028,2.011931635,1.97560864,1.967473124,1.964179324,1.890048545,1.736002378,1.757075196,1.784132095,1.73694447,1.763749398,1.67292885,1.732271079,1.731793939,1.769246784,1.734941157,1.735285681,1.803774343,1.876069473,1.688658802,1.736651101,1.862412113,1.964030296,1.943278766,2.078083746,2.014215022,2.098733253,1.976442321,1.721693692,1.607343806,1.493906798,1.457865067,1.335395652,1.276110907
Colombia,COL,1,1.018764474,1.04115887,1.042908333,1.074219036,1.0802481,1.104450687,1.118454591,1.153301743,1.192492792,1.235441425,1.278494693,1.345576128,1.404090277,1.452243711,1.453864256,1.490181597,1.51843804,1.610180627,1.658604335,1.687031889,1.686163473,1.663695716,1.651486645,1.668347848,1.682807419,1.74314017,1.798139907,1.832086193,1.855085164,1.894271955,1.893208295,1.931109419,1.995381315,2.070684355,2.137553072,2.142047338,2.176352302,2.15111641,2.02647007,2.052228179,2.054044069,2.073407404,2.122971131,2.204480021,2.279584355,2.401307855,2.531527121,2.584290282,2.58433324,2.670229616,2.824694382,2.904856074,3.0239048,3.130163408,3.192472957,3.224470243,3.219248088,3.239801043,3.282402884,3.006528644,3.289691894
Costa Rica,CRI,1,0.982426335,0.999456632,1.031614822,1.03349237,1.081810982,1.120919958,1.148544478,1.210204146,1.241578403,1.298967428,1.350776208,1.423836217,1.494842882,1.537879266,1.530312682,1.573258479,1.668632738,1.726230692,1.762875629,1.728278946,1.643559252,1.482330098,1.483051695,1.558280621,1.526902523,1.568213186,1.599818111,1.612349468,1.660799557,1.676652589,1.671680786,1.780144186,1.859774779,1.897144404,1.929658795,1.911119199,1.970932404,2.066640318,2.109577139,2.148369595,2.182764623,2.219346394,2.278686746,2.343594181,2.401171579,2.540435647,2.710841853,2.800245724,2.73855471,2.848443021,2.937215492,3.043772162,3.083935125,3.158398712,3.239669952,3.341768585,3.44680926,3.504071389,3.557869066,3.388040225,3.623020648
Denmark,DNK,1,1.056387436,1.107595256,1.105904954,1.19880229,1.24368167,1.267550383,1.327145773,1.392340317,1.474793108,1.487126525,1.521206995,1.571963817,1.62644202,1.60071671,1.572859347,1.66186271,1.687679982,1.719902691,1.782064968,1.771302559,1.760003347,1.826193366,1.874889633,1.954023307,2.031434107,2.128211345,2.130921841,2.129596915,2.142051455,2.170123578,2.194664208,2.230227004,2.223046567,2.333695313,2.391856791,2.447333654,2.516658405,2.563156537,2.63000223,2.71944031,2.732018654,2.736004142,2.739215067,2.805044814,2.862691585,2.964948746,2.978668497,2.94605678,2.786556853,2.826111655,2.852123008,2.847847217,2.86246876,2.894111448,2.941058747,3.012919661,3.078069684,3.12378164,3.159100911,3.087072928,3.222973015
Dominican Republic,DOM,1,0.945228081,1.070937216,1.104617608,1.142723098,0.970000308,1.067917776,1.070736707,1.042355052,1.123466284,1.291760691,1.393595054,1.497759248,1.646855595,1.701026872,1.744557896,1.816103225,1.860466387,1.855212243,1.894322177,1.999104079,2.038811607,2.028723657,2.076951946,2.057818379,1.971554708,1.998478725,2.155165695,2.156050437,2.203902153,2.040152592,2.017142494,2.198496838,2.314065785,2.328789398,2.415587588,2.514438009,2.691574244,2.82650353,2.948387708,3.039075464,3.067756418,3.159708287,3.073591624,3.109611305,3.357628659,3.618526726,3.838077974,3.911036193,3.896843723,4.166680055,4.24170827,4.301744929,4.455423252,4.711537976,4.97801042,5.248097429,5.431281075,5.746678273,5.972461339,5.511443544,6.122016489
Algeria,DZA,1,0.848727817,0.671258206,0.887190575,0.922833629,0.964110017,0.900894177,0.964362953,1.04467502,1.1075824,1.179095885,1.02219221,1.272797864,1.290348596,1.353454267,1.370105824,1.415190663,1.434519257,1.522418962,1.588136261,1.551798804,1.547805436,1.593446025,1.624109086,1.658026678,1.661935978,1.6139198,1.554817901,1.497559797,1.522842784,1.497214437,1.444390199,1.436614993,1.375286826,1.334483246,1.358878093,1.389866927,1.381730016,1.430426631,1.455700363,1.489975996,1.513703814,1.577054742,1.667862212,1.715271089,1.791862146,1.796249946,1.827331704,1.839481296,1.835648706,1.866711005,1.884724348,1.911303233,1.926554817,1.960576643,1.992860621,2.016040531,2.002670731,1.988492814,1.97177244,1.839073305,1.872147562
Ecuador,ECU,1,1.021741434,1.041550968,1.033089467,1.077726635,1.080894542,1.046174669,1.063050843,1.052253216,1.069911743,1.110982675,1.147659628,1.17154536,1.297874419,1.403524418,1.514852984,1.582683243,1.564742541,1.609850329,1.625745576,1.641824506,1.68897971,1.65575231,1.608288149,1.608967204,1.630477742,1.64505684,1.600441539,1.653848576,1.631151402,1.652391671,1.685172108,1.684863018,1.684371823,1.722851837,1.729047895,1.727092185,1.769880887,1.795955553,1.681568205,1.671054353,1.708522411,1.747889051,1.764357385,1.876303785,1.941809218,1.992723392,2.001676685,2.092952012,2.069691687,2.107373481,2.236166292,2.324774811,2.402667466,2.456977947,2.423280021,2.358081685,2.376722966,2.36227244,2.317869084,2.107607816,2.171054781
"Egypt, Arab Rep.",EGY,1,1.024575343,1.036741684,1.11597631,1.212043003,1.238931919,1.268738638,1.247570579,1.198089851,1.231982849,1.271555564,1.294344689,1.305448737,1.322471627,1.314420845,1.400706637,1.551760875,1.652770169,1.752232439,1.786549816,1.915266409,2.003304203,2.14496981,2.194022863,2.342414094,2.410749498,2.456948999,2.482706365,2.548031613,2.603069825,2.680936288,2.646515798,2.701373836,2.716649452,2.761879746,2.827445025,2.905190461,2.999402903,3.099445091,3.218330708,3.353142269,3.40102095,3.410249621,3.446441221,3.515322031,3.600397241,3.772644838,3.961959356,4.163154322,4.273308,4.403075423,4.382935344,4.380314885,4.373583996,4.396843768,4.488981313,4.587389149,4.685042892,4.841202257,5.019400243,5.109254447,5.192398299
Spain,ESP,1,1.108044869,1.207175774,1.31146964,1.367433268,1.43724938,1.525689583,1.572438643,1.654396854,1.784086398,1.840058947,1.902546007,2.035004933,2.169397183,2.266392413,2.254174367,2.304166828,2.345311347,2.356820451,2.337104986,2.369621488,2.349719336,2.36476715,2.394930101,2.427570535,2.474940429,2.54783434,2.682201081,2.812869659,2.944028573,3.052244231,3.121997925,3.135613426,3.087219678,3.145781361,3.21829027,3.290182158,3.397730539,3.532347443,3.676039319,3.85162169,3.975417994,4.026699979,4.072455129,4.127785484,4.206863385,4.306051652,4.379451385,4.348372835,4.147836841,4.135510345,4.087281862,3.963768024,3.920969585,3.987600686,4.143879433,4.266157687,4.382814709,4.463347196,4.519345767,3.987981017,4.203655534
Finland,FIN,1,1.068479652,1.092884246,1.120834459,1.173007653,1.231099556,1.255596554,1.275899912,1.299440345,1.424926054,1.499185193,1.53258441,1.641338953,1.746023203,1.793121442,1.81740076,1.81817045,1.817433989,1.865134829,1.99286849,2.093741807,2.112264534,2.165747157,2.219974074,2.279636319,2.350713686,2.407658075,2.486664807,2.60880331,2.731637335,2.73778106,2.562591834,2.464277151,2.436147722,2.521799881,2.618129516,2.70525221,2.868055715,3.016551923,3.141364014,3.315835303,3.394641265,3.44423455,3.504881961,3.634232707,3.722496925,3.857584155,4.044766223,4.057543089,3.71212329,3.812906202,3.891962859,3.819354743,3.767517864,3.738277842,3.746241474,3.840511141,3.953826627,3.99358845,4.038047836,3.943334929,4.052170921
Fiji,FJI,1,1.003478814,1.007672779,1.038507038,1.056070284,0.997327924,0.969729474,1.07192994,1.130844395,1.135578833,1.253917891,1.314475683,1.387293152,1.522483797,1.537116607,1.519750259,1.532579475,1.588716303,1.580548024,1.730758481,1.661465839,1.723721401,1.581557937,1.482516372,1.568570949,1.461446249,1.542483782,1.417317884,1.412908205,1.501636762,1.573003814,1.521948134,1.610627203,1.640058881,1.720203483,1.759997029,1.834538267,1.776262787,1.778629342,1.91288122,1.859837744,1.877167185,1.917699831,1.917887298,1.99998994,1.995047499,2.013228982,1.979148829,1.986025093,1.948390309,1.997568648,2.044409855,2.067109513,2.159297005,2.275045841,2.373199189,2.428139349,2.556322775,2.653845188,2.639926594,2.186474085,2.065312762
France,FRA,1,1.038410549,1.097416869,1.153484686,1.216481718,1.261417146,1.313425589,1.363907415,1.411618738,1.498540402,1.57620367,1.645338212,1.704777956,1.798731292,1.863393216,1.835183121,1.906236475,1.962983425,2.031184246,2.093019993,2.114516162,2.124829285,2.165430496,2.180611327,2.202486061,2.226615155,2.266796305,2.312538473,2.409402967,2.50128488,2.56207228,2.566252207,2.594342353,2.566856921,2.617586389,2.663032063,2.691039825,2.744110339,2.832063275,2.913873048,3.007477864,3.044846598,3.057062191,3.060406708,3.123959876,3.152190489,3.207072813,3.26464735,3.25477232,3.145073562,3.190621941,3.24488199,3.239328006,3.24121166,3.256917419,3.281475369,3.30868066,3.374688787,3.425327313,3.47656675,3.197242888,3.406186547
Gabon,GAB,1,1.134433303,1.204043534,1.260998457,1.300752637,1.389318954,1.430492198,1.466434392,1.479179997,1.568613382,1.668893207,1.802371488,1.966087282,2.121957233,2.897669241,3.378666773,4.478887231,3.823676206,2.833953898,2.776999904,2.776077698,2.842300258,2.682119203,2.757410609,2.885073259,2.741883722,2.646139643,2.132652991,2.340779789,2.471622478,2.529816383,2.612776288,2.465039541,2.49511677,2.520976466,2.579490042,2.606470294,2.68781595,2.712266674,2.408413759,2.303342206,2.291927889,2.226400383,2.21582131,2.170152115,2.165214272,2.042566025,2.099283657,1.966138437,1.904927829,1.971358266,2.038036716,2.070071697,2.111473943,2.130208483,2.145572242,2.12987415,2.085938749,2.053713661,2.085920223,2.003118397,1.990214189
United Kingdom,GBR,1,1.01899262,1.021525009,1.0633306,1.114898359,1.131488587,1.14296941,1.16850806,1.22610472,1.244510673,1.324355529,1.365057137,1.419230195,1.508900637,1.470485879,1.448923626,1.491458072,1.528616822,1.592798481,1.651030647,1.615560115,1.602275602,1.63482512,1.703264152,1.739158405,1.807182441,1.859802356,1.955933163,2.063468035,2.11115331,2.120296317,2.090432246,2.093148407,2.140127251,2.216785915,2.266902646,2.304276005,2.39870817,2.4672421,2.53314676,2.62741511,2.67378643,2.709637697,2.781280144,2.830351385,2.885990992,2.926747815,2.978490808,2.950580027,2.796263664,2.841850425,2.849831456,2.871076341,2.903812726,2.974737359,3.021886333,3.06400686,3.117625564,3.151627135,3.184175276,2.822600493,3.023928702
Ghana,GHA,1,1.005559587,1.022126269,1.041827589,1.039485448,1.028471961,0.961110677,0.966983694,0.947253801,0.979514311,1.046615659,1.071349679,1.016023611,1.015910147,1.054687552,0.897260987,0.840945551,0.834924895,0.878291634,0.829998441,0.809344952,0.758757479,0.685347558,0.633962831,0.670285634,0.688471894,0.707666045,0.724025037,0.745962828,0.764071802,0.769341393,0.78970669,0.800236291,0.81877763,0.82608182,0.840424138,0.859144872,0.874418713,0.8936689,0.910509015,0.920733415,0.932429523,0.947973599,0.97056215,0.997921417,1.029059633,1.066399864,1.08413636,1.153281632,1.178879502,1.240973891,1.381204843,1.472866454,1.542279295,1.548593401,1.544484473,1.559670332,1.649181031,1.714646054,1.788478331,1.760906495,1.818352231
Greece,GRC,1,1.12309795,1.120499524,1.248581722,1.361124656,1.500654381,1.586366852,1.662709105,1.770927972,1.968505704,2.132241832,2.289480324,2.505753612,2.696256253,2.51339383,2.648439909,2.786293376,2.831161123,2.99721643,3.057234415,3.047851777,2.973713978,2.921963849,2.873681247,2.916891972,2.978505351,2.984037554,2.906896499,3.020549679,3.119011447,3.086192183,3.14389885,3.141814471,3.073412437,3.119223469,3.169874204,3.246263196,3.375142501,3.487220849,3.580612101,3.705774672,3.838873239,3.97487003,4.195171679,4.396597745,4.409988386,4.645287805,4.78515668,4.756474949,4.539954632,4.285719017,3.856449349,3.602582973,3.537500461,3.578083089,3.594672971,3.592069544,3.63848951,3.706707665,3.780535002,3.447524163,3.758460139
